,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
261,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090,KEENESBURG RE-3(J),M,,1299,flat,up,up,M
262,CARLILE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,1304,down,down,down,E
263,CARMEL MIDDLE SCHOOL,980,HARRISON 2,M,,1306,flat,flat,flat,M
264,CARMODY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,1318,flat,down,down,M
265,FRED N THOMAS CAREER EDUCATION CENTER,880,DENVER COUNTY 1,H,,1319,up,flat,flat,H
266,CAMPBELL ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,,1321,up,flat,up,E
267,CARRIE MARTIN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,1323,flat,down,flat,E
268,CARSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1324,up,up,up,E
269,CARSON MIDDLE SCHOOL,1000,FOUNTAIN 8,M,,1332,flat,flat,flat,M
270,ABRAMS ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,1334,down,flat,down,E
271,CARVER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,1340,up,up,up,E
272,CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,E,,1345,flat,down,down,E
273,CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,M,,1345,down,flat,flat,M
274,CASEY MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,1352,up,down,flat,M
275,CASTLE ROCK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1362,down,flat,flat,E
276,CASTLE VIEW HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,1367,flat,flat,flat,H
277,CEDAREDGE HIGH SCHOOL,870,DELTA COUNTY 50(J),H,,1372,up,up,up,H
278,CEDAREDGE MIDDLE SCHOOL,870,DELTA COUNTY 50(J),M,,1375,flat,down,down,M
279,SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,,1376,up,up,up,E
280,SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,,1376,down,up,flat,M
281,CEDAR RIDGE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,1377,flat,flat,flat,E
282,CENTAURI HIGH SCHOOL,550,NORTH CONEJOS RE-1J,H,,1378,flat,flat,flat,H
283,CENTAURUS HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,,1380,flat,flat,flat,H
284,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,140,LITTLETON 6,E,,1382,flat,down,flat,E
285,CENTENNIAL ELEMENTARY SCHOOL,980,HARRISON 2,E,,1383,flat,flat,flat,E
286,CENTENNIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,,1384,flat,up,flat,E
287,CENTENNIAL ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,1385,up,flat,up,E
288,TRINIDAD MIDDLE SCHOOL,1580,TRINIDAD 1,M,,1386,down,down,down,M
289,CENTENNIAL ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,1388,down,down,down,E
290,CENTENNIAL MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,1390,flat,flat,flat,M
291,CENTENNIAL MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,1392,up,flat,flat,M
292,CENTENNIAL JUNIOR HIGH SCHOOL,640,CENTENNIAL R-1,M,,1396,up,up,up,M
293,CENTENNIAL HIGH SCHOOL,640,CENTENNIAL R-1,H,,1398,down,flat,flat,H
294,CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,E,,1400,up,down,flat,E
295,CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,M,,1400,flat,up,up,M
296,CENTENNIAL HIGH SCHOOL,2690,PUEBLO CITY 60,H,,1402,down,down,flat,H
297,HASKIN ELEMENTARY SCHOOL,2810,CENTER 26 JT,E,,1412,up,up,up,E
298,SKOGLUND MIDDLE SCHOOL,2810,CENTER 26 JT,M,,1416,flat,up,up,M
299,CENTER HIGH SCHOOL,2810,CENTER 26 JT,H,,1420,up,flat,flat,H
300,CENTRAL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,1426,down,down,down,E
301,CENTRAL ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,1434,flat,up,up,E
302,BEAVER VALLEY ELEMENTARY SCHOOL,2395,BRUSH RE-2(J),E,,1438,flat,down,down,E
303,WELD CENTRAL SENIOR HIGH SCHOOL,3090,KEENESBURG RE-3(J),H,,1446,flat,up,flat,H
304,CENTRAL HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,1450,flat,up,up,H
305,CENTRAL HIGH SCHOOL,2690,PUEBLO CITY 60,H,,1454,down,flat,flat,H
306,AURORA CENTRAL HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,1458,down,flat,up,H
307,CENTURY ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,1470,flat,down,down,E
308,CENTURY MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,1480,flat,flat,flat,M
309,CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,E,,1488,flat,flat,flat,E
310,CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,M,,1488,down,flat,flat,M
311,CHAPPELOW K-8 MAGNET SCHOOL,3120,GREELEY 6,E,,1500,flat,up,up,E
312,CHAPPELOW K-8 MAGNET SCHOOL,3120,GREELEY 6,M,,1500,flat,flat,flat,M
313,CHAPARRAL HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,1503,flat,down,flat,H
314,GOODNIGHT ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,1504,flat,flat,flat,E
315,GOODNIGHT ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,M,,1504,down,down,down,M
316,CHALLENGE SCHOOL,130,CHERRY CREEK 5,E,,1510,flat,down,down,E
317,CHALLENGE SCHOOL,130,CHERRY CREEK 5,M,,1510,flat,flat,flat,M
318,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1512,up,flat,flat,E
319,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,M,,1512,flat,flat,flat,M
320,CHARLES HAY WORLD SCHOOL,120,ENGLEWOOD 1,E,,1514,up,up,up,E
321,STARGATE CHARTER SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,1519,flat,flat,flat,E
322,STARGATE CHARTER SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,1519,flat,flat,flat,M
323,CHATFIELD ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,1520,flat,flat,down,E
324,CHATFIELD HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,1522,flat,flat,flat,H
325,CHELTENHAM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1528,flat,up,flat,E
326,CHERAW ELEMENTARY SCHOOL,2560,CHERAW 31,E,,1538,down,down,down,E
327,CHERAW MIDDLE SCHOOL,2560,CHERAW 31,M,,1548,flat,down,down,M
328,CHEROKEE TRAIL HIGH SCHOOL,130,CHERRY CREEK 5,H,,1551,flat,flat,flat,H
329,CHERRELYN ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,,1556,flat,up,up,E
330,CAMPUS MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,1566,flat,flat,flat,M
331,WEST MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,1568,flat,flat,flat,M
332,CHERRY CREEK HIGH SCHOOL,130,CHERRY CREEK 5,H,,1570,flat,flat,flat,H
333,CHERRY CREEK CHARTER ACADEMY,130,CHERRY CREEK 5,E,,1571,flat,up,flat,E
334,CHERRY CREEK CHARTER ACADEMY,130,CHERRY CREEK 5,M,,1571,flat,up,up,M
335,HIGH PLAINS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,1572,up,flat,flat,E
336,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,1574,flat,flat,flat,E
337,CHERRY VALLEY ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1578,flat,down,down,E
338,NORTH STAR ACADEMY,900,DOUGLAS COUNTY RE 1,E,,1579,flat,flat,flat,E
339,NORTH STAR ACADEMY,900,DOUGLAS COUNTY RE 1,M,,1579,flat,flat,down,M
340,CHEYENNE MOUNTAIN CHARTER ACADEMY,1020,CHEYENNE MOUNTAIN 12,E,,1582,flat,down,down,E
341,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,1586,flat,up,up,E
342,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,1020,CHEYENNE MOUNTAIN 12,M,,1588,flat,flat,flat,M
343,CHEYENNE MOUNTAIN HIGH SCHOOL,1020,CHEYENNE MOUNTAIN 12,H,,1590,flat,flat,flat,H
344,BROADMOOR ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,1592,flat,flat,flat,E
345,SKYWAY PARK ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,,1604,up,up,flat,E
346,CHEYENNE WELLS ELEMENTARY SCHOOL,520,CHEYENNE COUNTY RE-5,E,,1608,down,flat,flat,E
347,CHEYENNE WELLS MIDDLE SCHOOL,520,CHEYENNE COUNTY RE-5,M,,1610,up,up,up,M
348,CHEYENNE WELLS HIGH SCHOOL,520,CHEYENNE COUNTY RE-5,H,,1612,down,flat,flat,H
349,CHIPETA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,1613,flat,up,up,E
350,CIMARRON ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,1614,up,up,up,E
351,CHINOOK TRAIL ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,1615,up,up,flat,E
352,CIVA CHARTER ACADEMY,1010,COLORADO SPRINGS 11,H,,1616,down,down,down,H
353,EVANS INTERNATIONAL ELEMENTARY SCHOOL,1110,FALCON 49,E,,1618,flat,flat,flat,E
354,CHIPETA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,1619,up,up,up,E
355,CLARA E. METZ ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,1622,flat,down,down,E
356,MCAULIFFE ELEMENTARY,1010,COLORADO SPRINGS 11,E,,1625,flat,up,up,E
357,THE CLASSICAL ACADEMY CHARTER,1040,ACADEMY 20,E,,1627,flat,flat,flat,E
358,THE CLASSICAL ACADEMY MIDDLE SCHOOL,1040,ACADEMY 20,M,,1629,flat,flat,flat,M
359,THE CLASSICAL ACADEMY HIGH SCHOOL,1040,ACADEMY 20,H,,1630,down,down,down,H
360,GILPIN COUNTY ELEMENTARY SCHOOL,1330,GILPIN COUNTY RE-1,E,,1632,down,down,down,E
361,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330,GILPIN COUNTY RE-1,H,,1634,flat,down,down,H
362,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330,GILPIN COUNTY RE-1,M,,1634,down,down,flat,M
363,CLAYTON ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,,1652,flat,up,up,E
364,CLEAR CREEK MIDDLE SCHOOL,540,CLEAR CREEK RE-1,M,,1660,flat,flat,up,M
365,CLIFTON ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,1686,up,up,up,E
366,CLYDE MILLER K-8,180,ADAMS-ARAPAHOE 28J,E,,1720,up,flat,flat,E
367,COAL CREEK ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,1725,flat,up,up,E
368,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1730,up,up,up,E
369,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,M,,1730,flat,flat,flat,M
370,COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,E,,1752,flat,down,flat,E
371,COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,H,,1752,flat,flat,up,H
372,COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,M,,1752,flat,flat,down,M
373,COLFAX ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1774,up,flat,flat,E
374,COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,E,,1785,up,flat,down,E
375,COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,M,,1785,up,flat,flat,M
376,COLLEGE VIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1788,flat,down,down,E
377,COLOROW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1790,flat,flat,down,E
378,COLORADO SPRINGS CHARTER ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,,1791,flat,down,flat,E
379,COLORADO SPRINGS CHARTER ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,,1791,flat,flat,flat,M
380,COLORADO SPRINGS EARLY COLLEGES,8001,CHARTER SCHOOL INSTITUTE,H,,1795,up,flat,flat,H
381,COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,E,,1796,flat,flat,flat,E
382,COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,H,,1796,flat,flat,flat,H
383,COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,M,,1796,flat,flat,flat,M
384,COLUMBIA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,1798,up,flat,flat,E
385,COLUMBIA MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,1800,down,down,down,M
386,LAS ANIMAS ELEMENTARY SCHOOL,290,LAS ANIMAS RE-1,E,,1812,down,down,down,E
387,COLUMBIAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1816,flat,flat,flat,E
388,COLUMBIAN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,1828,flat,flat,flat,E
389,COLUMBINE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,1842,up,up,up,E
390,COLUMBINE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,1844,up,up,up,E
391,COLUMBINE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1846,flat,down,down,E
392,COLUMBINE ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,1850,up,up,up,E
393,COLUMBINE HILLS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1861,flat,flat,down,E
394,COLUMBINE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,1864,flat,up,flat,H
395,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,880,DENVER COUNTY 1,H,,1866,down,down,down,H
396,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,880,DENVER COUNTY 1,M,,1866,down,down,flat,M
397,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1869,up,up,up,E
398,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,,1869,down,up,up,M
399,CORONADO HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,1870,flat,flat,flat,H
400,CORE KNOWLEDGE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1873,flat,flat,flat,E
401,CORE KNOWLEDGE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,M,,1873,up,flat,flat,M
402,FRONTIER CHARTER ACADEMY,3120,GREELEY 6,E,,1875,flat,down,down,E
403,FRONTIER CHARTER ACADEMY,3120,GREELEY 6,H,,1875,flat,flat,flat,H
404,FRONTIER CHARTER ACADEMY,3120,GREELEY 6,M,,1875,up,flat,flat,M
405,CORONADO ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1876,flat,flat,flat,E
406,COLORADO PROVOST ACADEMY,8001,CHARTER SCHOOL INSTITUTE,H,,1877,flat,flat,down,H
407,CORONADO HILLS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,1878,flat,down,down,E
408,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,,1880,flat,up,up,E
409,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,H,,1880,down,flat,down,H
410,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,,1880,down,flat,flat,M
411,COMMUNITY LEADERSHIP ACADEMY,30,ADAMS COUNTY 14,E,,1882,up,up,up,E
412,COMMUNITY LEADERSHIP ACADEMY,30,ADAMS COUNTY 14,M,,1882,up,up,flat,M
413,COMMUNITY MONTESSORI SCHOOL,480,BOULDER VALLEY RE 2,E,,1883,flat,down,down,E
414,COMMUNITY PREP CHARTER SCHOOL,1010,COLORADO SPRINGS 11,H,,1885,down,down,down,H
415,CONIFER SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,1886,flat,up,flat,H
416,CORTEZ MIDDLE SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,M,,1888,flat,flat,flat,M
417,CORRIDOR COMMUNITY ACADEMY,50,BENNETT 29J,E,,1889,down,up,flat,E
418,COPPER MESA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1899,flat,flat,flat,E
419,COLORADO CALVERT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,,1901,flat,flat,flat,E
420,CORY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1908,flat,flat,flat,E
421,COTTON CREEK ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,1914,flat,up,flat,E
422,COTTONWOOD ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,1915,flat,flat,flat,E
423,COTTONWOOD CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,1916,flat,up,flat,E
424,COTTONWOOD PLAINS ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,1920,flat,up,flat,E
425,COUGAR RUN ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1925,flat,up,flat,E
426,COWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,1928,up,down,down,E
427,COYOTE CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,1934,flat,flat,flat,E
428,SANDROCK ELEMENTARY,2020,MOFFAT COUNTY RE:NO 1,E,,1936,down,up,up,E
429,COYOTE RIDGE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,1937,flat,flat,up,E
430,CRAIG MIDDLE SCHOOL,2020,MOFFAT COUNTY RE:NO 1,M,,1938,flat,flat,flat,M
431,CRAWFORD ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,1948,flat,flat,flat,E
432,CRAWFORD ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,,1952,flat,down,down,M
433,CREEKSIDE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,1970,flat,flat,flat,E
434,CREIGHTON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,1976,flat,up,up,M
435,CREST VIEW ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,1996,flat,flat,flat,E
436,CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,E,,2006,up,flat,flat,E
437,CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,H,,2006,flat,flat,flat,H
438,CRESTED BUTTE COMMUNITY SCHOOL,1360,GUNNISON WATERSHED RE1J,M,,2006,flat,flat,flat,M
439,CRESTHILL MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,2012,flat,flat,flat,M
440,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,H,,2024,flat,up,flat,H
441,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,M,,2024,flat,up,up,M
442,POLARIS AT EBERT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,2027,flat,flat,flat,E
443,CROWN POINTE CHARTER ACADEMY,70,WESTMINSTER 50,E,,2035,flat,down,flat,E
444,CROWN POINTE CHARTER ACADEMY,70,WESTMINSTER 50,M,,2035,flat,down,flat,M
445,CROWLEY COUNTY ELEMENTARY SCHOOL,770,CROWLEY COUNTY RE-1-J,E,,2050,down,down,down,E
446,CROWLEY COUNTY WARD MIDDLE SCHOOL,770,CROWLEY COUNTY RE-1-J,M,,2054,flat,down,down,M
447,CROWLEY COUNTY HIGH SCHOOL,770,CROWLEY COUNTY RE-1-J,H,,2058,up,up,flat,H
448,CRYSTAL RIVER ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,,2063,up,down,down,E
449,CUSTER COUNTY ELEMENTARY SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,E,,2088,up,up,up,E
450,COYOTE RIDGE ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,2089,flat,down,flat,E
451,CUSTER MIDDLE SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,M,,2091,up,flat,up,M
452,CUSTER COUNTY HIGH SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,H,,2092,down,flat,flat,H
453,DAKOTA RIDGE SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,2093,flat,up,up,H
454,DAKOTA VALLEY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,2094,flat,flat,flat,E
455,DALTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,2095,up,flat,flat,E
456,CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,E,,2096,flat,up,flat,E
457,CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,M,,2096,flat,flat,flat,M
458,DARTMOUTH ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,2114,down,flat,down,E
459,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,2120,flat,flat,flat,H
460,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2120,flat,flat,flat,M
461,DE BEQUE ELEMENTARY SCHOOL,1980,DE BEQUE 49JT,E,,2122,up,up,up,E
462,DENVER GREEN SCHOOL,880,DENVER COUNTY 1,E,,2125,flat,flat,flat,E
463,INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,E,,2128,up,down,flat,E
464,INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,M,,2128,up,flat,down,M
465,DEER CREEK MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2130,flat,flat,down,M
466,DEER TRAIL ELEMENTARY SCHOOL,170,DEER TRAIL 26J,E,,2136,flat,down,flat,E
467,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,H,,2140,up,up,flat,H
468,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,M,,2140,up,up,up,M
469,DSST: GREEN VALLY RANCH,880,DENVER COUNTY 1,M,,2145,flat,flat,flat,M
470,DEL NORTE MIDDLE SCHOOL,2730,DEL NORTE C-7,M,,2148,flat,down,flat,M
471,DEL NORTE HIGH SCHOOL,2730,DEL NORTE C-7,H,,2150,up,flat,flat,H
472,DELTA MIDDLE SCHOOL,870,DELTA COUNTY 50(J),M,,2160,up,flat,down,M
473,DELTA HIGH SCHOOL,870,DELTA COUNTY 50(J),H,,2164,down,flat,flat,H
474,DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),H,,2166,flat,up,flat,H
475,DELTA VISION SCHOOL,870,DELTA COUNTY 50(J),M,,2166,flat,down,flat,M
476,DENISON MONTESSORI SCHOOL,880,DENVER COUNTY 1,E,,2174,flat,down,flat,E
477,DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,H,,2183,flat,flat,flat,H
478,DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,M,,2183,flat,down,down,M
479,DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,H,,2184,flat,flat,flat,H
480,DENVER SCHOOL OF THE ARTS,880,DENVER COUNTY 1,M,,2184,flat,flat,flat,M
481,DSST: STAPLETON,880,DENVER COUNTY 1,H,,2185,flat,flat,flat,H
482,DSST: STAPLETON,880,DENVER COUNTY 1,M,,2185,flat,down,flat,M
483,DEVINNY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,2194,flat,up,up,E
484,DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,E,,2195,flat,flat,down,E
485,DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,H,,2195,down,down,down,H
486,DISCOVERY CANYON CAMPUS SCHOOL,1040,ACADEMY 20,M,,2195,flat,flat,down,M
487,DOHERTY HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,2202,down,down,down,H
488,DOLORES ELEMENTARY SCHOOL,2055,DOLORES RE-4A,E,,2204,up,up,up,E
489,DOLORES MIDDLE SCHOOL,2055,DOLORES RE-4A,M,,2206,flat,flat,flat,M
490,DOLORES HIGH SCHOOL,2055,DOLORES RE-4A,H,,2208,flat,up,up,H
491,DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,H,,2216,up,up,up,H
492,DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,M,,2216,down,down,down,M
493,DOLORES HUERTA PREPARATORY HIGH SCHOOL,2690,PUEBLO CITY 60,H,,2217,down,down,down,H
494,DOS RIOS ELEMENTARY SCHOOL,3120,GREELEY 6,E,,2222,down,flat,down,E
495,DOS RIOS ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,2224,up,flat,flat,E
496,CASTLE ROCK MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,,2226,flat,up,flat,M
497,DOUGLAS COUNTY HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,2230,flat,flat,flat,H
498,ROCK RIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,2232,flat,flat,down,E
499,CHEROKEE TRAIL ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,2233,flat,flat,flat,E
500,EAGLE RIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,2234,flat,flat,flat,E
501,DOUGLASS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,2240,flat,down,down,E
502,DOUGLASS VALLEY ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,2248,flat,down,down,E
503,DOULL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,2258,flat,up,up,E
504,DRAKE JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,2288,up,up,up,M
505,DRY CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,2292,flat,flat,flat,E
506,DUAL IMMERSION ACADEMY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,2297,flat,down,down,E
