,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
241,BYERS ELEMENTARY SCHOOL,190.0,BYERS 32J,E,,1168.0,up,flat,up,E
242,BYERS JUNIOR-SENIOR HIGH SCHOOL,190.0,BYERS 32J,H,MH,1176.0,up,up,up,H
243,BYERS JUNIOR-SENIOR HIGH SCHOOL,190.0,BYERS 32J,M,MH,1176.0,flat,up,up,M
244,CACHE LA POUDRE ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,1186.0,flat,flat,up,E
245,CACHE LA POUDRE MIDDLE SCHOOL,1550.0,POUDRE R-1,M,,1190.0,flat,down,down,M
246,CALHAN ELEMENTARY SCHOOL,970.0,CALHAN RJ-1,E,,1210.0,flat,down,down,E
247,CALHAN MIDDLE SCHOOL,970.0,CALHAN RJ-1,M,,1215.0,flat,up,up,M
248,CALHAN HIGH SCHOOL,970.0,CALHAN RJ-1,H,,1218.0,up,flat,flat,H
249,CALICHE ELEMENTARY SCHOOL,1828.0,VALLEY RE-1,E,,1220.0,flat,flat,flat,E
250,CALICHE JUNIOR-SENIOR HIGH SCHOOL,1828.0,VALLEY RE-1,H,MH,1224.0,down,flat,flat,H
251,CALICHE JUNIOR-SENIOR HIGH SCHOOL,1828.0,VALLEY RE-1,M,MH,1224.0,up,flat,flat,M
252,CAMPBELL ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,1238.0,flat,flat,flat,E
253,CENTENNIAL ELEMENTARY,470.0,ST VRAIN VALLEY RE 1J,E,,1245.0,down,flat,flat,E
254,CANON CITY MIDDLE SCHOOL,1140.0,CANON CITY RE-1,M,,1262.0,flat,flat,flat,M
255,CANON CITY HIGH SCHOOL,1140.0,CANON CITY RE-1,H,,1266.0,flat,flat,flat,H
256,CANYON CREEK ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,1273.0,up,up,up,E
257,CENTAURI MIDDLE SCHOOL,550.0,NORTH CONEJOS RE-1J,M,,1276.0,flat,flat,up,M
258,CAPROCK ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,E,EM,1279.0,down,flat,down,E
259,CAPROCK ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,M,EM,1279.0,down,down,down,M
260,CARBON VALLEY ACADEMY,470.0,ST VRAIN VALLEY RE 1J,E,EMH,1284.0,up,flat,down,E
261,CARBON VALLEY ACADEMY,470.0,ST VRAIN VALLEY RE 1J,H,EMH,1284.0,flat,,down,H
262,CARBON VALLEY ACADEMY,470.0,ST VRAIN VALLEY RE 1J,M,EMH,1284.0,down,down,down,M
263,CARBONDALE MIDDLE SCHOOL,1180.0,ROARING FORK RE-1,E,EM,1296.0,up,flat,flat,E
264,CARBONDALE MIDDLE SCHOOL,1180.0,ROARING FORK RE-1,M,EM,1296.0,up,flat,flat,M
265,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090.0,KEENESBURG RE-3(J),E,,1299.0,down,down,down,E
266,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090.0,KEENESBURG RE-3(J),M,,1299.0,up,up,up,M
267,CARLILE ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,1304.0,down,down,down,E
268,CARMEL MIDDLE SCHOOL,980.0,HARRISON 2,M,,1306.0,up,flat,up,M
269,CARMODY MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,1318.0,flat,flat,down,M
270,FRED N THOMAS CAREER EDUCATION CENTER,880.0,DENVER COUNTY 1,H,,1319.0,up,flat,flat,H
271,CAMPBELL ELEMENTARY SCHOOL,1828.0,VALLEY RE-1,E,,1321.0,flat,flat,up,E
272,CARRIE MARTIN ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,1323.0,up,up,up,E
273,CARSON ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1324.0,flat,flat,flat,E
274,CARSON MIDDLE SCHOOL,1000.0,FOUNTAIN 8,M,,1332.0,flat,up,flat,M
275,ABRAMS ELEMENTARY SCHOOL,1000.0,FOUNTAIN 8,E,,1334.0,flat,flat,flat,E
276,CARVER ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,1340.0,flat,flat,flat,E
277,CESAR CHAVEZ ACADEMY DENVER,880.0,DENVER COUNTY 1,E,EM,1345.0,flat,flat,flat,E
278,CESAR CHAVEZ ACADEMY DENVER,880.0,DENVER COUNTY 1,M,EM,1345.0,flat,flat,flat,M
279,CASEY MIDDLE SCHOOL,480.0,BOULDER VALLEY RE 2,M,,1352.0,up,flat,flat,M
280,CASTLE ROCK ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1362.0,flat,flat,flat,E
281,CASTLE VIEW HIGH SCHOOL,900.0,DOUGLAS COUNTY RE 1,H,,1367.0,flat,flat,flat,H
282,CEDAREDGE HIGH SCHOOL,870.0,DELTA COUNTY 50(J),H,,1372.0,up,up,up,H
283,CEDAREDGE MIDDLE SCHOOL,870.0,DELTA COUNTY 50(J),M,,1375.0,up,flat,flat,M
284,SCHOLARS TO LEADERS ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,E,EM,1376.0,flat,flat,flat,E
285,SCHOLARS TO LEADERS ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,M,EM,1376.0,down,flat,flat,M
286,CEDAR RIDGE ELEMENTARY SCHOOL,2700.0,PUEBLO COUNTY 70,E,,1377.0,down,flat,flat,E
287,CENTAURI HIGH SCHOOL,550.0,NORTH CONEJOS RE-1J,H,,1378.0,up,up,flat,H
288,CENTAURUS HIGH SCHOOL,480.0,BOULDER VALLEY RE 2,H,,1380.0,flat,flat,flat,H
289,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,140.0,LITTLETON 6,E,,1382.0,up,flat,up,E
290,CENTENNIAL ELEMENTARY SCHOOL,980.0,HARRISON 2,E,,1383.0,flat,flat,down,E
291,CENTENNIAL ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,1384.0,down,flat,down,E
292,CENTENNIAL ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,1385.0,flat,flat,up,E
293,TRINIDAD MIDDLE SCHOOL,1580.0,TRINIDAD 1,M,,1386.0,flat,flat,flat,M
294,CENTENNIAL ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,1388.0,flat,down,down,E
295,CENTENNIAL MIDDLE SCHOOL,480.0,BOULDER VALLEY RE 2,M,,1390.0,flat,flat,flat,M
296,CENTENNIAL MIDDLE SCHOOL,2180.0,MONTROSE COUNTY RE-1J,M,,1392.0,flat,flat,up,M
297,CENTENNIAL JUNIOR HIGH SCHOOL,640.0,CENTENNIAL R-1,M,,1396.0,flat,up,up,M
298,CENTENNIAL HIGH SCHOOL,640.0,CENTENNIAL R-1,H,,1398.0,flat,flat,flat,H
299,CENTENNIAL K-8 SCHOOL,880.0,DENVER COUNTY 1,E,EM,1400.0,flat,flat,flat,E
300,CENTENNIAL K-8 SCHOOL,880.0,DENVER COUNTY 1,M,EM,1400.0,flat,flat,flat,M
301,CENTENNIAL HIGH SCHOOL,2690.0,PUEBLO CITY 60,H,,1402.0,up,up,up,H
302,HASKIN ELEMENTARY SCHOOL,2810.0,CENTER 26 JT,E,,1412.0,flat,up,up,E
303,SKOGLUND MIDDLE SCHOOL,2810.0,CENTER 26 JT,M,,1416.0,down,flat,down,M
304,CENTER HIGH SCHOOL,2810.0,CENTER 26 JT,H,,1420.0,flat,up,flat,H
305,CENTRAL ELEMENTARY SCHOOL,30.0,ADAMS COUNTY 14,E,,1426.0,down,down,down,E
306,CENTRAL ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,1434.0,down,flat,down,E
307,BEAVER VALLEY ELEMENTARY SCHOOL,2395.0,BRUSH RE-2(J),E,,1438.0,flat,flat,flat,E
308,WELD CENTRAL SENIOR HIGH SCHOOL,3090.0,KEENESBURG RE-3(J),H,,1446.0,flat,flat,flat,H
309,CENTRAL HIGH SCHOOL,2000.0,MESA COUNTY VALLEY 51,H,,1450.0,flat,flat,flat,H
310,CENTRAL HIGH SCHOOL,2690.0,PUEBLO CITY 60,H,,1454.0,up,up,flat,H
311,AURORA CENTRAL HIGH SCHOOL,180.0,ADAMS-ARAPAHOE 28J,H,,1458.0,down,flat,flat,H
312,CENTURY ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,1470.0,flat,flat,up,E
313,CENTURY MIDDLE SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,M,,1480.0,flat,flat,down,M
314,CESAR CHAVEZ ACADEMY,2690.0,PUEBLO CITY 60,E,,1488.0,down,down,down,E
315,CESAR CHAVEZ ACADEMY,2690.0,PUEBLO CITY 60,M,,1488.0,down,down,flat,M
316,CHAMBERLIN ACADEMY,980.0,HARRISON 2,E,,1490.0,up,down,down,E
317,CHAPPELOW K-8 MAGNET SCHOOL,3120.0,GREELEY 6,E,,1500.0,flat,flat,flat,E
318,CHAPPELOW K-8 MAGNET SCHOOL,3120.0,GREELEY 6,M,,1500.0,up,flat,flat,M
319,CHAPARRAL HIGH SCHOOL,900.0,DOUGLAS COUNTY RE 1,H,,1503.0,flat,flat,flat,H
320,GOODNIGHT ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,1504.0,flat,flat,down,E
321,GOODNIGHT ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,M,,1504.0,flat,flat,down,M
322,CHALLENGE SCHOOL,130.0,CHERRY CREEK 5,E,,1510.0,flat,flat,flat,E
323,CHALLENGE SCHOOL,130.0,CHERRY CREEK 5,M,,1510.0,flat,flat,flat,M
324,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1512.0,up,flat,flat,E
325,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,900.0,DOUGLAS COUNTY RE 1,M,,1512.0,flat,up,flat,M
326,CHARLES HAY WORLD SCHOOL,120.0,ENGLEWOOD 1,E,,1514.0,flat,flat,flat,E
327,STARGATE CHARTER SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,1519.0,flat,flat,flat,E
328,STARGATE CHARTER SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,M,,1519.0,flat,flat,flat,M
329,CHATFIELD ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,1520.0,flat,flat,down,E
330,CHATFIELD HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,1522.0,down,flat,flat,H
331,CHELTENHAM ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1528.0,up,flat,up,E
332,CHERAW ELEMENTARY SCHOOL,2560.0,CHERAW 31,E,,1538.0,down,down,down,E
333,CHERAW HIGH SCHOOL,2560.0,CHERAW 31,H,,1546.0,down,up,up,H
334,CHERAW MIDDLE SCHOOL,2560.0,CHERAW 31,M,,1548.0,flat,flat,down,M
335,CHEROKEE TRAIL HIGH SCHOOL,130.0,CHERRY CREEK 5,H,,1551.0,flat,flat,flat,H
336,CHERRELYN ELEMENTARY SCHOOL,120.0,ENGLEWOOD 1,E,,1556.0,flat,up,up,E
337,CAMPUS MIDDLE SCHOOL,130.0,CHERRY CREEK 5,M,,1566.0,flat,flat,flat,M
338,WEST MIDDLE SCHOOL,130.0,CHERRY CREEK 5,M,,1568.0,flat,flat,flat,M
339,CHERRY CREEK HIGH SCHOOL,130.0,CHERRY CREEK 5,H,,1570.0,flat,flat,flat,H
340,CHERRY CREEK CHARTER ACADEMY,130.0,CHERRY CREEK 5,E,,1571.0,flat,flat,flat,E
341,CHERRY CREEK CHARTER ACADEMY,130.0,CHERRY CREEK 5,M,,1571.0,flat,up,flat,M
342,HIGH PLAINS ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,1572.0,flat,flat,flat,E
343,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,1574.0,flat,flat,flat,E
344,CHERRY VALLEY ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1578.0,down,flat,flat,E
345,NORTH STAR ACADEMY,900.0,DOUGLAS COUNTY RE 1,E,,1579.0,up,up,up,E
346,NORTH STAR ACADEMY,900.0,DOUGLAS COUNTY RE 1,M,,1579.0,flat,flat,flat,M
347,CHEYENNE MOUNTAIN CHARTER ACADEMY,1020.0,CHEYENNE MOUNTAIN 12,E,,1582.0,flat,flat,flat,E
348,CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,1020.0,CHEYENNE MOUNTAIN 12,E,,1586.0,flat,down,flat,E
349,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,1020.0,CHEYENNE MOUNTAIN 12,M,,1588.0,flat,flat,flat,M
350,CHEYENNE MOUNTAIN HIGH SCHOOL,1020.0,CHEYENNE MOUNTAIN 12,H,,1590.0,flat,flat,flat,H
351,BROADMOOR ELEMENTARY SCHOOL,1020.0,CHEYENNE MOUNTAIN 12,E,,1592.0,flat,flat,flat,E
352,SKYWAY PARK ELEMENTARY SCHOOL,1020.0,CHEYENNE MOUNTAIN 12,E,,1604.0,flat,flat,flat,E
353,CHEYENNE WELLS ELEMENTARY SCHOOL,520.0,CHEYENNE COUNTY RE-5,E,,1608.0,flat,flat,up,E
354,CHEYENNE WELLS MIDDLE SCHOOL,520.0,CHEYENNE COUNTY RE-5,M,,1610.0,flat,up,up,M
355,CHEYENNE WELLS HIGH SCHOOL,520.0,CHEYENNE COUNTY RE-5,H,,1612.0,down,flat,down,H
356,CHIPETA ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,1613.0,flat,down,down,E
357,CIMARRON ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,1614.0,flat,flat,flat,E
358,CHINOOK TRAIL ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,1615.0,up,flat,flat,E
359,CIVA CHARTER ACADEMY,1010.0,COLORADO SPRINGS 11,H,,1616.0,up,flat,up,H
360,EVANS INTERNATIONAL ELEMENTARY SCHOOL,1110.0,FALCON 49,E,,1618.0,flat,up,flat,E
361,CHIPETA ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,1619.0,up,up,up,E
362,CLARA E. METZ ELEMENTARY SCHOOL,70.0,WESTMINSTER 50,E,,1622.0,flat,flat,flat,E
363,MCAULIFFE ELEMENTARY,1010.0,COLORADO SPRINGS 11,E,,1625.0,flat,flat,down,E
364,THE CLASSICAL ACADEMY CHARTER,1040.0,ACADEMY 20,E,,1627.0,flat,flat,flat,E
365,THE CLASSICAL ACADEMY MIDDLE SCHOOL,1040.0,ACADEMY 20,M,,1629.0,flat,flat,flat,M
366,THE CLASSICAL ACADEMY HIGH SCHOOL,1040.0,ACADEMY 20,H,,1630.0,flat,flat,flat,H
367,GILPIN COUNTY ELEMENTARY SCHOOL,1330.0,GILPIN COUNTY RE-1,E,,1632.0,flat,flat,flat,E
368,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330.0,GILPIN COUNTY RE-1,H,,1634.0,up,up,flat,H
369,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330.0,GILPIN COUNTY RE-1,M,,1634.0,down,down,down,M
370,CLAYTON ELEMENTARY SCHOOL,120.0,ENGLEWOOD 1,E,,1652.0,flat,flat,up,E
371,CLEAR CREEK MIDDLE SCHOOL,540.0,CLEAR CREEK RE-1,M,,1660.0,up,flat,flat,M
372,CLIFTON ELEMENTARY SCHOOL,2000.0,MESA COUNTY VALLEY 51,E,,1686.0,up,up,up,E
373,CLYDE MILLER K-8,180.0,ADAMS-ARAPAHOE 28J,E,,1720.0,up,up,up,E
374,COAL CREEK ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,1725.0,flat,flat,flat,E
375,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,EM,1730.0,flat,flat,flat,E
376,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,EM,1730.0,down,up,flat,M
377,COLORADO VIRTUAL ACADEMY (COVA),20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,1752.0,down,down,down,E
378,COLORADO VIRTUAL ACADEMY (COVA),20.0,ADAMS 12 FIVE STAR SCHOOLS,H,,1752.0,down,flat,down,H
379,COLORADO VIRTUAL ACADEMY (COVA),20.0,ADAMS 12 FIVE STAR SCHOOLS,M,,1752.0,down,down,down,M
380,COLFAX ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1774.0,flat,up,flat,E
381,COLE ARTS AND SCIENCE ACADEMY,880.0,DENVER COUNTY 1,E,EM,1785.0,up,flat,flat,E
382,COLE ARTS AND SCIENCE ACADEMY,880.0,DENVER COUNTY 1,M,EM,1785.0,flat,flat,flat,M
383,COLLEGE VIEW ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1788.0,down,flat,down,E
384,COLOROW ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,1790.0,up,up,flat,E
385,COLORADO SPRINGS CHARTER ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,E,EM,1791.0,flat,flat,flat,E
386,COLORADO SPRINGS CHARTER ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,M,EM,1791.0,down,flat,flat,M
387,COLORADO SPRINGS EARLY COLLEGES,8001.0,CHARTER SCHOOL INSTITUTE,H,,1795.0,flat,up,flat,H
388,COLUMBIA ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,1798.0,up,up,up,E
389,COLUMBIA MIDDLE SCHOOL,180.0,ADAMS-ARAPAHOE 28J,M,,1800.0,flat,flat,up,M
390,LAS ANIMAS ELEMENTARY SCHOOL,290.0,LAS ANIMAS RE-1,E,,1812.0,up,up,up,E
391,COLUMBIAN ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1816.0,flat,flat,down,E
392,COLUMBIAN ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,1828.0,flat,flat,up,E
393,COLUMBINE ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,1842.0,up,flat,flat,E
394,COLUMBINE ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,1844.0,up,up,up,E
395,COLUMBINE ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1846.0,up,flat,flat,E
396,COLUMBINE ELEMENTARY SCHOOL,2405.0,FORT MORGAN RE-3,E,,1850.0,flat,flat,flat,E
397,COLUMBINE HILLS ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,1861.0,up,flat,flat,E
398,COLUMBINE HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,1864.0,flat,flat,flat,H
399,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,880.0,DENVER COUNTY 1,H,,1866.0,down,flat,down,H
400,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,880.0,DENVER COUNTY 1,M,,1866.0,up,down,flat,M
401,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,EMH,1869.0,flat,up,flat,E
402,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,EMH,1869.0,down,up,flat,M
403,CORONADO HIGH SCHOOL,1010.0,COLORADO SPRINGS 11,H,,1870.0,flat,flat,flat,H
404,CORE KNOWLEDGE CHARTER SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1873.0,flat,flat,flat,E
405,CORE KNOWLEDGE CHARTER SCHOOL,900.0,DOUGLAS COUNTY RE 1,M,,1873.0,flat,up,flat,M
406,FRONTIER CHARTER ACADEMY,3120.0,GREELEY 6,E,,1875.0,flat,flat,flat,E
407,FRONTIER CHARTER ACADEMY,3120.0,GREELEY 6,H,,1875.0,up,up,flat,H
408,FRONTIER CHARTER ACADEMY,3120.0,GREELEY 6,M,,1875.0,flat,flat,down,M
409,CORONADO ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,1876.0,up,up,up,E
410,CORONADO HILLS ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,1878.0,up,flat,down,E
411,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,EMH,1880.0,flat,down,flat,E
412,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,EMH,1880.0,flat,flat,flat,H
413,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,EMH,1880.0,flat,flat,flat,M
414,COMMUNITY LEADERSHIP ACADEMY,30.0,ADAMS COUNTY 14,E,,1882.0,up,up,up,E
415,COMMUNITY LEADERSHIP ACADEMY,30.0,ADAMS COUNTY 14,M,,1882.0,up,up,up,M
416,COMMUNITY MONTESSORI SCHOOL,480.0,BOULDER VALLEY RE 2,E,,1883.0,flat,flat,flat,E
417,COMMUNITY PREP CHARTER SCHOOL,1010.0,COLORADO SPRINGS 11,H,,1885.0,up,up,up,H
418,CONIFER SENIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,1886.0,down,flat,down,H
419,CORTEZ MIDDLE SCHOOL,2035.0,MONTEZUMA-CORTEZ RE-1,M,,1888.0,flat,up,up,M
420,CORRIDOR COMMUNITY ACADEMY,50.0,BENNETT 29J,E,EM,1889.0,down,down,down,E
421,COPPER MESA ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1899.0,flat,flat,flat,E
422,CORY ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1908.0,flat,up,flat,E
423,COTTON CREEK ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,1914.0,flat,flat,flat,E
424,COTTONWOOD ELEMENTARY SCHOOL,2180.0,MONTROSE COUNTY RE-1J,E,,1915.0,flat,flat,flat,E
425,COTTONWOOD CREEK ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,1916.0,flat,flat,flat,E
426,COTTONWOOD PLAINS ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,1920.0,flat,flat,down,E
427,COUGAR RUN ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1925.0,flat,up,flat,E
428,COWELL ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,1928.0,up,flat,flat,E
429,COYOTE CREEK ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,1934.0,flat,flat,flat,E
430,SANDROCK ELEMENTARY,2020.0,MOFFAT COUNTY RE:NO 1,E,,1936.0,down,down,down,E
431,COYOTE RIDGE ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,1937.0,flat,flat,down,E
432,CRAIG MIDDLE SCHOOL SCHOOL,2020.0,MOFFAT COUNTY RE:NO 1,M,,1938.0,flat,up,flat,M
433,CRAWFORD ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,1948.0,up,up,up,E
434,CRAWFORD ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),E,EM,1952.0,flat,flat,flat,E
435,CRAWFORD ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),M,EM,1952.0,up,flat,flat,M
436,LAMB ELEMENTARY SCHOOL,2010.0,CREEDE SCHOOL DISTRICT,E,,1962.0,down,down,up,E
437,CREEDE JUNIOR-SENIOR HIGH SCHOOL,2010.0,CREEDE SCHOOL DISTRICT,H,MH,1966.0,down,down,up,H
438,CREEKSIDE ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,1970.0,flat,flat,flat,E
439,CREIGHTON MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,1976.0,flat,flat,flat,M
440,CREST VIEW ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,1996.0,flat,up,up,E
441,CRESTED BUTTE COMMUNITY SCHOOL,1360.0,GUNNISON WATERSHED RE1J,E,,2006.0,up,flat,flat,E
442,CRESTED BUTTE COMMUNITY SCHOOL,1360.0,GUNNISON WATERSHED RE1J,H,,2006.0,flat,flat,down,H
443,CRESTED BUTTE COMMUNITY SCHOOL,1360.0,GUNNISON WATERSHED RE1J,M,,2006.0,flat,flat,down,M
444,CRESTHILL MIDDLE SCHOOL,900.0,DOUGLAS COUNTY RE 1,M,,2012.0,flat,flat,flat,M
445,CRESTONE CHARTER SCHOOL,2800.0,MOFFAT 2,E,EMH,2018.0,flat,down,up,E
446,CRESTONE CHARTER SCHOOL,2800.0,MOFFAT 2,M,EMH,2018.0,up,down,up,M
447,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010.0,CRIPPLE CREEK-VICTOR RE-1,H,,2024.0,up,up,flat,H
448,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010.0,CRIPPLE CREEK-VICTOR RE-1,M,,2024.0,down,down,down,M
449,POLARIS AT EBERT ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,2027.0,flat,flat,flat,E
450,CROWN POINTE CHARTER ACADEMY,70.0,WESTMINSTER 50,E,,2035.0,flat,flat,flat,E
451,CROWN POINTE CHARTER ACADEMY,70.0,WESTMINSTER 50,M,,2035.0,flat,flat,down,M
452,CROWLEY COUNTY ELEMENTARY SCHOOL,770.0,CROWLEY COUNTY RE-1-J,E,,2050.0,flat,down,down,E
453,CROWLEY COUNTY WARD MIDDLE SCHOOL,770.0,CROWLEY COUNTY RE-1-J,M,,2054.0,up,down,down,M
454,CROWLEY COUNTY HIGH SCHOOL,770.0,CROWLEY COUNTY RE-1-J,H,,2058.0,flat,flat,flat,H
455,CRYSTAL RIVER ELEMENTARY SCHOOL,1180.0,ROARING FORK RE-1,E,,2063.0,up,up,up,E
456,CUSTER COUNTY ELEMENTARY SCHOOL,860.0,CUSTER COUNTY SCHOOL DISTR,E,,2088.0,flat,flat,flat,E
457,COYOTE RIDGE ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,2089.0,up,flat,flat,E
458,CUSTER MIDDLE SCHOOL,860.0,CUSTER COUNTY SCHOOL DISTR,M,,2091.0,flat,flat,flat,M
459,CUSTER COUNTY HIGH SCHOOL,860.0,CUSTER COUNTY SCHOOL DISTR,H,,2092.0,up,up,flat,H
460,DAKOTA RIDGE SENIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,2093.0,flat,flat,flat,H
461,DAKOTA VALLEY ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,2094.0,flat,flat,flat,E
462,DALTON ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,2095.0,up,up,up,E
463,CORWIN INTERNATIONAL MAGNET SCHOOL,2690.0,PUEBLO CITY 60,E,,2096.0,flat,flat,flat,E
464,CORWIN INTERNATIONAL MAGNET SCHOOL,2690.0,PUEBLO CITY 60,M,,2096.0,flat,flat,flat,M
465,DARTMOUTH ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,2114.0,flat,up,up,E
466,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,MH,2120.0,flat,flat,flat,H
467,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,MH,2120.0,flat,flat,flat,M
