district_id,school_id,eng_yn,math_yn,read_yn,sci_yn,year,pct_remediation,est_child_poverty,est_total_child,est_total_pop,child_pov_ratio,child_adult_ratio,county,instruction_total,support_total,community_total,other_total,sum_total,instruction_per_pupil,support_per_pupil,community_per_pupil,other_per_pupil,sum_per_pupil,achievement_dir,growth_dir,overall_dir,school_grade,rank,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate,total,pct_amind,pct_asian,pct_black,pct_hisp,pct_white,pct_pi,pct_2ormore,pct_fr,district_name,school
900,2230,1.0,0.0,1.0,0.0,2010,0.191667,2236,65857,289268,0.03395235130661889,0.22766776829791058,DOUGLAS,287808328,184354717,370600,207309771,679843415, 4967 , 3182 , 6 , 3578 , 11732 ,0.0,0.0,0.0,9,96,9,9,9,7,6,6,6,6,90.1,1796,0.004454343,0.03674833,0.008351893,0.132516704,0.771714922,0.002227171,0.043986637,0.10300000000000001,DOUGLAS COUNTY RE 1,DOUGLAS COUNTY HIGH SCHOOL
900,3980,1.0,0.0,1.0,0.0,2010,0.181034,2236,65857,289268,0.03395235130661889,0.22766776829791058,DOUGLAS,287808328,184354717,370600,207309771,679843415, 4967 , 3182 , 6 , 3578 , 11732 ,1.0,1.0,1.0,12,17,11,11,11,10,10,9,7,12,93.1,1742,0.007462687,0.059701493,0.026406429,0.12858783,0.744546498,0.0,0.033295063,0.08,DOUGLAS COUNTY RE 1,HIGHLANDS RANCH HIGH SCHOOL
900,6165,1.0,1.0,1.0,0.0,2010,0.253425,2236,65857,289268,0.03395235130661889,0.22766776829791058,DOUGLAS,287808328,184354717,370600,207309771,679843415, 4967 , 3182 , 6 , 3578 , 11732 ,0.0,0.0,0.0,10,38,10,12,11,10,6,6,6,6,95.7,2036,0.002455796,0.044204322,0.012278978,0.096267191,0.808939096,0.001473477,0.034381139,0.057999999999999996,DOUGLAS COUNTY RE 1,MOUNTAIN VISTA HIGH SCHOOL
900,7118,1.0,0.0,1.0,0.0,2010,0.196154,2236,65857,289268,0.03395235130661889,0.22766776829791058,DOUGLAS,287808328,184354717,370600,207309771,679843415, 4967 , 3182 , 6 , 3578 , 11732 ,0.0,0.0,0.0,9,80,9,9,9,9,6,5,6,6,93.8,1429,0.00489853,0.013995801,0.011896431,0.095171449,0.838348495,0.00069979,0.034989503,0.087,DOUGLAS COUNTY RE 1,PONDEROSA HIGH SCHOOL
900,8847,1.0,0.0,1.0,0.0,2010,0.200935,2236,65857,289268,0.03395235130661889,0.22766776829791058,DOUGLAS,287808328,184354717,370600,207309771,679843415, 4967 , 3182 , 6 , 3578 , 11732 ,0.0,0.0,0.0,10,48,11,10,12,9,7,7,6,9,92.8,1790,0.004469274,0.034078212,0.012849162,0.120111732,0.796648045,0.001675978,0.030167598,0.065,DOUGLAS COUNTY RE 1,THUNDERRIDGE HIGH SCHOOL
910,604,0.0,0.0,0.0,0.0,2010,0.328358,899,7314,43995,0.12291495761553185,0.16624616433685646,EAGLE,36225939,30210942,446318,23303976,90187174, 6196 , 5167 , 76 , 3986 , 15425 ,1.0,0.0,0.0,6,239,6,8,6,7,6,6,5,7,81.8,737,0.013568521,0.001356852,0.004070556,0.480325645,0.489823609,0.004070556,0.006784261,0.316,EAGLE COUNTY RE 50,BATTLE MOUNTAIN HIGH SCHOOL
910,2350,1.0,0.0,0.0,0.0,2010,0.409836,899,7314,43995,0.12291495761553185,0.16624616433685646,EAGLE,36225939,30210942,446318,23303976,90187174, 6196 , 5167 , 76 , 3986 , 15425 ,0.0,0.0,1.0,6,192,7,6,7,7,3,3,4,3,91.2,711,0.007032349,0.004219409,0.00281294,0.464135021,0.509142053,0.0,0.012658228,0.295,EAGLE COUNTY RE 50,EAGLE VALLEY HIGH SCHOOL
920,2608,1.0,0.0,0.0,0.0,2010,0.371429,149,2881,14282,0.05171815341895175,0.20172244783643747,ELBERT,11846354,8653830,221590,3550094,24271868, 4494 , 3283 , 84 , 1347 , 9207 ,0.0,1.0,0.0,8,118,9,9,9,8,6,7,5,6,90.3,776,0.015463918,0.006443299,0.009020619,0.083762887,0.878865979,0.0,0.006443299,0.10800000000000001,ELIZABETH C 1,ELIZABETH HIGH SCHOOL
980,3806,0.0,0.0,0.0,0.0,2010,0.555556,4301,12513,72759,0.3437225285702869,0.17197872428153219,EL PASO,54044629,42646191,287025,50164023,147141867, 5218 , 4117 , 28 , 4843 , 14206 ,1.0,0.0,0.0,6,250,6,6,6,6,8,9,6,9,75.8,956,0.011506276,0.056485356,0.187238494,0.433054393,0.307531381,0.0,0.0041841,0.703,HARRISON 2,HARRISON HIGH SCHOOL
980,4378,1.0,1.0,1.0,0.0,2010,,4301,12513,72759,0.3437225285702869,0.17197872428153219,EL PASO,54044629,42646191,287025,50164023,147141867, 5218 , 4117 , 28 , 4843 , 14206 ,0.0,0.0,0.0,12,21,12,10,12,12,9,9,9,8,85.7,388,0.025773196,0.06443299,0.128865979,0.226804124,0.551546392,0.0,0.00257732,0.29600000000000004,HARRISON 2,JAMES IRWIN CHARTER HIGH SCHOOL
980,7882,0.0,0.0,0.0,0.0,2010,0.580247,4301,12513,72759,0.3437225285702869,0.17197872428153219,EL PASO,54044629,42646191,287025,50164023,147141867, 5218 , 4117 , 28 , 4843 , 14206 ,-1.0,0.0,-1.0,5,277,5,5,6,5,5,5,4,6,79.9,887,0.014656144,0.045095829,0.316798196,0.359639233,0.219842165,0.005636979,0.038331454,0.629,HARRISON 2,SIERRA HIGH SCHOOL
990,5841,1.0,0.0,0.0,0.0,2010,0.417476,1465,9647,46279,0.15186068207732975,0.20845307806996694,EL PASO,39516228,28157023,1241582,3812723,72727556, 4729 , 3369 , 149 , 456 , 8703 ,-1.0,0.0,0.0,6,226,6,7,6,6,6,6,6,6,86.8,1293,0.012374323,0.011600928,0.144624903,0.19025522,0.58546017,0.012374323,0.043310131,0.36,WIDEFIELD 3,MESA RIDGE HIGH SCHOOL
990,9566,1.0,0.0,0.0,0.0,2010,0.37931,1465,9647,46279,0.15186068207732975,0.20845307806996694,EL PASO,39516228,28157023,1241582,3812723,72727556, 4729 , 3369 , 149 , 456 , 8703 ,0.0,0.0,1.0,6,186,6,7,6,6,5,5,6,5,90.7,1264,0.008702532,0.011075949,0.132120253,0.231803797,0.556170886,0.007911392,0.05221519,0.321,WIDEFIELD 3,WIDEFIELD HIGH SCHOOL
1000,3110,1.0,0.0,0.0,0.0,2010,0.375839,1812,7595,31937,0.23857801184990124,0.237811942261327,EL PASO,37870779,27346307,147492,11470695,76835273, 5351 , 3864 , 21 , 1621 , 10857 ,0.0,0.0,0.0,6,221,6,6,6,6,4,6,3,5,91.1,1620,0.009259259,0.016049383,0.185185185,0.208024691,0.512345679,0.009259259,0.059876543,0.319,FOUNTAIN 8,FOUNTAIN-FORT CARSON HIGH SCHOOL
1010,1870,1.0,0.0,0.0,0.0,2010,0.227848,6681,35123,228901,0.19021723656863024,0.15344188098785064,EL PASO,161092973,108186543,1092919,47693330,318065765, 5704 , 3830 , 39 , 1689 , 11261 ,0.0,0.0,0.0,6,165,7,9,9,9,5,5,5,6,80.2,1469,0.008849558,0.01701838,0.037440436,0.204220558,0.641933288,0.004765146,0.085772634,0.336,COLORADO SPRINGS 11,CORONADO HIGH SCHOOL
1010,2202,1.0,0.0,0.0,0.0,2010,0.271111,6681,35123,228901,0.19021723656863024,0.15344188098785064,EL PASO,161092973,108186543,1092919,47693330,318065765, 5704 , 3830 , 39 , 1689 , 11261 ,0.0,0.0,0.0,7,140,9,9,9,9,6,6,6,7,81.5,2145,0.01025641,0.022377622,0.053146853,0.195804196,0.611655012,0.005128205,0.101631702,0.294,COLORADO SPRINGS 11,DOHERTY HIGH SCHOOL
1010,5948,0.0,0.0,0.0,0.0,2010,0.423077,6681,35123,228901,0.19021723656863024,0.15344188098785064,EL PASO,161092973,108186543,1092919,47693330,318065765, 5704 , 3830 , 39 , 1689 , 11261 ,1.0,0.0,0.0,6,256,6,6,6,6,6,9,5,6,73.3,1110,0.013513514,0.022522523,0.114414414,0.403603604,0.385585586,0.000900901,0.059459459,0.625,COLORADO SPRINGS 11,MITCHELL HIGH SCHOOL
1010,6680,1.0,0.0,1.0,0.0,2010,0.22549,6681,35123,228901,0.19021723656863024,0.15344188098785064,EL PASO,161092973,108186543,1092919,47693330,318065765, 5704 , 3830 , 39 , 1689 , 11261 ,-1.0,-1.0,-1.0,7,132,8,10,9,9,6,6,9,6,77.6,1975,0.018227848,0.023291139,0.061772152,0.224810127,0.594936709,0.003037975,0.073924051,0.359,COLORADO SPRINGS 11,PALMER HIGH SCHOOL
1010,9298,0.0,0.0,0.0,0.0,2010,0.426966,6681,35123,228901,0.19021723656863024,0.15344188098785064,EL PASO,161092973,108186543,1092919,47693330,318065765, 5704 , 3830 , 39 , 1689 , 11261 ,-1.0,0.0,-1.0,5,271,6,6,6,6,6,6,6,6,72.0,1007,0.013902681,0.030784508,0.110228401,0.315789474,0.444885799,0.003972195,0.080436941,0.5820000000000001,COLORADO SPRINGS 11,WASSON HIGH SCHOOL
1020,1590,1.0,1.0,1.0,0.0,2010,0.145078,264,3741,21499,0.07056936647955092,0.174008093399693,EL PASO,22570602,14167082,42775,5416241,42196700, 5083 , 3191 , 10 , 1220 , 9504 ,0.0,0.0,0.0,13,5,12,12,12,12,9,9,9,9,94.4,1342,0.004470939,0.047690015,0.022354694,0.121460507,0.785394933,0.003725782,0.01490313,0.076,CHEYENNE MOUNTAIN 12,CHEYENNE MOUNTAIN HIGH SCHOOL
1030,5468,1.0,0.0,0.0,0.0,2010,0.152542,129,1154,8286,0.11178509532062392,0.13927105961863384,EL PASO,7918041,5412704,5492,7182559,20518796, 5893 , 4028 , 4 , 5345 , 15270 ,0.0,1.0,0.0,8,114,9,8,9,8,6,6,7,6,88.7,494,0.004048583,0.006072874,0.008097166,0.097165992,0.83805668,0.0,0.046558704,0.14400000000000002,MANITOU SPRINGS 14,MANITOU SPRINGS HIGH SCHOOL
1040,76,1.0,1.0,1.0,0.0,2010,0.147368,1251,21743,98451,0.05753575863496298,0.22085098170663578,EL PASO,114948955,73502417,110779,30962350,219524501, 5252 , 3358 , 5 , 1415 , 10029 ,0.0,0.0,0.0,11,35,12,12,12,12,8,7,9,7,93.0,1359,0.004415011,0.02281089,0.022075055,0.099337748,0.802060338,0.005150846,0.04415011,0.078,ACADEMY 20,AIR ACADEMY HIGH SCHOOL
1040,5126,1.0,0.0,0.0,0.0,2010,0.253012,1251,21743,98451,0.05753575863496298,0.22085098170663578,EL PASO,114948955,73502417,110779,30962350,219524501, 5252 , 3358 , 5 , 1415 , 10029 ,0.0,0.0,-1.0,9,93,9,9,9,10,6,6,6,7,91.7,1532,0.005221932,0.02154047,0.026109661,0.139033943,0.757180157,0.003263708,0.047650131,0.091,ACADEMY 20,LIBERTY HIGH SCHOOL
1040,6937,1.0,0.0,0.0,0.0,2010,0.187166,1251,21743,98451,0.05753575863496298,0.22085098170663578,EL PASO,114948955,73502417,110779,30962350,219524501, 5252 , 3358 , 5 , 1415 , 10029 ,0.0,0.0,0.0,10,42,12,11,12,12,8,8,6,9,94.1,1409,0.008516678,0.036195884,0.022711143,0.105039035,0.79418027,0.005677786,0.027679205,0.05,ACADEMY 20,PINE CREEK HIGH SCHOOL
1040,7240,1.0,0.0,1.0,0.0,2010,0.149038,1251,21743,98451,0.05753575863496298,0.22085098170663578,EL PASO,114948955,73502417,110779,30962350,219524501, 5252 , 3358 , 5 , 1415 , 10029 ,0.0,0.0,0.0,9,69,9,10,10,9,6,6,6,6,93.0,1584,0.006313131,0.0625,0.039141414,0.13510101,0.701388889,0.001893939,0.053661616,0.11699999999999999,ACADEMY 20,RAMPART HIGH SCHOOL
1060,6902,1.0,0.0,0.0,0.0,2010,0.470588,186,888,4063,0.20945945945945946,0.21855771597341866,EL PASO,2901835,2485926,0,629396,6017158, 4368 , 3742 , 0 , 947 , 9057 ,0.0,0.0,0.0,12,25,8,7,9,9,11,12,9,10,96.7,326,0.024539877,0.003067485,0.006134969,0.067484663,0.898773006,0.0,0.0,0.239,PEYTON 23 JT,PEYTON JUNIOR/SENIOR HIGH SCHOOL
1080,5100,1.0,1.0,1.0,0.0,2010,0.109756,386,6687,28982,0.05772394197697024,0.2307294182596094,EL PASO,25630125,21124864,256360,11822654,58834002, 4549 , 3750 , 46 , 2098 , 10443 ,0.0,0.0,0.0,10,45,10,12,11,11,6,5,6,6,95.0,910,0.002197802,0.025274725,0.012087912,0.068131868,0.847252747,0.0,0.045054945,0.057999999999999996,LEWIS PALMER 38,LEWIS-PALMER HIGH SCHOOL
1110,2908,1.0,0.0,0.0,0.0,2010,0.29661,1442,16636,74053,0.08667949026208223,0.2246499129002201,EL PASO,59459096,48404997,13822,18873666,126751580, 4239 , 3451 , 1 , 1345 , 9036 ,0.0,0.0,0.0,7,151,8,8,8,7,6,5,6,6,84.7,1298,0.010785824,0.020030817,0.05624037,0.121725732,0.765793529,0.002311248,0.023112481,0.125,FALCON 49,FALCON HIGH SCHOOL
1110,7613,1.0,0.0,0.0,0.0,2010,0.333333,1442,16636,74053,0.08667949026208223,0.2246499129002201,EL PASO,59459096,48404997,13822,18873666,126751580, 4239 , 3451 , 1 , 1345 , 9036 ,0.0,0.0,0.0,6,192,7,7,6,6,7,6,7,9,80.8,1162,0.013769363,0.072289157,0.124784854,0.21686747,0.555938038,0.000860585,0.015490534,0.24100000000000002,FALCON 49,SAND CREEK HIGH SCHOOL
1140,1266,1.0,0.0,0.0,0.0,2010,0.337079,823,3945,27608,0.20861850443599492,0.14289336424224863,FREMONT,17962021,12674685,216931,2708711,33562348, 4721 , 3331 , 57 , 712 , 8822 ,0.0,0.0,0.0,5,274,6,7,6,7,3,4,5,3,81.2,1090,0.005504587,0.00733945,0.005504587,0.130275229,0.826605505,0.003669725,0.021100917,0.418,CANON CITY RE 1,CANON CITY HIGH SCHOOL
1150,3002,1.0,0.0,0.0,0.0,2010,0.545455,341,1899,16891,0.17956819378620326,0.11242673613166775,FREMONT,7606216,6000356,53636,1936295,15596503, 4580 , 3613 , 32 , 1166 , 9392 ,0.0,0.0,1.0,8,122,6,6,6,6,9,8,9,9,90.4,498,0.010040161,0.002008032,0.012048193,0.12248996,0.815261044,0.002008032,0.036144578,0.402,FREMONT RE 2,FLORENCE HIGH SCHOOL
1180,570,1.0,0.0,0.0,0.0,2010,0.327273,777,6410,37535,0.12121684867394696,0.17077394431863593,GARFIELD,30316806,16946356,0,9955959,57219121, 5909 , 3303 , 0 , 1941 , 11153 ,-1.0,0.0,0.0,6,169,6,7,6,6,7,6,11,6,86.6,437,0.00228833,0.013729977,0.0,0.52402746,0.418764302,0.0,0.041189931,0.38,ROARING FORK RE 1,BASALT HIGH SCHOOL
1180,3468,1.0,0.0,0.0,0.0,2010,0.298507,777,6410,37535,0.12121684867394696,0.17077394431863593,GARFIELD,30316806,16946356,0,9955959,57219121, 5909 , 3303 , 0 , 1941 , 11153 ,1.0,1.0,0.0,10,51,7,9,8,8,12,11,12,10,84.3,768,0.010416667,0.010416667,0.0,0.404947917,0.540364583,0.0,0.033854167,0.163,ROARING FORK RE 1,GLENWOOD SPRINGS HIGH SCHOOL
1180,7422,1.0,0.0,0.0,0.0,2010,0.166667,777,6410,37535,0.12121684867394696,0.17077394431863593,GARFIELD,30316806,16946356,0,9955959,57219121, 5909 , 3303 , 0 , 1941 , 11153 ,-1.0,0.0,0.0,6,226,6,6,6,6,8,9,6,8,71.3,304,0.003289474,0.006578947,0.003289474,0.595394737,0.348684211,0.006578947,0.036184211,0.451,ROARING FORK RE 1,ROARING FORK HIGH SCHOOL
1195,7360,1.0,0.0,0.0,0.0,2010,0.52381,515,5194,24898,0.09915286869464766,0.20861113342437143,GARFIELD,23068475,17703852,19496,24546883,65338706, 4802 , 3685 , 4 , 5110 , 13602 ,0.0,0.0,0.0,6,226,6,6,6,6,7,6,6,9,76.0,630,0.00952381,0.0,0.003174603,0.428571429,0.536507937,0.00952381,0.012698413,0.39,GARFIELD RE 2,RIFLE HIGH SCHOOL
1350,5864,1.0,0.0,1.0,0.0,2010,0.2,229,1624,11939,0.14100985221674878,0.1360247926962057,GRAND,7272497,5708451,6348,3339793,16327089, 5466 , 4291 , 5 , 2510 , 12272 ,0.0,1.0,0.0,6,208,6,9,6,8,5,3,9,1,95.8,348,0.00862069,0.014367816,0.005747126,0.068965517,0.893678161,0.002873563,0.005747126,0.126,EAST GRAND 2,MIDDLE PARK HIGH SCHOOL
1360,3694,1.0,0.0,0.0,0.0,2010,0.26087,273,2000,15248,0.1365,0.1311647429171039,GUNNISON,9412766,6288162,24,15273205,30974157, 5439 , 3634 , 0 , 8825 , 17898 ,0.0,0.0,0.0,6,174,6,7,6,7,6,5,7,6,87.1,332,0.003012048,0.003012048,0.0,0.141566265,0.843373494,0.0,0.009036145,0.13,GUNNISON WATERSHED RE 1J,GUNNISON HIGH SCHOOL
1390,9212,0.0,0.0,0.0,0.0,2010,,240,744,5368,0.3225806451612903,0.13859910581222057,HUERFANO,3050360,2714652,0,520259,6285272, 5177 , 4607 , 0 , 883 , 10667 ,1.0,0.0,0.0,3,314,5,5,5,6,6,6,6,5,72.8,146,0.02739726,0.0,0.006849315,0.623287671,0.335616438,0.0,0.006849315,0.7120000000000001,HUERFANO RE 1,JOHN MALL JUNIOR-SENIOR HIGH SCHOOL
1420,33,0.0,0.0,0.0,0.0,2010,0.545455,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,1.0,-1.0,-1.0,3,331,5,5,6,4,5,6,3,6,43.9,377,0.01061008,0.013262599,0.015915119,0.25729443,0.681697613,0.00265252,0.018567639,0.408,JEFFERSON COUNTY R 1,MC LAIN HIGH SCHOOL
1420,108,0.0,0.0,0.0,0.0,2010,0.5,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,2,315,3,5,4,3,3,5,3,6,73.5,739,0.02300406,0.067658999,0.027063599,0.648173207,0.216508796,0.01082544,0.0067659,0.731,JEFFERSON COUNTY R 1,ALAMEDA HIGH SCHOOL
1420,370,0.0,0.0,0.0,0.0,2010,0.566038,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,-1.0,0.0,-1.0,6,259,5,6,6,6,7,6,7,7,77.0,1039,0.018286814,0.050048123,0.014436959,0.350336862,0.547641963,0.001924928,0.01732435,0.586,JEFFERSON COUNTY R 1,ARVADA HIGH SCHOOL
1420,378,1.0,0.0,0.0,0.0,2010,0.327189,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,-1.0,0.0,-1.0,7,140,6,8,7,7,5,5,6,5,85.3,1726,0.004634994,0.0202781,0.009269988,0.165701043,0.777520278,0.001158749,0.021436848,0.26899999999999996,JEFFERSON COUNTY R 1,ARVADA WEST HIGH SCHOOL
1420,664,1.0,0.0,0.0,0.0,2010,0.222222,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,8,121,7,9,8,7,6,6,6,5,90.7,1893,0.011621764,0.05493925,0.014791337,0.299524564,0.58901215,0.001056524,0.029054411,0.306,JEFFERSON COUNTY R 1,BEAR CREEK HIGH SCHOOL
1420,1522,1.0,0.0,1.0,0.0,2010,0.240678,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,-1.0,0.0,0.0,8,119,9,11,9,9,6,3,7,5,89.1,1924,0.003118503,0.019230769,0.008316008,0.090956341,0.851351351,0.001039501,0.025987526,0.10400000000000001,JEFFERSON COUNTY R 1,CHATFIELD HIGH SCHOOL
1420,1864,1.0,0.0,0.0,0.0,2010,0.274131,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,7,138,9,9,9,8,6,6,6,6,87.4,1622,0.009864365,0.032059186,0.008631319,0.175709001,0.74352651,0.002466091,0.027743527,0.183,JEFFERSON COUNTY R 1,COLUMBINE HIGH SCHOOL
1420,1886,1.0,0.0,1.0,0.0,2010,0.146552,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,-1.0,0.0,-1.0,9,65,11,12,11,11,7,7,6,7,89.2,914,0.004376368,0.010940919,0.003282276,0.06345733,0.901531729,0.001094092,0.015317287,0.109,JEFFERSON COUNTY R 1,CONIFER SENIOR HIGH SCHOOL
1420,2093,1.0,0.0,1.0,0.0,2010,0.206573,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,7,160,9,10,9,9,6,6,6,5,85.3,1504,0.007978723,0.025930851,0.012632979,0.136303191,0.798537234,0.001329787,0.017287234,0.142,JEFFERSON COUNTY R 1,DAKOTA RIDGE SENIOR HIGH SCHOOL
1420,2120,1.0,1.0,1.0,1.0,2010,0.0,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,12,27,13,13,13,13,9,9,10,7,98.6,1022,0.004892368,0.057729941,0.004892368,0.098825832,0.810176125,0.000978474,0.022504892,0.057,JEFFERSON COUNTY R 1,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL
1420,2836,1.0,1.0,1.0,0.0,2010,0.145695,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,1.0,0.0,0.0,12,14,12,13,12,12,9,6,9,9,93.9,971,0.003089598,0.009268795,0.003089598,0.044284243,0.923789907,0.0,0.016477858,0.114,JEFFERSON COUNTY R 1,EVERGREEN HIGH SCHOOL
1420,3502,1.0,0.0,1.0,0.0,2010,0.253333,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,9,105,9,10,9,9,6,6,9,6,82.5,1276,0.004702194,0.024294671,0.00862069,0.089341693,0.851097179,0.003134796,0.018808777,0.19699999999999998,JEFFERSON COUNTY R 1,GOLDEN HIGH SCHOOL
1420,3628,1.0,0.0,1.0,0.0,2010,0.20202,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,1.0,1.0,10,42,9,9,9,9,9,7,8,9,92.7,1251,0.009592326,0.032773781,0.008792966,0.163069544,0.759392486,0.0,0.026378897,0.185,JEFFERSON COUNTY R 1,GREEN MOUNTAIN HIGH SCHOOL
1420,4410,1.0,1.0,1.0,0.0,2010,0.310345,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,13,7,12,9,12,12,12,10,10,12,90.9,316,0.006329114,0.018987342,0.015822785,0.174050633,0.753164557,0.003164557,0.028481013,0.114,JEFFERSON COUNTY R 1,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL
1420,4942,1.0,0.0,1.0,0.0,2010,0.194313,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,8,117,9,11,9,9,6,6,6,6,82.1,2007,0.013452915,0.041853513,0.019431988,0.24165421,0.639262581,0.004982561,0.039362232,0.27899999999999997,JEFFERSON COUNTY R 1,LAKEWOOD HIGH SCHOOL
1420,7114,1.0,0.0,0.0,0.0,2010,0.289855,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,9,69,8,9,9,7,10,9,10,9,88.0,1549,0.009038089,0.023886378,0.0174306,0.21045836,0.706262105,0.003227889,0.029696578,0.29,JEFFERSON COUNTY R 1,POMONA HIGH SCHOOL
1420,7239,1.0,0.0,1.0,0.0,2010,0.203319,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,12,18,12,13,12,12,9,7,12,7,91.6,1666,0.004201681,0.021008403,0.006602641,0.101440576,0.837334934,0.00120048,0.028211285,0.079,JEFFERSON COUNTY R 1,RALSTON VALLEY SENIOR HIGH SCHOOL
1420,8209,1.0,0.0,1.0,0.0,2010,0.315556,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,9,69,8,9,9,8,9,6,9,9,88.7,1479,0.007437458,0.070993915,0.012846518,0.202163624,0.665990534,0.00270453,0.037863421,0.223,JEFFERSON COUNTY R 1,STANDLEY LAKE HIGH SCHOOL
1420,9510,1.0,0.0,0.0,0.0,2010,0.258993,9121,88970,538434,0.10251770259638081,0.16523845076648205,JEFFERSON,454936511,300391391,200277,136328752,891856933, 5603 , 3700 , 2 , 1679 , 10985 ,0.0,0.0,0.0,5,206,6,8,6,6,7,6,9,7,79.0,1321,0.005299016,0.009084027,0.010598032,0.278576836,0.666919001,0.001514005,0.028009084,0.375,JEFFERSON COUNTY R 1,WHEAT RIDGE HIGH SCHOOL
1520,2318,1.0,0.0,0.0,0.0,2010,0.283688,687,5204,38053,0.13201383551114526,0.13675662891230653,LA PLATA,23171208,16241279,166236,38246828,77825551, 5142 , 3604 , 37 , 8487 , 17269 ,-1.0,0.0,0.0,6,188,7,9,7,9,4,1,7,3,82.2,1360,0.057352941,0.015441176,0.007352941,0.155882353,0.761029412,0.000735294,0.002205882,0.205,DURANGO 9 R,DURANGO HIGH SCHOOL
1530,640,1.0,0.0,0.0,0.0,2010,0.309524,121,1481,8472,0.08170155300472653,0.17481114258734656,LA PLATA,6276421,5090927,0,1519012,12886360, 4697 , 3809 , 0 , 1137 , 9643 ,-1.0,0.0,0.0,9,94,8,7,8,8,6,5,9,6,96.1,422,0.047393365,0.004739336,0.0,0.085308057,0.831753555,0.0,0.030805687,0.171,BAYFIELD R 10 JT,BAYFIELD HIGH SCHOOL
1550,3046,1.0,0.0,0.0,0.0,2010,0.254237,3184,27169,185269,0.11719238838381979,0.14664622791724466,LARIMER,131660692,97631552,483298,33289706,263065248, 5164 , 3829 , 19 , 1306 , 10318 ,0.0,0.0,0.0,6,223,7,9,8,8,3,2,5,3,87.5,1669,0.004194128,0.02576393,0.026962253,0.223487118,0.703415219,0.002995806,0.013181546,0.271,POUDRE R 1,FORT COLLINS HIGH SCHOOL
