% ,All Funds,,44.4 ,36.0 ,0.0 ,19.6 ,100.0 
,,,,,,,
,LA PLATA,IGNACIO 11 JT,,,,,
$ ,Amount,,"5,057,006","4,494,904",496,"1,913,360","11,465,765"
$ ,Per Pupil,770.2 ," 6,566 "," 5,836 ", 1 ," 2,484 "," 14,887 "
% ,All Funds,,44.1 ,39.2 ,0.0 ,16.7 ,100.0 
,,,,,,,
,LARIMER,POUDRE R-1,,,,,
$ ,Amount,,"136,165,012","110,123,060","474,289","57,170,841","303,933,202"
$ ,Per Pupil,"26,012.7 "," 5,235 "," 4,233 ", 18 ," 2,198 "," 11,684 "
% ,All Funds,,44.8 ,36.2 ,0.2 ,18.8 ,100.0 
,,,,,,,
,LARIMER,THOMPSON R-2J,,,,,
$ ,Amount,,"72,582,278","57,124,467","1,271,536","112,663,428","243,641,709"
$ ,Per Pupil,"14,672.9 "," 4,947 "," 3,893 ", 87 ," 7,678 "," 16,605 "
% ,All Funds,,29.8 ,23.4 ,0.5 ,46.2 ,100.0 
,,,,,,,
,LARIMER,PARK (ESTES PARK) R-3,,,,,
$ ,Amount,,"6,470,362","5,226,162",0,"10,935,304","22,631,828"
$ ,Per Pupil,"1,126.2 "," 5,745 "," 4,641 ", 0 ," 9,710 "," 20,096 "
% ,All Funds,,28.6 ,23.1 ,0.0 ,48.3 ,100.0 
,,,,,,,
,LAS ANIMAS,TRINIDAD 1,,,,,
$ ,Amount,,"6,885,216","5,774,670","1,788","533,950","13,195,623"
$ ,Per Pupil,"1,435.8 "," 4,795 "," 4,022 ", 1 , 372 ," 9,190 "
% ,All Funds,,52.2 ,43.8 ,0.0 ,4.0 ,100.0 
,,,,,,,
,LAS ANIMAS,PRIMERO REORGANIZED 2,,,,,
$ ,Amount,,"1,453,629","1,524,788",0,"1,372,821","4,351,238"
$ ,Per Pupil,198.3 ," 7,330 "," 7,689 ", 0 ," 6,923 "," 21,943 "
% ,All Funds,,33.4 ,35.0 ,0.0 ,31.6 ,100.0 
,,,,,,,
,LAS ANIMAS,HOEHNE REORGANIZED 3,,,,,
$ ,Amount,,"1,332,956","1,407,758",0,"288,931","3,029,645"
$ ,Per Pupil,337.6 ," 3,948 "," 4,170 ", 0 , 856 ," 8,974 "
% ,All Funds,,44.0 ,46.5 ,0.0 ,9.5 ,100.0 
,,,,,,,
,LAS ANIMAS,AGUILAR REORGANIZED 6,,,,,
$ ,Amount,,"1,022,003","971,991",0,"85,148","2,079,142"
$ ,Per Pupil,110.7 ," 9,232 "," 8,780 ", 0 , 769 ," 18,782 "
% ,All Funds,,49.2 ,46.7 ,0.0 ,4.1 ,100.0 
,,,,,,,
,LAS ANIMAS,BRANSON REORGANIZED 82,,,,,
$ ,Amount,,"1,894,160","1,121,924","9,102",0,"3,025,186"
$ ,Per Pupil,433.6 ," 4,368 "," 2,587 ", 21 , 0 ," 6,977 "
% ,All Funds,,62.6 ,37.1 ,0.3 ,0.0 ,100.0 
,,,,,,,
,LAS ANIMAS,KIM REORGANIZED 88,,,,,
$ ,Amount,,"523,570","625,783",0,0,"1,149,352"
$ ,Per Pupil,55.5 ," 9,434 "," 11,275 ", 0 , 0 ," 20,709 "
% ,All Funds,,45.6 ,54.4 ,0.0 ,0.0 ,100.0 
,,,,,,,
,LINCOLN,GENOA-HUGO C-113,,,,,
$ ,Amount,,"1,274,156","925,712",0,"128,678","2,328,546"
$ ,Per Pupil,167.1 ," 7,625 "," 5,540 ", 0 , 770 ," 13,935 "
% ,All Funds,,54.7 ,39.8 ,0.0 ,5.5 ,100.0 
,,,,,,,
,LINCOLN,LIMON RE-4J,,,,,
$ ,Amount,,"2,356,132","1,531,066",321,"256,916","4,144,434"
$ ,Per Pupil,451.5 ," 5,218 "," 3,391 ", 1 , 569 ," 9,179 "
% ,All Funds,,56.9 ,36.9 ,0.0 ,6.2 ,100.0 
,,,,,,,
,LINCOLN,KARVAL RE-23,,,,,
$ ,Amount,,"1,014,434","924,198",0,0,"1,938,632"
$ ,Per Pupil,199.9 ," 5,075 "," 4,623 ", 0 , 0 ," 9,698 "
% ,All Funds,,52.3 ,47.7 ,0.0 ,0.0 ,100.0 
,,,,,,,
,LOGAN,VALLEY RE-1,,,,,
$ ,Amount,,"11,715,436","7,949,587","57,923","12,074,093","31,797,039"
$ ,Per Pupil,"2,300.6 "," 5,092 "," 3,455 ", 25 ," 5,248 "," 13,821 "
% ,All Funds,,36.8 ,25.0 ,0.2 ,38.0 ,100.0 
,,,,,,,
,LOGAN,FRENCHMAN RE-3,,,,,
$ ,Amount,,"1,438,512","842,803",0,"40,889","2,322,204"
$ ,Per Pupil,180.0 ," 7,992 "," 4,682 ", 0 , 227 ," 12,901 "
% ,All Funds,,61.9 ,36.3 ,0.0 ,1.8 ,100.0 
,,,,,,,
,LOGAN,BUFFALO RE-4,,,,,
$ ,Amount,,"1,824,249","1,289,719",0,"158,317","3,272,285"
$ ,Per Pupil,308.0 ," 5,923 "," 4,187 ", 0 , 514 ," 10,624 "
% ,All Funds,,55.7 ,39.4 ,0.0 ,4.8 ,100.0 
,,,,,,,
,LOGAN,PLATEAU RE-5,,,,,
$ ,Amount,,"1,434,456","1,065,607",0,"1,256,041","3,756,105"
$ ,Per Pupil,172.0 ," 8,340 "," 6,195 ", 0 ," 7,303 "," 21,838 "
% ,All Funds,,38.2 ,28.4 ,0.0 ,33.4 ,100.0 
,,,,,,,
,MESA,DE BEQUE 49JT,,,,,
$ ,Amount,,"973,758","767,416",0,"268,083","2,009,257"
$ ,Per Pupil,124.9 ," 7,796 "," 6,144 ", 0 ," 2,146 "," 16,087 "
% ,All Funds,,48.5 ,38.2 ,0.0 ,13.3 ,100.0 
,,,,,,,
,MESA,PLATEAU VALLEY 50,,,,,
$ ,Amount,,"2,175,177","1,578,288",0,"3,098,662","6,852,126"
$ ,Per Pupil,462.8 ," 4,700 "," 3,410 ", 0 ," 6,695 "," 14,806 "
% ,All Funds,,31.7 ,23.0 ,0.0 ,45.2 ,100.0 
,,,,,,,
,MESA,MESA COUNTY VALLEY 51,,,,,
$ ,Amount,,"104,127,883","63,213,991","349,433","104,737,817","272,429,124"
$ ,Per Pupil,"20,964.9 "," 4,967 "," 3,015 ", 17 ," 4,996 "," 12,995 "
% ,All Funds,,38.2 ,23.2 ,0.1 ,38.4 ,100.0 
,,,,,,,
,MINERAL,CREEDE CONSOLIDATED 1,,,,,
$ ,Amount,,"890,961","661,968",0,"101,920","1,654,849"
$ ,Per Pupil,97.7 ," 9,119 "," 6,776 ", 0 ," 1,043 "," 16,938 "
% ,All Funds,,53.8 ,40.0 ,0.0 ,6.2 ,100.0 
,,,,,,,
,MOFFAT,MOFFAT COUNTY RE:NO 1,,,,,
$ ,Amount,,"12,551,427","9,996,576",0,"2,730,212","25,278,215"
$ ,Per Pupil,"2,224.8 "," 5,642 "," 4,493 ", 0 ," 1,227 "," 11,362 "
% ,All Funds,,49.7 ,39.5 ,0.0 ,10.8 ,100.0 
,,,,,,,
,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,,,,,
$ ,Amount,,"13,210,044","11,424,213",500,"550,905","25,185,661"
$ ,Per Pupil,"2,824.0 "," 4,678 "," 4,045 ", 0 , 195 ," 8,918 "
% ,All Funds,,52.5 ,45.4 ,0.0 ,2.2 ,100.0 
,,,,,,,
,MONTEZUMA,DOLORES RE-4A,,,,,
$ ,Amount,,"3,463,090","2,255,107",0,"325,857","6,044,054"
$ ,Per Pupil,665.1 ," 5,207 "," 3,391 ", 0 , 490 ," 9,087 "
% ,All Funds,,57.3 ,37.3 ,0.0 ,5.4 ,100.0 
,,,,,,,
,MONTEZUMA,MANCOS RE-6,,,,,
$ ,Amount,,"1,986,889","1,714,469",0,"212,983","3,914,340"
$ ,Per Pupil,367.3 ," 5,409 "," 4,668 ", 0 , 580 ," 10,657 "
% ,All Funds,,50.8 ,43.8 ,0.0 ,5.4 ,100.0 
,,,,,,,
,MONTROSE,MONTROSE COUNTY RE-1J,,,,,
$ ,Amount,,"26,814,951","17,652,957","568,347","12,744,952","57,781,207"
$ ,Per Pupil,"6,029.0 "," 4,448 "," 2,928 ", 94 ," 2,114 "," 9,584 "
% ,All Funds,,46.4 ,30.6 ,1.0 ,22.1 ,100.0 
,,,,,,,
,MONTROSE,WEST END RE-2,,,,,
$ ,Amount,,"1,652,887","1,892,376",0,"130,095","3,675,358"
$ ,Per Pupil,311.5 ," 5,306 "," 6,075 ", 0 , 418 ," 11,799 "
% ,All Funds,,45.0 ,51.5 ,0.0 ,3.5 ,100.0 
,,,,,,,
,MORGAN,BRUSH RE-2(J),,,,,
$ ,Amount,,"7,227,887","4,728,194",0,"7,105,098","19,061,178"
$ ,Per Pupil,"1,428.3 "," 5,060 "," 3,310 ", 0 ," 4,975 "," 13,345 "
% ,All Funds,,37.9 ,24.8 ,0.0 ,37.3 ,100.0 
,,,,,,,
,MORGAN,FORT MORGAN RE-3,,,,,
$ ,Amount,,"13,787,371","12,221,315","319,995","9,685,653","36,014,333"
$ ,Per Pupil,"2,990.4 "," 4,611 "," 4,087 ", 107 ," 3,239 "," 12,043 "
% ,All Funds,,38.3 ,33.9 ,0.9 ,26.9 ,100.0 
,,,,,,,
,MORGAN,WELDON VALLEY RE-20(J),,,,,
$ ,Amount,,"1,429,339","872,574","23,879","92,926","2,418,718"
$ ,Per Pupil,200.1 ," 7,143 "," 4,361 ", 119 , 464 ," 12,088 "
% ,All Funds,,59.1 ,36.1 ,1.0 ,3.8 ,100.0 
,,,,,,,
,MORGAN,WIGGINS RE-50(J),,,,,
$ ,Amount,,"2,659,825","1,916,797",0,"425,065","5,001,688"
$ ,Per Pupil,497.3 ," 5,349 "," 3,854 ", 0 , 855 ," 10,058 "
% ,All Funds,,53.2 ,38.3 ,0.0 ,8.5 ,100.0 
,,,,,,,
,OTERO,EAST OTERO R-1,,,,,
$ ,Amount,,"7,172,621","5,065,814","176,609","1,320,546","13,735,590"
$ ,Per Pupil,"1,330.5 "," 5,391 "," 3,807 ", 133 , 993 ," 10,324 "
% ,All Funds,,52.2 ,36.9 ,1.3 ,9.6 ,100.0 
,,,,,,,
,OTERO,ROCKY FORD R-2,,,,,
$ ,Amount,,"4,441,660","3,408,219","28,406","6,000","7,884,286"
$ ,Per Pupil,825.9 ," 5,378 "," 4,127 ", 34 , 7 ," 9,546 "
% ,All Funds,,56.3 ,43.2 ,0.4 ,0.1 ,100.0 
,,,,,,,
,OTERO,MANZANOLA 3J,,,,,
$ ,Amount,,"1,088,937","1,284,968","3,064","37,068","2,414,036"
$ ,Per Pupil,174.9 ," 6,226 "," 7,347 ", 18 , 212 ," 13,802 "
% ,All Funds,,45.1 ,53.2 ,0.1 ,1.5 ,100.0 
,,,,,,,
,OTERO,FOWLER R-4J,,,,,
$ ,Amount,,"2,436,223","1,405,598",0,"1,551,660","5,393,481"
$ ,Per Pupil,411.1 ," 5,926 "," 3,419 ", 0 ," 3,774 "," 13,120 "
% ,All Funds,,45.2 ,26.1 ,0.0 ,28.8 ,100.0 
,,,,,,,
,OTERO,CHERAW 31,,,,,
$ ,Amount,,"1,413,383","1,026,490","63,602","105,184","2,608,659"
$ ,Per Pupil,199.0 ," 7,102 "," 5,158 ", 320 , 529 ," 13,109 "
% ,All Funds,,54.2 ,39.3 ,2.4 ,4.0 ,100.0 
,,,,,,,
,OTERO,SWINK 33,,,,,
$ ,Amount,,"2,104,824","1,482,952",0,"657,561","4,245,336"
$ ,Per Pupil,360.6 ," 5,837 "," 4,112 ", 0 ," 1,824 "," 11,773 "
% ,All Funds,,49.6 ,34.9 ,0.0 ,15.5 ,100.0 
,,,,,,,
,OURAY,OURAY R-1,,,,,
$ ,Amount,,"1,748,957","1,083,213",0,"218,071","3,050,241"
$ ,Per Pupil,214.3 ," 8,161 "," 5,055 ", 0 ," 1,018 "," 14,234 "
% ,All Funds,,57.3 ,35.5 ,0.0 ,7.1 ,100.0 
,,,,,,,
,OURAY,RIDGWAY R-2,,,,,
$ ,Amount,,"2,235,403","1,754,259","4,000","6,523,079","10,516,742"
$ ,Per Pupil,333.6 ," 6,701 "," 5,259 ", 12 ," 19,554 "," 31,525 "
% ,All Funds,,21.3 ,16.7 ,0.0 ,62.0 ,100.0 
,,,,,,,
,PARK,PLATTE CANYON 1,,,,,
$ ,Amount,,"5,358,099","4,559,976","153,334","931,594","11,003,003"
$ ,Per Pupil,"1,115.5 "," 4,803 "," 4,088 ", 137 , 835 ," 9,864 "
% ,All Funds,,48.7 ,41.4 ,1.4 ,8.5 ,100.0 
,,,,,,,
,PARK,PARK COUNTY RE-2,,,,,
$ ,Amount,,"4,183,166","2,808,904","5,306","25,055,432","32,052,809"
$ ,Per Pupil,520.3 ," 8,040 "," 5,399 ", 10 ," 48,156 "," 61,604 "
% ,All Funds,,13.1 ,8.8 ,0.0 ,78.2 ,100.0 
,,,,,,,
,PHILLIPS,HOLYOKE RE-1J,,,,,
$ ,Amount,,"3,489,309","1,859,909",0,"1,988,099","7,337,318"
$ ,Per Pupil,592.2 ," 5,892 "," 3,141 ", 0 ," 3,357 "," 12,390 "
% ,All Funds,,47.6 ,25.3 ,0.0 ,27.1 ,100.0 
,,,,,,,
,PHILLIPS,HAXTUN RE-2J,,,,,
$ ,Amount,,"2,033,549","1,081,620",0,"3,200","3,118,370"
$ ,Per Pupil,290.2 ," 7,007 "," 3,727 ", 0 , 11 ," 10,746 "
% ,All Funds,,65.2 ,34.7 ,0.0 ,0.1 ,100.0 
,,,,,,,
,PITKIN,ASPEN 1,,,,,
$ ,Amount,,"17,564,164","7,016,840",0,"31,442,188","56,023,193"
$ ,Per Pupil,"1,645.8 "," 10,672 "," 4,263 ", 0 ," 19,105 "," 34,040 "
% ,All Funds,,31.4 ,12.5 ,0.0 ,56.1 ,100.0 
,,,,,,,
,PROWERS,GRANADA RE-1,,,,,
$ ,Amount,,"1,682,334","1,311,191",0,0,"2,993,525"
$ ,Per Pupil,227.2 ," 7,405 "," 5,771 ", 0 , 0 ," 13,176 "
% ,All Funds,,56.2 ,43.8 ,0.0 ,0.0 ,100.0 
,,,,,,,
,PROWERS,LAMAR RE-2,,,,,
$ ,Amount,,"7,629,648","4,136,047","132,665","3,510,698","15,409,058"
$ ,Per Pupil,"1,576.9 "," 4,838 "," 2,623 ", 84 ," 2,226 "," 9,772 "
% ,All Funds,,49.5 ,26.8 ,0.9 ,22.8 ,100.0 
,,,,,,,
,PROWERS,HOLLY RE-3,,,,,
$ ,Amount,,"1,633,434","1,095,248","18,551","6,045,034","8,792,267"
$ ,Per Pupil,272.7 ," 5,990 "," 4,016 ", 68 ," 22,167 "," 32,242 "
% ,All Funds,,18.6 ,12.5 ,0.2 ,68.8 ,100.0 
,,,,,,,
,PROWERS,WILEY RE-13 JT,,,,,
$ ,Amount,,"1,406,653","911,564",0,"82,893","2,401,110"
$ ,Per Pupil,226.9 ," 6,199 "," 4,017 ", 0 , 365 ," 10,582 "
% ,All Funds,,58.6 ,38.0 ,0.0 ,3.5 ,100.0 
,,,,,,,
,PUEBLO,PUEBLO CITY 60,,,,,
$ ,Amount,,"82,440,918","67,282,294","289,546","9,587,931","159,600,689"
$ ,Per Pupil,"16,973.3 "," 4,857 "," 3,964 ", 17 , 565 ," 9,403 "
% ,All Funds,,51.7 ,42.2 ,0.2 ,6.0 ,100.0 
,,,,,,,
,PUEBLO,PUEBLO COUNTY RURAL 70,,,,,
$ ,Amount,,"37,190,168","36,419,368","10,196","21,240,879","94,860,611"
$ ,Per Pupil,"8,579.9 "," 4,335 "," 4,245 ", 1 ," 2,476 "," 11,056 "
% ,All Funds,,39.2 ,38.4 ,0.0 ,22.4 ,100.0 
,,,,,,,
,RIO BLANCO,MEEKER RE1,,,,,
$ ,Amount,,"3,871,834","2,271,884",0,"2,360,736","8,504,454"
$ ,Per Pupil,647.8 ," 5,977 "," 3,507 ", 0 ," 3,644 "," 13,128 "
% ,All Funds,,45.5 ,26.7 ,0.0 ,27.8 ,100.0 
,,,,,,,
,RIO BLANCO,RANGELY RE-4,,,,,
$ ,Amount,,"2,819,582","2,379,767","10,843","2,574,334","7,784,526"
$ ,Per Pupil,454.1 ," 6,209 "," 5,241 ", 24 ," 5,669 "," 17,143 "
% ,All Funds,,36.2 ,30.6 ,0.1 ,33.1 ,100.0 
,,,,,,,
,RIO GRANDE,DEL NORTE C-7,,,,,
$ ,Amount,,"2,588,572","2,215,081",0,"529,874","5,333,528"
$ ,Per Pupil,569.0 ," 4,549 "," 3,893 ", 0 , 931 ," 9,374 "
% ,All Funds,,48.5 ,41.5 ,0.0 ,9.9 ,100.0 
,,,,,,,
,RIO GRANDE,MONTE VISTA C-8,,,,,
$ ,Amount,,"5,180,736","4,023,449",0,"22,807,957","32,012,142"
$ ,Per Pupil,"1,151.6 "," 4,499 "," 3,494 ", 0 ," 19,805 "," 27,798 "
% ,All Funds,,16.2 ,12.6 ,0.0 ,71.2 ,100.0 
,,,,,,,
,RIO GRANDE,SARGENT RE-33J,,,,,
$ ,Amount,,"2,359,631","1,973,443",0,"373,713","4,706,788"
$ ,Per Pupil,469.3 ," 5,028 "," 4,205 ", 0 , 796 ," 10,029 "
% ,All Funds,,50.1 ,41.9 ,0.0 ,7.9 ,100.0 
,,,,,,,
,ROUTT,HAYDEN RE-1,,,,,
$ ,Amount,,"3,231,868","2,228,233",0,"70,392","5,530,493"
$ ,Per Pupil,392.8 ," 8,228 "," 5,673 ", 0 , 179 ," 14,080 "
% ,All Funds,,58.4 ,40.3 ,0.0 ,1.3 ,100.0 
,,,,,,,
,ROUTT,STEAMBOAT SPRINGS RE-2,,,,,
$ ,Amount,,"13,241,065","8,594,781",0,"7,231,582","29,067,429"
$ ,Per Pupil,"2,234.7 "," 5,925 "," 3,846 ", 0 ," 3,236 "," 13,007 "
% ,All Funds,,45.6 ,29.6 ,0.0 ,24.9 ,100.0 
,,,,,,,
,ROUTT,SOUTH ROUTT RE 3,,,,,
$ ,Amount,,"2,971,748","2,095,397",0,"915,742","5,982,888"
$ ,Per Pupil,378.6 ," 7,849 "," 5,535 ", 0 ," 2,419 "," 15,803 "
% ,All Funds,,49.7 ,35.0 ,0.0 ,15.3 ,100.0 
,,,,,,,
,SAGUACHE,MOUNTAIN VALLEY RE 1,,,,,
$ ,Amount,,"1,055,956","858,845","6,228",0,"1,921,029"
$ ,Per Pupil,116.5 ," 9,064 "," 7,372 ", 53 , 0 ," 16,490 "
% ,All Funds,,55.0 ,44.7 ,0.3 ,0.0 ,100.0 
,,,,,,,
,SAGUACHE,MOFFAT 2,,,,,
$ ,Amount,,"1,632,741","1,305,003",0,"4,475,206","7,412,950"
$ ,Per Pupil,199.6 ," 8,180 "," 6,538 ", 0 ," 22,421 "," 37,139 "
% ,All Funds,,22.0 ,17.6 ,0.0 ,60.4 ,100.0 
,,,,,,,
,SAGUACHE,CENTER 26 JT,,,,,
$ ,Amount,,"3,882,536","3,307,372","125,738","20,526,553","27,842,199"
$ ,Per Pupil,580.1 ," 6,693 "," 5,701 ", 217 ," 35,385 "," 47,996 "
% ,All Funds,,13.9 ,11.9 ,0.5 ,73.7 ,100.0 
,,,,,,,
,SAN JUAN,SILVERTON 1,,,,,
$ ,Amount,,"730,805","409,292",0,"6,181,429","7,321,526"
$ ,Per Pupil,67.3 ," 10,859 "," 6,082 ", 0 ," 91,849 "," 108,789 "
% ,All Funds,,10.0 ,5.6 ,0.0 ,84.4 ,100.0 
,,,,,,,
,SAN MIGUEL,TELLURIDE R-1,,,,,
$ ,Amount,,"5,129,801","3,190,128","247,932","2,253,292","10,821,153"
$ ,Per Pupil,721.6 ," 7,109 "," 4,421 ", 344 ," 3,123 "," 14,996 "
% ,All Funds,,47.4 ,29.5 ,2.3 ,20.8 ,100.0 
,,,,,,,
,SAN MIGUEL,NORWOOD R-2J,,,,,
$ ,Amount,,"2,002,888","1,419,245",0,"295,312","3,717,445"
$ ,Per Pupil,260.5 ," 7,689 "," 5,448 ", 0 ," 1,134 "," 14,270 "
% ,All Funds,,53.9 ,38.2 ,0.0 ,7.9 ,100.0 
,,,,,,,
,SEDGWICK,JULESBURG RE-1,,,,,
$ ,Amount,,"4,075,313","1,630,503",0,"111,428","5,817,244"
$ ,Per Pupil,867.0 ," 4,700 "," 1,881 ", 0 , 129 ," 6,710 "
% ,All Funds,,70.1 ,28.0 ,0.0 ,1.9 ,100.0 
,,,,,,,
,SEDGWICK,PLATTE VALLEY RE-3,,,,,
$ ,Amount,,"1,202,273","794,366",0,0,"1,996,639"
$ ,Per Pupil,124.4 ," 9,665 "," 6,386 ", 0 , 0 ," 16,050 "
% ,All Funds,,60.2 ,39.8 ,0.0 ,0.0 ,100.0 
,,,,,,,
,SUMMIT,SUMMIT RE-1,,,,,
$ ,Amount,,"19,002,258","14,664,891",0,"45,548,651","79,215,800"
$ ,Per Pupil,"2,942.3 "," 6,458 "," 4,984 ", 0 ," 15,481 "," 26,923 "
% ,All Funds,,24.0 ,18.5 ,0.0 ,57.5 ,100.0 
,,,,,,,
,TELLER,CRIPPLE CREEK-VICTOR RE-1,,,,,
$ ,Amount,,"3,788,195","1,724,578",0,"1,292,359","6,805,131"
$ ,Per Pupil,411.0 ," 9,217 "," 4,196 ", 0 ," 3,144 "," 16,557 "
% ,All Funds,,55.7 ,25.3 ,0.0 ,19.0 ,100.0 
,,,,,,,
,TELLER,WOODLAND PARK RE-2,,,,,
$ ,Amount,,"13,553,777","8,298,072",0,"2,039,067","23,890,916"
$ ,Per Pupil,"2,667.4 "," 5,081 "," 3,111 ", 0 , 764 ," 8,957 "
% ,All Funds,,56.7 ,34.7 ,0.0 ,8.5 ,100.0 
,,,,,,,
,WASHINGTON,AKRON R-1,,,,,
$ ,Amount,,"2,187,495","1,476,667",0,"17,504,052","21,168,214"
$ ,Per Pupil,369.8 ," 5,915 "," 3,993 ", 0 ," 47,334 "," 57,242 "
% ,All Funds,,10.3 ,7.0 ,0.0 ,82.7 ,100.0 
,,,,,,,
,WASHINGTON,ARICKAREE R-2,,,,,
$ ,Amount,,"861,951","871,826",0,0,"1,733,777"
$ ,Per Pupil,101.0 ," 8,534 "," 8,632 ", 0 , 0 ," 17,166 "
% ,All Funds,,49.7 ,50.3 ,0.0 ,0.0 ,100.0 
,,,,,,,
,WASHINGTON,OTIS R-3,,,,,
$ ,Amount,,"1,359,455","945,882",0,"60,970","2,366,307"
$ ,Per Pupil,186.7 ," 7,281 "," 5,066 ", 0 , 327 ," 12,674 "
% ,All Funds,,57.5 ,40.0 ,0.0 ,2.6 ,100.0 
,,,,,,,
,WASHINGTON,LONE STAR 101,,,,,
$ ,Amount,,"1,093,754","579,025",0,0,"1,672,779"
$ ,Per Pupil,107.0 ," 10,222 "," 5,411 ", 0 , 0 ," 15,633 "
% ,All Funds,,65.4 ,34.6 ,0.0 ,0.0 ,100.0 
,,,,,,,
,WASHINGTON,WOODLIN R-104,,,,,
$ ,Amount,,"807,893","887,833",0,0,"1,695,726"
$ ,Per Pupil,94.8 ," 8,522 "," 9,365 ", 0 , 0 ," 17,887 "
% ,All Funds,,47.6 ,52.4 ,0.0 ,0.0 ,100.0 
,,,,,,,
,WELD,WELD RE-1,,,,,
$ ,Amount,,"9,019,282","6,744,292","10,479","263,346","16,037,399"
$ ,Per Pupil,"1,811.3 "," 4,979 "," 3,723 ", 6 , 145 ," 8,854 "
% ,All Funds,,56.2 ,42.1 ,0.1 ,1.6 ,100.0 
,,,,,,,
,WELD,EATON RE-2,,,,,
$ ,Amount,,"8,270,163","5,158,925","3,765","1,863,129","15,295,982"
$ ,Per Pupil,"1,749.9 "," 4,726 "," 2,948 ", 2 ," 1,065 "," 8,741 "
% ,All Funds,,54.1 ,33.7 ,0.0 ,12.2 ,100.0 
,,,,,,,
,WELD,KEENESBURG RE-3(J),,,,,
$ ,Amount,,"10,633,504","8,906,912","5,660","5,160,832","24,706,908"
$ ,Per Pupil,"2,143.3 "," 4,961 "," 4,156 ", 3 ," 2,408 "," 11,528 "
% ,All Funds,,43.0 ,36.1 ,0.0 ,20.9 ,100.0 
,,,,,,,
,WELD,WINDSOR RE-4,,,,,
$ ,Amount,,"20,493,490","14,730,715",254,"8,478,417","43,702,876"
$ ,Per Pupil,"4,315.9 "," 4,748 "," 3,413 ", 0 ," 1,964 "," 10,126 "
% ,All Funds,,46.9 ,33.7 ,0.0 ,19.4 ,100.0 
,,,,,,,
,WELD,JOHNSTOWN-MILIKEN RE-5J,,,,,
$ ,Amount,,"15,004,367","8,221,519",0,"10,608,726","33,834,613"
$ ,Per Pupil,"3,075.9 "," 4,878 "," 2,673 ", 0 ," 3,449 "," 11,000 "
% ,All Funds,,44.3 ,24.3 ,0.0 ,31.4 ,100.0 
,,,,,,,
,WELD,GREELEY 6,,,,,
$ ,Amount,,"92,539,792","62,230,656",0,"15,832,408","170,602,855"
$ ,Per Pupil,"18,882.0 "," 4,901 "," 3,296 ", 0 , 838 ," 9,035 "
% ,All Funds,,54.2 ,36.5 ,0.0 ,9.3 ,100.0 
,,,,,,,
,WELD,PLATTE VALLEY RE-7,,,,,
$ ,Amount,,"6,098,358","5,257,553",0,"2,343,028","13,698,939"
$ ,Per Pupil,"1,104.2 "," 5,523 "," 4,761 ", 0 ," 2,122 "," 12,406 "
% ,All Funds,,44.5 ,38.4 ,0.0 ,17.1 ,100.0 
,,,,,,,
,WELD,WELD COUNTY S/D RE-8,,,,,
$ ,Amount,,"11,481,392","10,651,369","21,088","1,013,660","23,167,509"
$ ,Per Pupil,"2,280.4 "," 5,035 "," 4,671 ", 9 , 445 ," 10,159 "
% ,All Funds,,49.6 ,46.0 ,0.1 ,4.4 ,100.0 
,,,,,,,
,WELD,AULT-HIGHLAND RE-9,,,,,
$ ,Amount,,"4,137,867","3,099,750",0,"763,505","8,001,121"
$ ,Per Pupil,831.5 ," 4,976 "," 3,728 ", 0 , 918 ," 9,623 "
% ,All Funds,,51.7 ,38.7 ,0.0 ,9.5 ,100.0 
,,,,,,,
,WELD,BRIGGSDALE RE-10,,,,,
$ ,Amount,,"1,233,274","981,046",0,"4,309,302","6,523,622"
$ ,Per Pupil,147.3 ," 8,373 "," 6,660 ", 0 ," 29,255 "," 44,288 "
% ,All Funds,,18.9 ,15.0 ,0.0 ,66.1 ,100.0 
,,,,,,,
,WELD,PRAIRIE RE-11,,,,,
$ ,Amount,,"1,274,206","897,036",0,"901,575","3,072,817"
$ ,Per Pupil,163.9 ," 7,774 "," 5,473 ", 0 ," 5,501 "," 18,748 "
% ,All Funds,,41.5 ,29.2 ,0.0 ,29.3 ,100.0 
,,,,,,,
,WELD,PAWNEE RE-12,,,,,
$ ,Amount,,"1,175,964","845,990",0,"66,448","2,088,402"
$ ,Per Pupil,95.4 ," 12,327 "," 8,868 ", 0 , 697 ," 21,891 "
% ,All Funds,,56.3 ,40.5 ,0.0 ,3.2 ,100.0 
,,,,,,,
,YUMA,YUMA 1,,,,,
$ ,Amount,,"4,593,836","3,283,200",659,"3,774,114","11,651,810"
$ ,Per Pupil,782.9 ," 5,868 "," 4,194 ", 1 ," 4,821 "," 14,883 "
% ,All Funds,,39.4 ,28.2 ,0.0 ,32.4 ,100.0 
,,,,,,,
,YUMA,WRAY RD-2,,,,,
$ ,Amount,,"3,735,725","2,942,154",0,"994,744","7,672,623"
$ ,Per Pupil,670.4 ," 5,572 "," 4,389 ", 0 ," 1,484 "," 11,445 "
% ,All Funds,,48.7 ,38.3 ,0.0 ,13.0 ,100.0 
,,,,,,,
,YUMA,IDALIA RJ-3,,,,,
$ ,Amount,,"1,115,415","829,568",0,"1,113,957","3,058,941"
$ ,Per Pupil,137.3 ," 8,124 "," 6,042 ", 0 ," 8,113 "," 22,279 "
