school,district_id,district_name,emh,emh_combined,school_id,achievement_dir,growth_dir,overall_dir,year
KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4802,0.0,0.0,0.0,2010
KYFFIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4830,0.0,0.0,0.0,2010
LA JARA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,False,4836,0.0,-1.0,-1.0,2010
LA JARA SECOND CHANCE SCHOOL,550,NORTH CONEJOS RE-1J,H,False,4837,,,1.0,2010
LA JARA SECOND CHANCE SCHOOL,550,NORTH CONEJOS RE-1J,M,False,4837,,,,2010
JUNE CREEK ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,False,4838,1.0,1.0,1.0,2010
LA JUNTA INTERMEDIATE SCHOOL,2520,EAST OTERO R-1,E,False,4841,0.0,1.0,1.0,2010
LA JUNTA MIDDLE SCHOOL,2520,EAST OTERO R-1,M,False,4842,,,,2010
LA JUNTA PRIMARY SCHOOL,2520,EAST OTERO R-1,,False,4843,,,,2010
LA JUNTA HIGH SCHOOL,2520,EAST OTERO R-1,H,False,4844,,,,2010
PETE MIRICH ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,False,4852,0.0,0.0,-1.0,2010
NORTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,False,4854,0.0,0.0,-1.0,2010
LA VETA ELEMENTARY SCHOOL,1400,LA VETA RE-2,E,False,4860,-1.0,-1.0,-1.0,2010
LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400,LA VETA RE-2,H,True,4864,-1.0,1.0,0.0,2010
LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400,LA VETA RE-2,M,True,4864,0.0,1.0,0.0,2010
LAFAYETTE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,4874,0.0,-1.0,-1.0,2010
ANGEVINE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,4878,0.0,0.0,0.0,2010
LAKE CITY COMMUNITY SCHOOL,1380,HINSDALE COUNTY RE 1,E,True,4899,-1.0,-1.0,0.0,2010
LAKE CITY COMMUNITY SCHOOL,1380,HINSDALE COUNTY RE 1,H,True,4899,,,0.0,2010
LAKE CITY COMMUNITY SCHOOL,1380,HINSDALE COUNTY RE 1,M,True,4899,-1.0,-1.0,0.0,2010
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,E,True,4901,0.0,-1.0,-1.0,2010
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,True,4901,-1.0,-1.0,-1.0,2010
LAKE COUNTY HIGH SCHOOL,1510,LAKE COUNTY R-1,H,False,4904,1.0,0.0,1.0,2010
LAKE GEORGE CHARTER SCHOOL,2610,PARK COUNTY RE-2,E,False,4908,-1.0,0.0,0.0,2010
LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,False,4910,1.0,1.0,1.0,2010
LAKEWOOD HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,4942,0.0,0.0,0.0,2010
LANDMARK ACADEMY AT REUNION,40,BRIGHTON 27J,E,False,4950,0.0,1.0,0.0,2010
LANDMARK ACADEMY AT REUNION,40,BRIGHTON 27J,M,False,4950,0.0,0.0,0.0,2010
LAMAR MIDDLE SCHOOL,2660,LAMAR RE-2,M,False,4956,1.0,0.0,0.0,2010
LAMAR HIGH SCHOOL,2660,LAMAR RE-2,H,False,4960,0.0,0.0,0.0,2010
LAMBORN VISION SCHOOL,870,DELTA COUNTY 50(J),E,True,4965,,,,2010
LAMBORN VISION SCHOOL,870,DELTA COUNTY 50(J),H,True,4965,,,,2010
LAMBORN VISION SCHOOL,870,DELTA COUNTY 50(J),M,True,4965,,,,2010
LANSING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4970,1.0,1.0,1.0,2010
LAREDO ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4973,0.0,-1.0,-1.0,2010
LAREDO MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,4975,0.0,0.0,0.0,2010
LARKSPUR ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,4980,0.0,1.0,1.0,2010
LAS ANIMAS A+ DISTANCE LEARNING SCHOOL,290,LAS ANIMAS RE-1,H,False,4983,,,,2010
LAS ANIMAS MIDDLE SCHOOL,290,LAS ANIMAS RE-1,M,False,4986,0.0,-1.0,0.0,2010
LAS ANIMAS HIGH SCHOOL,290,LAS ANIMAS RE-1,H,False,4990,0.0,0.0,0.0,2010
LASLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5004,-1.0,0.0,-1.0,2010
LAUREL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5014,0.0,0.0,0.0,2010
LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,,False,5015,,,,2010
LAURENE EDMONDSON ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,5018,-1.0,-1.0,-1.0,2010
LAWRENCE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5024,0.0,1.0,1.0,2010
JAMES MADISON CHARTER ACADEMY SCHOOL,990,WIDEFIELD 3,E,False,5033,0.0,0.0,-1.0,2010
LEAWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5036,0.0,0.0,0.0,2010
LEGACY HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,False,5043,1.0,0.0,0.0,2010
LEGACY POINT ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,5045,0.0,0.0,-1.0,2010
LEMUEL PITTS MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,False,5048,-1.0,1.0,-1.0,2010
LEO WILLIAM BUTLER ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,False,5050,-1.0,-1.0,-1.0,2010
LEROY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,5058,0.0,-1.0,-1.0,2010
LESHER MIDDLE SCHOOL,1550,POUDRE R-1,M,False,5068,1.0,1.0,1.0,2010
LETFORD ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,False,5078,1.0,0.0,0.0,2010
LEWIS-ARRIOLA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5090,1.0,0.0,0.0,2010
MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,E,False,5093,0.0,1.0,1.0,2010
MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,M,False,5093,0.0,1.0,1.0,2010
LEWIS-PALMER ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,False,5096,0.0,0.0,0.0,2010
LEWIS-PALMER MIDDLE SCHOOL,1080,LEWIS-PALMER 38,M,False,5098,0.0,0.0,-1.0,2010
LEWIS-PALMER HIGH SCHOOL,1080,LEWIS-PALMER 38,H,False,5100,0.0,0.0,0.0,2010
JEFFERSON INTERMEDIATE SCHOOL,2530,ROCKY FORD R-2,E,False,5114,1.0,1.0,0.0,2010
LIBERTY ELEMENTARY SCHOOL,3230,LIBERTY J-4,E,False,5119,-1.0,-1.0,1.0,2010
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,E,False,5120,0.0,1.0,1.0,2010
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,M,False,5120,0.0,0.0,0.0,2010
LIBERTY JUNIOR-SENIOR HIGH SCHOOL,3230,LIBERTY J-4,H,True,5123,,,1.0,2010
LIBERTY JUNIOR-SENIOR HIGH SCHOOL,3230,LIBERTY J-4,M,True,5123,,,1.0,2010
LIBERTY HIGH SCHOOL,1040,ACADEMY 20,H,False,5126,0.0,0.0,-1.0,2010
LIFE SKILLS CENTER OF DENVER,880,DENVER COUNTY 1,H,False,5129,-1.0,-1.0,0.0,2010
LIMON ELEMENTARY SCHOOL,1790,LIMON RE-4J,E,False,5132,0.0,0.0,0.0,2010
LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,H,False,5136,-1.0,0.0,0.0,2010
LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,M,False,5136,1.0,0.0,0.0,2010
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,True,5145,0.0,1.0,0.0,2010
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,True,5145,1.0,0.0,0.0,2010
LIFE SKILLS CENTER OF COLORADO SPRINGS,1010,COLORADO SPRINGS 11,H,False,5146,,,0.0,2010
LINCOLN ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,False,5154,0.0,0.0,-1.0,2010
LINCOLN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5158,0.0,1.0,0.0,2010
LINCOLN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5162,-1.0,-1.0,-1.0,2010
LINCOLN ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,False,5166,0.0,0.0,-1.0,2010
LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,False,5168,1.0,0.0,0.0,2010
LINCOLN ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,5170,0.0,1.0,-1.0,2010
LINCOLN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,False,5180,,,-1.0,2010
LINCOLN ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,False,5190,0.0,0.0,-1.0,2010
LINTON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5196,0.0,1.0,1.0,2010
JEFFERSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5199,,,,2010
LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,5210,-1.0,0.0,-1.0,2010
LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5222,0.0,0.0,0.0,2010
LITTLETON HIGH SCHOOL,140,LITTLETON 6,H,False,5224,0.0,0.0,0.0,2010
LITTLETON ACADEMY,140,LITTLETON 6,E,False,5229,0.0,0.0,0.0,2010
LITTLETON ACADEMY,140,LITTLETON 6,M,False,5229,0.0,0.0,-1.0,2010
LITTLETON PREP CHARTER SCHOOL,140,LITTLETON 6,E,False,5233,0.0,1.0,0.0,2010
LITTLETON PREP CHARTER SCHOOL,140,LITTLETON 6,M,False,5233,0.0,0.0,-1.0,2010
LIVERMORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5234,-1.0,-1.0,0.0,2010
LOIS LENSKI ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,5236,0.0,0.0,0.0,2010
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,E,False,5238,-1.0,-1.0,-1.0,2010
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,M,False,5238,0.0,0.0,-1.0,2010
LOMA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,5244,0.0,-1.0,-1.0,2010
LOMA LINDA ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,5246,0.0,0.0,-1.0,2010
LONE STAR ELEMENTARY SCHOOL,3060,LONE STAR 101,E,False,5254,0.0,-1.0,-1.0,2010
LONE STAR UNDIVIDED HIGH SCHOOL,3060,LONE STAR 101,H,False,5258,,,1.0,2010
LONGFELLOW ELEMENTARY SCHOOL,500,SALIDA R-32,E,False,5268,0.0,0.0,0.0,2010
LONGMONT HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,5282,0.0,0.0,0.0,2010
LONGMONT ESTATES ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,5284,0.0,0.0,0.0,2010
SUNSET MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,5286,0.0,0.0,0.0,2010
LONGS PEAK MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,5288,-1.0,0.0,-1.0,2010
LOPEZ ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5292,-1.0,0.0,-1.0,2010
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,H,True,5298,0.0,0.0,-1.0,2010
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,M,True,5298,0.0,-1.0,-1.0,2010
LOUISVILLE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,5302,0.0,0.0,1.0,2010
LOUISVILLE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,5306,0.0,0.0,0.0,2010
BILL REED MIDDLE SCHOOL,1560,THOMPSON R-2J,M,False,5312,0.0,0.0,-1.0,2010
LOVELAND HIGH SCHOOL,1560,THOMPSON R-2J,H,False,5316,0.0,0.0,0.0,2010
LUCILE ERWIN MIDDLE SCHOOL,1560,THOMPSON R-2J,M,False,5335,0.0,0.0,0.0,2010
LOWRY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5342,0.0,0.0,-1.0,2010
LUKAS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5350,0.0,1.0,1.0,2010
LUMBERG ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5354,1.0,0.0,1.0,2010
LYN KNOLL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,5361,1.0,0.0,0.0,2010
LYONS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,5364,0.0,1.0,0.0,2010
LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,True,5368,1.0,1.0,0.0,2010
LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,M,True,5368,0.0,0.0,0.0,2010
M. SCOTT CARPENTER MIDDLE SCHOOL,70,WESTMINSTER 50,M,False,5388,-1.0,-1.0,-1.0,2010
MADISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5404,0.0,-1.0,-1.0,2010
EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,5405,,,,2010
EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,5405,0.0,,-1.0,2010
EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,M,False,5405,-1.0,0.0,-1.0,2010
MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5412,1.0,1.0,1.0,2010
MADISON EXPLORATORY SCHOOL,1140,CANON CITY RE-1,E,False,5414,-1.0,-1.0,-1.0,2010
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5415,,,,2010
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,5415,1.0,-1.0,-1.0,2010
MALLEY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,5418,0.0,0.0,0.0,2010
MANASSA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,False,5422,0.0,0.0,0.0,2010
MANNY MARTINEZ MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,5430,0.0,0.0,0.0,2010
MANAUGH ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5436,1.0,1.0,1.0,2010
MANCOS ELEMENTARY SCHOOL,2070,MANCOS RE-6,E,False,5446,0.0,0.0,-1.0,2010
MANUAL HIGH SCHOOL,880,DENVER COUNTY 1,H,False,5448,1.0,0.0,0.0,2010
MANCOS MIDDLE SCHOOL,2070,MANCOS RE-6,M,False,5450,0.0,0.0,0.0,2010
MANCOS HIGH SCHOOL,2070,MANCOS RE-6,H,False,5452,-1.0,-1.0,-1.0,2010
MANDALAY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,5454,1.0,0.0,0.0,2010
MANITOU SPRINGS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,False,5460,0.0,0.0,0.0,2010
MANITOU SPRINGS MIDDLE SCHOOL,1030,MANITOU SPRINGS 14,M,False,5464,0.0,-1.0,-1.0,2010
MANITOU SPRINGS HIGH SCHOOL,1030,MANITOU SPRINGS 14,H,False,5468,0.0,1.0,0.0,2010
MANNING OPTIONS SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,5472,0.0,0.0,0.0,2010
MANZANOLA ELEMENTARY SCHOOL,2535,MANZANOLA 3J,E,False,5498,0.0,0.0,-1.0,2010
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,H,False,5506,-1.0,1.0,0.0,2010
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,M,False,5506,0.0,1.0,1.0,2010
MAPLE GROVE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5524,0.0,1.0,1.0,2010
MAPLEWOOD MIDDLE SCHOOL,3120,GREELEY 6,M,False,5552,,,,2010
HOPKINS ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,5572,-1.0,0.0,-1.0,2010
TWAIN ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,5574,0.0,0.0,0.0,2010
TWAIN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5576,-1.0,0.0,0.0,2010
MARBLE CHARTER SCHOOL,1360,GUNNISON WATERSHED RE1J,E,False,5577,,,,2010
MARBLE CHARTER SCHOOL,1360,GUNNISON WATERSHED RE1J,M,False,5577,,,,2010
MARRAMA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5578,0.0,1.0,0.0,2010
MARSH ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,,False,5579,,,,2010
MARSHDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5580,0.0,0.0,0.0,2010
MARTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5596,-1.0,0.0,-1.0,2010
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,5602,-1.0,-1.0,-1.0,2010
KING ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5604,0.0,0.0,0.0,2010
MARTIN LUTHER KING MIDDLE COLLEGE,880,DENVER COUNTY 1,H,True,5605,0.0,0.0,0.0,2010
MARTIN LUTHER KING MIDDLE COLLEGE,880,DENVER COUNTY 1,M,True,5605,1.0,0.0,0.0,2010
CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,480,BOULDER VALLEY RE 2,E,False,5606,0.0,0.0,-1.0,2010
SAGE CANYON ELEMENTARY,900,DOUGLAS COUNTY RE 1,,False,5607,,,,2010
MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,880,DENVER COUNTY 1,,False,5608,,,,2010
MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5610,0.0,0.0,0.0,2010
MARY E PENNOCK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,5615,0.0,0.0,0.0,2010
MAPLEWOOD ELEMENTARY SCHOOL,3120,GREELEY 6,,False,5620,,,,2010
LONGVIEW HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,5623,,,1.0,2010
MAXWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5644,-1.0,0.0,0.0,2010
MAYBELL ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,5656,,,,2010
MCAULIFFE ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5660,0.0,-1.0,-1.0,2010
MC CLAVE ELEMENTARY SCHOOL,310,MC CLAVE RE-2,E,False,5666,0.0,1.0,1.0,2010
MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,H,True,5670,1.0,1.0,0.0,2010
MC CLAVE UNDIVIDED HIGH SCHOOL,310,MC CLAVE RE-2,M,True,5670,-1.0,0.0,0.0,2010
MC GLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5685,0.0,0.0,1.0,2010
MCGRAW ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5688,0.0,0.0,0.0,2010
MC KINLEY-THATCHER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5702,-1.0,-1.0,-1.0,2010
MCKINLEY ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,False,5704,0.0,0.0,-1.0,2010
MC ELWAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,5706,1.0,0.0,1.0,2010
MC MEEN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5716,1.0,0.0,0.0,2010
MEAD HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,5722,0.0,0.0,0.0,2010
MEAD ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,5726,-1.0,0.0,-1.0,2010
MEAD MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,5730,0.0,0.0,0.0,2010
MEADOW MOUNTAIN ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,False,5742,1.0,1.0,1.0,2010
MEADOW POINT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,5744,0.0,0.0,-1.0,2010
MEADOW VIEW ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,5745,0.0,1.0,0.0,2010
MEEKER ELEMENTARY SCHOOL,2710,MEEKER RE1,E,False,5750,0.0,0.0,-1.0,2010
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5752,0.0,0.0,0.0,2010
BARONE MIDDLE SCHOOL,2710,MEEKER RE1,M,False,5754,0.0,0.0,0.0,2010
MEIKLEJOHN ELEMENTARY,1420,JEFFERSON COUNTY R-1,E,False,5758,0.0,1.0,0.0,2010
MEEKER HIGH SCHOOL,2710,MEEKER RE1,H,False,5762,1.0,1.0,1.0,2010
MERIDIAN RANCH ELEMENTARY SCHOOL,1110,FALCON 49,E,False,5779,0.0,0.0,0.0,2010
MERINO ELEMENTARY SCHOOL,1860,BUFFALO RE-4,E,False,5802,0.0,0.0,0.0,2010
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4,H,False,5806,1.0,0.0,0.0,2010
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4,M,False,5806,-1.0,0.0,0.0,2010
THORNTON MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,5814,0.0,1.0,1.0,2010
THORNTON HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,False,5816,0.0,0.0,0.0,2010
MERRILL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,5826,0.0,0.0,0.0,2010
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,E,True,5828,0.0,0.0,0.0,2010
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,H,True,5828,-1.0,0.0,0.0,2010
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,M,True,5828,0.0,0.0,0.0,2010
MESA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,5834,-1.0,0.0,0.0,2010
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5836,1.0,0.0,0.0,2010
MESA ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,5838,0.0,-1.0,-1.0,2010
MESA ELEMENTARY SCHOOL,2730,DEL NORTE C-7,,False,5840,,,,2010
MESA RIDGE HIGH SCHOOL,990,WIDEFIELD 3,H,False,5841,-1.0,0.0,0.0,2010
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,5842,0.0,0.0,0.0,2010
LONE TREE ELEMENTARY,900,DOUGLAS COUNTY RE 1,E,False,5843,0.0,0.0,-1.0,2010
CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,880,DENVER COUNTY 1,H,False,5844,1.0,-1.0,-1.0,2010
MIAMI/YODER ELEMENTARY SCHOOL,1130,MIAMI/YODER 60 JT,E,False,5850,-1.0,0.0,-1.0,2010
MIAMI-YODER SENIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,H,False,5854,-1.0,0.0,0.0,2010
MIDDLE PARK HIGH SCHOOL,1350,EAST GRAND 2,H,False,5864,0.0,1.0,0.0,2010
MIAMI-YODER JUNIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,M,False,5870,1.0,1.0,1.0,2010
MIDLAND ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5878,0.0,1.0,1.0,2010
MILLER MIDDLE SCHOOL,1520,DURANGO 9-R,M,False,5888,0.0,0.0,-1.0,2010
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,E,False,5892,,,0.0,2010
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,H,False,5892,-1.0,,1.0,2010
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,M,False,5892,,,,2010
MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,False,5896,1.0,1.0,1.0,2010
MILLIKEN MIDDLE SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,M,False,5902,0.0,0.0,1.0,2010
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,5916,0.0,0.0,1.0,2010
MINTURN MIDDLE SCHOOL,910,EAGLE COUNTY RE 50,M,False,5930,0.0,0.0,1.0,2010
MISSION VIEJO ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,5934,0.0,0.0,0.0,2010
MITCHELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5944,0.0,0.0,0.0,2010
MITCHELL HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,False,5948,1.0,0.0,0.0,2010
MOFFAT ELEMENTARY SCHOOL,2800,MOFFAT 2,E,False,5954,,,,2010
MOFFAT MIDDLE SCHOOL,2800,MOFFAT 2,E,True,5956,0.0,,0.0,2010
MOFFAT MIDDLE SCHOOL,2800,MOFFAT 2,M,True,5956,0.0,1.0,0.0,2010
MOFFAT SENIOR HIGH SCHOOL,2800,MOFFAT 2,H,False,5958,-1.0,-1.0,0.0,2010
MOFFAT COUNTY HIGH SCHOOL,2020,MOFFAT COUNTY RE:NO 1,H,False,5962,0.0,0.0,0.0,2010
MOLHOLM ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5972,-1.0,-1.0,-1.0,2010
MONACO ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,5982,-1.0,0.0,-1.0,2010
MONFORT ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5985,0.0,0.0,-1.0,2010
MONROE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5988,0.0,0.0,-1.0,2010
MONROE ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,5992,1.0,1.0,0.0,2010
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,True,5994,0.0,1.0,1.0,2010
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,True,5994,1.0,0.0,1.0,2010
MONTBELLO HIGH SCHOOL,880,DENVER COUNTY 1,H,False,5995,-1.0,0.0,0.0,2010
