district_id,district_name,school_id,school,emh,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
480,BOULDER VALLEY RE 2,441,ASPEN CREEK K-8 SCHOOL,E,9,9,9,9,9,9,6,12,6,
480,BOULDER VALLEY RE 2,441,ASPEN CREEK K-8 SCHOOL,M,7,7,9,8,8,6,6,7,6,
480,BOULDER VALLEY RE 2,652,BEAR CREEK ELEMENTARY SCHOOL,E,13,12,13,13,13,12,12,12,12,
480,BOULDER VALLEY RE 2,872,BIRCH ELEMENTARY SCHOOL,E,6,6,6,6,7,6,6,9,5,
480,BOULDER VALLEY RE 2,919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,E,12,12,12,12,12,13,9,13,12,
480,BOULDER VALLEY RE 2,924,BOULDER HIGH SCHOOL,H,9,9,12,10,8,7,5,9,6,90.
480,BOULDER VALLEY RE 2,930,BOULDER UNIVERSAL,E,,,,,,,,,,
480,BOULDER VALLEY RE 2,930,BOULDER UNIVERSAL,M,,,,,,,,,,
480,BOULDER VALLEY RE 2,930,BOULDER UNIVERSAL,H,,4,5,6,,,,,,53.
480,BOULDER VALLEY RE 2,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,M,9,7,7,6,7,8,9,8,6,
480,BOULDER VALLEY RE 2,1070,BROOMFIELD HIGH SCHOOL,H,9,7,9,7,9,6,3,7,6,94.
480,BOULDER VALLEY RE 2,1352,CASEY MIDDLE SCHOOL,M,7,6,7,6,7,8,7,6,9,
480,BOULDER VALLEY RE 2,1380,CENTAURUS HIGH SCHOOL,H,6,6,7,6,6,7,5,9,6,83.
480,BOULDER VALLEY RE 2,1390,CENTENNIAL MIDDLE SCHOOL,M,7,9,9,9,9,8,9,7,7,
480,BOULDER VALLEY RE 2,1725,COAL CREEK ELEMENTARY SCHOOL,E,9,12,10,9,9,6,7,6,6,
480,BOULDER VALLEY RE 2,1842,COLUMBINE ELEMENTARY SCHOOL,E,5,3,5,6,4,6,7,6,6,
480,BOULDER VALLEY RE 2,1883,COMMUNITY MONTESSORI SCHOOL,E,8,9,9,9,10,9,8,12,5,
480,BOULDER VALLEY RE 2,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,E,10,5,6,6,6,12,10,13,12,
480,BOULDER VALLEY RE 2,1996,CREST VIEW ELEMENTARY SCHOOL,E,9,7,8,7,9,9,9,7,9,
480,BOULDER VALLEY RE 2,2240,DOUGLASS ELEMENTARY SCHOOL,E,12,12,12,12,13,11,9,11,10,
480,BOULDER VALLEY RE 2,2552,EISENHOWER ELEMENTARY SCHOOL,E,12,9,9,9,10,12,10,10,11,
480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,E,12,10,12,11,12,12,12,11,10,
480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,M,12,12,12,12,11,9,7,9,9,
480,BOULDER VALLEY RE 2,2702,EMERALD ELEMENTARY SCHOOL,E,6,5,5,5,5,9,7,12,6,
480,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,H,10,12,13,12,11,6,4,6,3,94.
480,BOULDER VALLEY RE 2,2940,FIRESIDE ELEMENTARY SCHOOL,E,8,9,9,9,9,8,6,6,9,
480,BOULDER VALLEY RE 2,2970,FLATIRONS ELEMENTARY SCHOOL,E,8,12,12,12,12,6,5,7,9,
480,BOULDER VALLEY RE 2,3022,FOOTHILL ELEMENTARY SCHOOL,E,9,12,10,11,11,9,9,7,9,
480,BOULDER VALLEY RE 2,3488,GOLD HILL ELEMENTARY SCHOOL,E,,11,8,5,,,,,,
480,BOULDER VALLEY RE 2,3882,HEATHERWOOD ELEMENTARY SCHOOL,E,9,11,10,10,11,6,6,6,6,
480,BOULDER VALLEY RE 2,3940,HIGH PEAKS ELEMENTARY SCHOOL,E,12,13,13,13,12,11,10,11,9,
480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,E,13,12,12,11,12,12,9,12,13,
480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,M,12,13,11,12,13,9,12,6,10,
480,BOULDER VALLEY RE 2,4386,JAMESTOWN ELEMENTARY SCHOOL,E,,11,11,7,,,,,,
480,BOULDER VALLEY RE 2,4792,KOHL ELEMENTARY SCHOOL,E,9,8,9,9,9,9,7,8,9,
480,BOULDER VALLEY RE 2,4874,LAFAYETTE ELEMENTARY SCHOOL,E,7,6,7,7,9,7,7,7,6,
480,BOULDER VALLEY RE 2,5302,LOUISVILLE ELEMENTARY SCHOOL,E,11,10,10,10,12,12,7,13,9,
480,BOULDER VALLEY RE 2,5306,LOUISVILLE MIDDLE SCHOOL,M,9,11,11,11,11,6,6,6,6,
480,BOULDER VALLEY RE 2,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,M,9,8,9,9,9,9,9,9,6,
480,BOULDER VALLEY RE 2,5838,MESA ELEMENTARY SCHOOL,E,12,12,12,11,12,12,9,13,12,
480,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,H,9,9,12,10,9,6,4,7,6,96.
480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,E,10,10,9,10,11,9,6,9,9,
480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,M,9,10,10,9,9,7,6,8,6,
480,BOULDER VALLEY RE 2,6208,NEDERLAND ELEMENTARY SCHOOL,E,7,9,8,8,9,8,6,7,8,
480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,M,6,7,8,7,8,6,6,7,5,
480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,H,10,12,7,9,10,12,12,9,12,98.
480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,M,11,12,12,12,12,9,7,9,7,
480,BOULDER VALLEY RE 2,6195,NEW VISTA HIGH SCHOOL,H,6,8,6,8,9,5,3,5,7,80.
480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,E,12,12,12,11,12,9,5,9,10,
480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,M,7,11,10,10,9,6,2,6,6,
480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,H,12,12,11,11,13,9,7,12,6,99.
480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,E,6,6,6,6,6,6,5,7,5,
480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,E,9,6,6,6,9,9,10,12,6,
480,BOULDER VALLEY RE 2,7592,SANCHEZ ELEMENTARY SCHOOL,E,5,3,1,2,4,6,9,5,5,
480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,M,12,12,12,12,12,10,9,9,9,
480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,M,12,13,13,13,13,9,7,9,11,
480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,E,13,12,12,12,13,12,12,10,12,
480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,E,5,6,6,6,6,5,6,1,7,
480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,E,9,6,7,6,9,10,6,12,8,
1750,BRANSON REORGANIZED 82,974,BRANSON ELEMENTARY SCHOOL,E,,8,6,6,,,,,,
1750,BRANSON REORGANIZED 82,948,BRANSON SCHOOL ONLINE,E,5,7,7,6,7,3,3,5,5,
1750,BRANSON REORGANIZED 82,948,BRANSON SCHOOL ONLINE,M,6,8,6,6,6,4,6,3,6,
1750,BRANSON REORGANIZED 82,948,BRANSON SCHOOL ONLINE,H,4,7,6,6,6,6,7,6,6,34.
1750,BRANSON REORGANIZED 82,978,BRANSON UNDIVIDED HIGH SCHOOL,M,,,,,,,,,,
1750,BRANSON REORGANIZED 82,978,BRANSON UNDIVIDED HIGH SCHOOL,H,,,,,,,,,,-
3146,BRIGGSDALE RE-10,1008,BRIGGSDALE ELEMENTARY SCHOOL,E,9,7,9,9,9,7,6,7,6,
3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,M,6,8,6,6,9,5,6,6,5,
3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,H,10,9,8,8,13,9,9,12,6,87.
40,BRIGHTON 27J,700,BELLE CREEK CHARTER SCHOOL,E,6,6,6,6,6,6,6,6,5,
40,BRIGHTON 27J,700,BELLE CREEK CHARTER SCHOOL,M,9,6,6,6,6,9,10,9,6,
40,BRIGHTON 27J,1022,BRIGHTON HIGH SCHOOL,H,5,5,6,5,6,5,4,6,5,83.
40,BRIGHTON 27J,1052,BROMLEY EAST CHARTER SCHOOL,E,6,7,6,6,7,5,5,6,5,
40,BRIGHTON 27J,1052,BROMLEY EAST CHARTER SCHOOL,M,5,6,5,6,6,5,6,5,3,
40,BRIGHTON 27J,2399,EAGLE RIDGE ACADEMY,H,8,9,8,8,7,8,6,8,9,87.
40,BRIGHTON 27J,2945,FOUNDATIONS ACADEMY,E,6,8,6,6,6,5,6,6,3,
40,BRIGHTON 27J,3900,HENDERSON ELEMENTARY SCHOOL,E,6,5,6,6,5,5,1,7,6,
40,BRIGHTON 27J,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,E,6,6,6,6,8,6,6,6,6,
40,BRIGHTON 27J,4950,LANDMARK ACADEMY AT REUNION,E,9,7,8,8,6,6,6,7,6,
40,BRIGHTON 27J,4950,LANDMARK ACADEMY AT REUNION,M,10,8,9,9,7,10,9,9,10,
40,BRIGHTON 27J,5615,MARY E PENNOCK ELEMENTARY SCHOOL,E,6,6,6,7,6,6,5,7,6,
40,BRIGHTON 27J,6294,NORTH ELEMENTARY SCHOOL,E,3,3,3,3,1,5,5,5,5,
40,BRIGHTON 27J,6395,NORTHEAST ELEMENTARY SCHOOL,E,3,6,5,6,5,4,5,6,1,
40,BRIGHTON 27J,6702,OTHO E STUART MIDDLE SCHOOL,M,5,5,5,5,6,4,5,5,5,
40,BRIGHTON 27J,6638,OVERLAND TRAIL MIDDLE SCHOOL,M,4,5,6,5,6,5,5,6,2,
40,BRIGHTON 27J,7129,PRAIRIE VIEW HIGH SCHOOL,H,5,6,6,5,5,5,4,6,3,79.
40,BRIGHTON 27J,7131,PRAIRIE VIEW MIDDLE SCHOOL,M,5,5,6,5,6,3,3,5,3,
40,BRIGHTON 27J,7714,SECOND CREEK ELEMENTARY SCHOOL,E,1,6,6,6,6,2,3,3,2,
40,BRIGHTON 27J,8060,SOUTH ELEMENTARY SCHOOL,E,7,6,6,6,5,6,5,5,12,
40,BRIGHTON 27J,8130,SOUTHEAST ELEMENTARY SCHOOL,E,9,6,6,6,5,9,7,12,7,
40,BRIGHTON 27J,8820,TURNBERRY ELEMENTARY,E,7,6,6,6,5,9,9,7,12,
40,BRIGHTON 27J,9230,VIKAN MIDDLE SCHOOL,M,6,6,6,6,6,5,5,4,4,
40,BRIGHTON 27J,9426,WEST RIDGE ELEMENTARY,E,9,9,9,9,6,9,7,9,7,
2395,BRUSH RE-2(J),1438,BEAVER VALLEY ELEMENTARY SCHOOL,E,3,5,5,6,6,3,5,5,2,
2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,H,6,6,6,6,6,6,6,8,5,76.
2395,BRUSH RE-2(J),1094,BRUSH MIDDLE SCHOOL,M,6,6,6,6,5,6,6,6,6,
490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,E,6,6,6,7,6,3,6,1,6,
490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,H,12,8,7,9,9,12,12,12,12,94.
490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,E,,,,,,,,,,
490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,M,,,,,,,,,,
490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,H,,,,,,,,,,-
490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,M,6,6,6,6,7,6,6,8,6,
1860,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,E,6,7,7,9,6,6,6,6,6,
1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,M,5,6,7,6,6,3,6,6,1,
1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,H,8,6,8,8,7,5,6,5,5,86.
1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,E,8,6,6,6,,9,3,13,12,
1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,H,3,3,5,3,3,1,3,1,3,91.
1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,E,1,5,5,6,6,1,1,1,1,
1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,M,5,6,6,6,5,5,6,5,6,
190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,E,6,6,6,6,6,3,1,6,5,
190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,M,5,6,6,6,6,5,1,7,6,
190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,H,10,8,6,7,6,10,13,6,11,89.
970,CALHAN RJ-1,1210,CALHAN ELEMENTARY SCHOOL,E,5,6,6,6,6,2,6,1,5,
970,CALHAN RJ-1,1218,CALHAN HIGH SCHOOL,H,9,7,6,9,9,9,9,6,12,88.
970,CALHAN RJ-1,1215,CALHAN MIDDLE SCHOOL,M,6,6,7,6,7,6,6,6,6,
270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,E,,9,8,7,,,,,,
270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,M,3,6,6,1,,3,3,2,6,
270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,H,,3,5,1,,,,,,86.
1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,H,2,6,6,6,6,1,1,2,2,75.
1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,M,6,6,6,6,6,5,6,4,4,
1140,CANON CITY RE-1,419,CANON ONLINE ACADEMY,M,,,,,,,,,,
1140,CANON CITY RE-1,419,CANON ONLINE ACADEMY,H,,,,,,,,,,
1140,CANON CITY RE-1,3802,HARRISON SCHOOL,E,7,9,8,6,6,7,7,9,5,
1140,CANON CITY RE-1,3802,HARRISON SCHOOL,M,6,6,6,6,11,6,7,5,6,
1140,CANON CITY RE-1,5166,LINCOLN ELEMENTARY SCHOOL,E,8,6,7,6,9,12,9,10,12,
1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,E,1,6,6,6,6,1,1,1,2,
1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,E,7,9,8,9,6,6,6,6,6,
1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,M,10,9,7,9,7,11,10,9,12,
1140,CANON CITY RE-1,7950,SKYLINE ELEMENTARY SCHOOL,E,6,6,6,6,6,7,6,9,6,
1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,E,9,7,6,6,6,10,10,9,9,
640,CENTENNIAL R-1,7588,CENTENNIAL ELEMENTARY SCHOOL,E,1,3,1,3,1,2,1,5,5,
640,CENTENNIAL R-1,1398,CENTENNIAL HIGH SCHOOL,H,7,3,1,5,2,12,12,11,11,74.
640,CENTENNIAL R-1,1396,CENTENNIAL JUNIOR HIGH SCHOOL,M,3,3,3,2,2,6,4,6,6,
2810,CENTER 26 JT,1420,CENTER HIGH SCHOOL,H,9,3,3,5,6,10,10,6,12,90.
2810,CENTER 26 JT,1368,CENTER VIRTUAL ACADEMY,H,,,,,,,,,,
2810,CENTER 26 JT,1412,HASKIN ELEMENTARY SCHOOL,E,3,2,1,1,5,5,5,6,6,
2810,CENTER 26 JT,1416,SKOGLUND MIDDLE SCHOOL,M,7,2,3,3,2,9,10,9,9,
8001,CHARTER SCHOOL INSTITUTE,75,ANIMAS HIGH SCHOOL,H,9,10,10,10,9,6,6,6,6,
8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,E,6,6,5,7,6,5,5,5,6,
8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,M,7,7,6,9,6,8,7,6,9,
8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,H,6,9,6,10,5,7,6,6,11,
8001,CHARTER SCHOOL INSTITUTE,1901,COLORADO CALVERT ACADEMY,E,3,6,3,5,6,2,4,1,3,
8001,CHARTER SCHOOL INSTITUTE,1901,COLORADO CALVERT ACADEMY,M,4,7,3,6,6,5,7,1,6,
8001,CHARTER SCHOOL INSTITUTE,1877,COLORADO PROVOST ACADEMY,H,1,4,1,2,2,1,6,1,1,5.
8001,CHARTER SCHOOL INSTITUTE,1791,COLORADO SPRINGS CHARTER ACADEMY,E,7,9,7,9,9,9,6,7,9,
8001,CHARTER SCHOOL INSTITUTE,1791,COLORADO SPRINGS CHARTER ACADEMY,M,13,10,11,11,13,11,10,9,10,
8001,CHARTER SCHOOL INSTITUTE,1795,COLORADO SPRINGS EARLY COLLEGES,H,6,8,9,9,7,5,6,3,5,64.
8001,CHARTER SCHOOL INSTITUTE,1882,COMMUNITY LEADERSHIP ACADEMY,E,12,7,9,11,7,12,6,9,12,
8001,CHARTER SCHOOL INSTITUTE,1882,COMMUNITY LEADERSHIP ACADEMY,M,9,5,6,6,6,11,9,12,12,
8001,CHARTER SCHOOL INSTITUTE,2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA,M,1,6,1,5,5,1,1,1,2,
8001,CHARTER SCHOOL INSTITUTE,2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA,H,6,7,6,6,6,5,6,4,5,50.
8001,CHARTER SCHOOL INSTITUTE,35,FRONTIER CHARTER ACADEMY,E,1,5,5,5,6,1,3,3,1,
8001,CHARTER SCHOOL INSTITUTE,35,FRONTIER CHARTER ACADEMY,M,,7,6,6,,4,2,6,6,
8001,CHARTER SCHOOL INSTITUTE,655,HIGH POINT ACADEMY,E,7,5,6,5,6,8,12,5,6,
8001,CHARTER SCHOOL INSTITUTE,655,HIGH POINT ACADEMY,M,6,5,4,5,5,6,7,3,7,
8001,CHARTER SCHOOL INSTITUTE,5453,MOUNTAIN MIDDLE SCHOOL,M,2,8,7,7,5,1,1,2,1,
8001,CHARTER SCHOOL INSTITUTE,8929,PIKES PEAK PREP,E,5,6,6,6,6,5,6,5,5,
8001,CHARTER SCHOOL INSTITUTE,8929,PIKES PEAK PREP,M,9,6,6,6,4,10,11,7,12,
8001,CHARTER SCHOOL INSTITUTE,8929,PIKES PEAK PREP,H,6,9,7,7,7,12,12,9,12,47.
8001,CHARTER SCHOOL INSTITUTE,7278,RICARDO FLORES MAGON ACADEMY,E,9,9,12,9,8,7,5,8,10,
8001,CHARTER SCHOOL INSTITUTE,7512,ROSS MONTESSORI SCHOOL,E,5,9,6,9,8,1,4,1,5,
8001,CHARTER SCHOOL INSTITUTE,7512,ROSS MONTESSORI SCHOOL,M,9,9,6,10,6,9,9,6,9,
8001,CHARTER SCHOOL INSTITUTE,1376,SCHOLARS TO LEADERS ACADEMY,E,1,5,4,5,5,1,3,3,1,
8001,CHARTER SCHOOL INSTITUTE,1376,SCHOLARS TO LEADERS ACADEMY,M,4,3,1,4,1,5,6,1,9,
8001,CHARTER SCHOOL INSTITUTE,653,STONE CREEK SCHOOL,E,6,6,9,8,7,4,5,3,6,
8001,CHARTER SCHOOL INSTITUTE,653,STONE CREEK SCHOOL,M,12,10,10,12,10,10,10,9,9,
8001,CHARTER SCHOOL INSTITUTE,657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,E,7,8,9,7,9,7,9,6,8,
8001,CHARTER SCHOOL INSTITUTE,657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,M,7,6,4,5,,9,12,6,9,
8001,CHARTER SCHOOL INSTITUTE,654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,E,6,5,6,6,6,6,7,6,6,
8001,CHARTER SCHOOL INSTITUTE,6914,THE PINNACLE CHARTER SCHOOL HIGH,H,6,6,6,6,6,8,9,6,9,89.
8001,CHARTER SCHOOL INSTITUTE,6913,THE PINNACLE CHARTER SCHOOL MIDDLE,M,6,6,6,6,5,6,6,5,6,
8001,CHARTER SCHOOL INSTITUTE,9057,THE VANGUARD SCHOOL (HIGH),H,13,13,13,13,13,12,13,9,11,89.
8001,CHARTER SCHOOL INSTITUTE,9051,THE VANGUARD SCHOOL (MIDDLE),M,9,12,12,13,12,6,7,5,6,
8001,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,M,9,12,9,12,9,7,9,5,9,
8001,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,H,9,12,13,13,12,12,9,13,9,
2560,CHERAW 31,1538,CHERAW ELEMENTARY SCHOOL,E,2,5,5,4,8,3,3,5,2,
2560,CHERAW 31,1546,CHERAW HIGH SCHOOL,H,9,7,5,8,8,7,6,8,9,89.
2560,CHERAW 31,1548,CHERAW MIDDLE SCHOOL,M,6,6,5,6,5,8,9,8,6,
130,CHERRY CREEK 5,242,ANTELOPE RIDGE ELEMENTARY SCHOOL,E,10,7,9,9,8,9,9,9,9,
130,CHERRY CREEK 5,348,ARROWHEAD ELEMENTARY SCHOOL,E,6,6,6,6,6,6,7,6,6,
130,CHERRY CREEK 5,442,ASPEN CROSSING ELEMENTARY SCHOOL,E,9,8,9,9,7,7,7,6,7,
130,CHERRY CREEK 5,714,BELLEVIEW ELEMENTARY SCHOOL,E,13,9,12,12,10,12,11,12,13,
130,CHERRY CREEK 5,1155,BUFFALO TRAIL ELEMENTARY SCHOOL,E,6,6,7,6,6,6,5,6,6,
130,CHERRY CREEK 5,1566,CAMPUS MIDDLE SCHOOL,M,10,10,12,11,10,8,7,6,8,
130,CHERRY CREEK 5,1273,CANYON CREEK ELEMENTARY SCHOOL,E,11,8,9,9,7,11,10,11,9,
130,CHERRY CREEK 5,1510,CHALLENGE SCHOOL,E,11,13,13,13,13,9,9,8,9,
130,CHERRY CREEK 5,1510,CHALLENGE SCHOOL,M,12,13,13,13,13,9,10,9,7,
130,CHERRY CREEK 5,1551,CHEROKEE TRAIL HIGH SCHOOL,H,9,9,8,7,6,7,9,7,6,87.
130,CHERRY CREEK 5,1571,CHERRY CREEK CHARTER ACADEMY,E,10,12,12,12,9,9,7,9,6,
130,CHERRY CREEK 5,1571,CHERRY CREEK CHARTER ACADEMY,M,13,13,12,12,12,12,10,12,9,
130,CHERRY CREEK 5,1570,CHERRY CREEK HIGH SCHOOL,H,11,10,12,12,12,9,6,9,8,89.
130,CHERRY CREEK 5,1574,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,E,12,12,12,12,12,13,13,10,13,
130,CHERRY CREEK 5,1614,CIMARRON ELEMENTARY SCHOOL,E,6,6,6,6,5,6,6,6,5,
130,CHERRY CREEK 5,1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,E,13,12,13,12,12,13,13,12,13,
130,CHERRY CREEK 5,243,COYOTE HILLS ELEMENTARY SCHOOL,E,9,12,12,12,12,6,6,7,7,
130,CHERRY CREEK 5,1970,CREEKSIDE ELEMENTARY SCHOOL,E,10,9,10,9,9,10,12,9,9,
130,CHERRY CREEK 5,2094,DAKOTA VALLEY ELEMENTARY SCHOOL,E,7,6,7,7,7,6,6,6,6,
130,CHERRY CREEK 5,2292,DRY CREEK ELEMENTARY SCHOOL,E,12,12,12,12,11,13,12,11,12,
130,CHERRY CREEK 5,2357,EAGLECREST HIGH SCHOOL,H,6,6,7,6,6,7,6,7,6,81.
130,CHERRY CREEK 5,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,E,6,5,5,3,5,6,6,8,3,
130,CHERRY CREEK 5,2897,FALCON CREEK MIDDLE SCHOOL,M,9,9,8,9,8,8,9,6,10,
130,CHERRY CREEK 5,16,FOX HOLLOW ELEMENTARY SCHOOL,E,9,9,10,10,9,9,9,9,9,
130,CHERRY CREEK 5,3030,FOX RIDGE MIDDLE SCHOOL,M,6,8,9,9,7,5,6,6,4,
130,CHERRY CREEK 5,3589,GRANDVIEW HIGH SCHOOL,H,9,9,9,10,9,9,8,9,7,91.
130,CHERRY CREEK 5,3648,GREENWOOD ELEMENTARY SCHOOL,E,12,12,12,12,12,10,9,9,9,
130,CHERRY CREEK 5,3926,HERITAGE ELEMENTARY SCHOOL,E,9,9,10,10,9,9,10,6,8,
130,CHERRY CREEK 5,1572,HIGH PLAINS ELEMENTARY SCHOOL,E,9,9,9,9,9,10,9,9,10,
130,CHERRY CREEK 5,3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,E,5,5,5,6,3,6,4,5,6,
130,CHERRY CREEK 5,4062,HOLLY HILLS ELEMENTARY SCHOOL,E,6,5,6,6,6,7,6,6,6,
130,CHERRY CREEK 5,4078,HOMESTEAD ELEMENTARY SCHOOL,E,12,12,12,12,12,9,9,10,6,
130,CHERRY CREEK 5,4100,HORIZON MIDDLE SCHOOL,M,6,6,5,6,6,7,7,6,7,
130,CHERRY CREEK 5,4276,INDEPENDENCE ELEMENTARY SCHOOL,E,5,5,6,5,6,6,5,6,6,
130,CHERRY CREEK 5,4280,INDIAN RIDGE ELEMENTARY SCHOOL,E,10,9,10,9,10,9,10,6,9,
130,CHERRY CREEK 5,4975,LAREDO MIDDLE SCHOOL,M,6,6,7,6,7,6,6,6,6,
130,CHERRY CREEK 5,18,LIBERTY MIDDLE SCHOOL,M,7,8,8,9,9,6,6,4,6,
130,CHERRY CREEK 5,5744,MEADOW POINT ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,6,6,
130,CHERRY CREEK 5,5934,MISSION VIEJO ELEMENTARY SCHOOL,E,6,6,6,6,6,6,5,7,6,
130,CHERRY CREEK 5,6625,OVERLAND HIGH SCHOOL,H,5,5,6,5,5,6,7,2,6,79.
130,CHERRY CREEK 5,6820,PEAKVIEW ELEMENTARY SCHOOL,E,12,9,9,9,9,12,12,12,10,
130,CHERRY CREEK 5,6955,PINE RIDGE ELEMENTARY SCHOOL,E,12,9,10,9,9,12,11,12,9,
130,CHERRY CREEK 5,7102,POLTON COMMUNITY ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,9,6,
130,CHERRY CREEK 5,7116,PONDEROSA ELEMENTARY SCHOOL,E,6,6,6,6,6,8,6,7,7,
130,CHERRY CREEK 5,7158,PRAIRIE MIDDLE SCHOOL,M,6,5,6,5,6,9,6,9,6,
130,CHERRY CREEK 5,7277,RED HAWK RIDGE ELEMENTARY SCHOOL,E,8,6,6,7,6,8,7,7,8,
130,CHERRY CREEK 5,7476,ROLLING HILLS ELEMENTARY SCHOOL,E,10,12,12,11,9,9,8,9,8,
130,CHERRY CREEK 5,7559,SAGEBRUSH ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,5,6,
130,CHERRY CREEK 5,141,SKY VISTA MIDDLE SCHOOL,M,9,7,9,7,9,7,7,7,6,
130,CHERRY CREEK 5,8020,SMOKY HILL HIGH SCHOOL,H,6,6,7,7,6,6,6,6,6,80.
130,CHERRY CREEK 5,8380,SUMMIT ELEMENTARY SCHOOL,E,6,6,6,6,6,6,6,5,6,
