district_id,school_id,school,city,state,zipcode,Unnamed: 8,Developed: 11-5-12
470,2964,FLAGSTAFF CHARTER ACADEMY,LONGMONT,CO,80501,,
470,3192,FREDERICK ELEMENTARY SCHOOL,FREDERICK,CO,80530,,
470,3194,COAL RIDGE MIDDLE SCHOOL,FIRESTONE,CO,80504,,
470,3196,FREDERICK SENIOR HIGH SCHOOL,FREDERICK,CO,80530,,
470,4202,HYGIENE ELEMENTARY SCHOOL,LONGMONT,CO,80503,,
470,4278,INDIAN PEAKS ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,4333,IMAGINE CHARTER,FIRESTONE,CO,80504,,
470,5181,RED HAWK ELEMENTARY,ERIE,CO,80516,,
470,5246,LOMA LINDA ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,5282,LONGMONT HIGH SCHOOL,LONGMONT,CO,80501,,
470,5284,LONGMONT ESTATES ELEMENTARY SCHOOL,LONGMONT,CO,80503,,
470,5286,SUNSET MIDDLE SCHOOL,LONGMONT,CO,80501,,
470,5288,LONGS PEAK MIDDLE SCHOOL,LONGMONT,CO,80501,,
470,5364,LYONS ELEMENTARY SCHOOL,LYONS,CO,80540,,
470,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,LYONS,CO,80540,,
470,5722,MEAD HIGH SCHOOL,LONGMONT,CO,80504,,
470,5726,MEAD ELEMENTARY SCHOOL,MEAD,CO,80542,,
470,5730,MEAD MIDDLE SCHOOL,MEAD,CO,80542,,
470,6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,6274,NIWOT ELEMENTARY SCHOOL,NIWOT,CO,80503,,
470,6276,NIWOT HIGH SCHOOL,NIWOT,CO,80503,,
470,6344,HERITAGE MIDDLE SCHOOL,LONGMONT,CO,80501,,
470,6404,NORTHRIDGE ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,6498,OLDE COLUMBINE HIGH SCHOOL,LONGMONT,CO,80501,,
470,6499,ADULT EDUCATION/LINCOLN CENTER,LONGMONT,CO,80501,,
470,7157,PRAIRIE RIDGE ELEMENTARY SCHOOL,FIRESTONE,CO,80504,,
470,7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,7565,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,LONGMONT,CO,80501,,
470,7584,SANBORN ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,7789,SILVER CREEK HIGH SCHOOL,LONGMONT,CO,80503,,
470,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,LONGMONT,CO,80501,,
470,7954,SKYLINE HIGH SCHOOL,LONGMONT,CO,80501,,
470,8140,SPANGLER ELEMENTARY SCHOOL,LONGMONT,CO,80501,,
470,8903,TRAIL RIDGE MIDDLE SCHOOL,LONGMONT,CO,80501,,
470,8927,TWIN PEAKS CHARTER ACADEMY,LONGMONT,CO,80501,,
470,9430,WESTVIEW MIDDLE SCHOOL,LONGMONT,CO,80503,,
480,125,ARAPAHOE RIDGE HIGH SCHOOL,BOULDER,CO,80303,,
480,441,ASPEN CREEK K-8 SCHOOL,BROOMFIELD,CO,80020,,
480,652,BEAR CREEK ELEMENTARY SCHOOL,BOULDER,CO,80305,,
480,872,BIRCH ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,,
480,919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,BOULDER,CO,80303,,
480,924,BOULDER HIGH SCHOOL,BOULDER,CO,80302,,
480,930,BOULDER UNIVERSAL,BOULDER,CO,80303,,
480,934,BOULDER PREP CHARTER HIGH SCHOOL,BOULDER,CO,80301,,
480,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,BROOMFIELD,CO,80020,,
480,1070,BROOMFIELD HIGH SCHOOL,BROOMFIELD,CO,80020,,
480,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,BOULDER,CO,80303,,
480,1352,CASEY MIDDLE SCHOOL,BOULDER,CO,80304,,
480,1380,CENTAURUS HIGH SCHOOL,LAFAYETTE,CO,80026,,
480,1390,CENTENNIAL MIDDLE SCHOOL,BOULDER,CO,80304,,
480,1725,COAL CREEK ELEMENTARY SCHOOL,LOUISVILLE,CO,80027,,
480,1842,COLUMBINE ELEMENTARY SCHOOL,BOULDER,CO,80304,,
480,1883,COMMUNITY MONTESSORI SCHOOL,BOULDER,CO,80305,,
480,1996,CREST VIEW ELEMENTARY SCHOOL,BOULDER,CO,80304,,
480,2240,DOUGLASS ELEMENTARY SCHOOL,BOULDER,CO,80303,,
480,2552,EISENHOWER ELEMENTARY SCHOOL,BOULDER,CO,80303,,
480,2589,ELDORADO K-8 SCHOOL,SUPERIOR,CO,80027,,
480,2702,EMERALD ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,,
480,2892,FAIRVIEW HIGH SCHOOL,BOULDER,CO,80305,,
480,2940,FIRESIDE ELEMENTARY SCHOOL,LOUISVILLE,CO,80027,,
480,2970,FLATIRONS ELEMENTARY SCHOOL,BOULDER,CO,80302,,
480,3022,FOOTHILL ELEMENTARY SCHOOL,BOULDER,CO,80304,,
480,3488,GOLD HILL ELEMENTARY SCHOOL,GOLD HILL,CO,80302,,
480,3499,HALCYON SCHOOL (SPECIAL EDUCATION),BOULDER,CO,80303,,
480,3882,HEATHERWOOD ELEMENTARY SCHOOL,BOULDER,CO,80301,,
480,3940,HIGH PEAKS ELEMENTARY SCHOOL,BOULDER,CO,80303,,
480,4386,JAMESTOWN ELEMENTARY SCHOOL,JAMESTOWN,CO,80455,,
480,4496,JUSTICE HIGH CHARTER SCHOOL,LAFAYETTE,CO,80026,,
480,4792,KOHL ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,,
480,4874,LAFAYETTE ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,,
480,4878,ANGEVINE MIDDLE SCHOOL,LAFAYETTE,CO,80026,,
480,5302,LOUISVILLE ELEMENTARY SCHOOL,LOUISVILLE,CO,80027,,
480,5306,LOUISVILLE MIDDLE SCHOOL,LOUISVILLE,CO,80027,,
480,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,BOULDER,CO,80305,,
480,5838,MESA ELEMENTARY SCHOOL,BOULDER,CO,80305,,
480,5999,MONARCH HIGH SCHOOL,LOUISVILLE,CO,80027,,
480,6000,MONARCH K-8 SCHOOL,LOUISVILLE,CO,80027,,
480,6195,NEW VISTA HIGH SCHOOL,BOULDER,CO,80302,,
480,6208,NEDERLAND ELEMENTARY SCHOOL,NEDERLAND,CO,80466,,
480,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,NEDERLAND,CO,80466,,
480,6224,NEVIN PLATT MIDDLE SCHOOL,BOULDER,CO,80303,,
480,6642,HORIZONS K-8 SCHOOL,BOULDER,CO,80303,,
480,6816,PEAK TO PEAK CHARTER SCHOOL,LAFAYETTE,CO,80026,,
480,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,,
480,7528,RYAN ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,,
480,7592,SANCHEZ ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,,
480,8135,SOUTHERN HILLS MIDDLE SCHOOL,BOULDER,CO,80305,,
480,8387,SUMMIT MIDDLE CHARTER SCHOOL,BOULDER,CO,80305,,
480,8418,SUPERIOR ELEMENTARY SCHOOL,SUPERIOR,CO,80027,,
480,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,BOULDER,CO,80302,,
480,9544,WHITTIER ELEMENTARY SCHOOL,BOULDER,CO,80302,,
490,1130,BUENA VISTA HIGH SCHOOL,BUENA VISTA,CO,81211,,
490,1132,HARRY L MC GINNIS MIDDLE SCHOOL,BUENA VISTA,CO,81211,,
490,1154,BUENA VISTA ONLINE ACADEMY,BUENA VISTA,CO,81211,,
490,1508,CHAFFEE COUNTY HIGH SCHOOL,BUENA VISTA,CO,81211,,
490,4306,AVERY/PARSONS ELEMENTARY SCHOOL,BUENA VISTA,CO,81211,,
500,1554,CREST ACADEMY,SALIDA,CO,81201,,
500,4085,HORIZONS EXPLORATORY ACADEMY,SALIDA,CO,81201,,
500,4680,SALIDA MIDDLE SCHOOL,SALIDA,CO,81201,,
500,5268,LONGFELLOW ELEMENTARY SCHOOL,SALIDA,CO,81201,,
500,7568,SALIDA HIGH SCHOOL,SALIDA,CO,81201,,
500,7643,SALIDA EARLY CHILDHOOD CENTER,SALIDA,CO,81201,,
510,4738,KIT CARSON ELEMENTARY SCHOOL,KIT CARSON,CO,80825,,
510,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,KIT CARSON,CO,80825,,
520,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,CHEYENNE WELLS,CO,80810,,
520,1610,CHEYENNE WELLS MIDDLE SCHOOL,CHEYENNE WELLS,CO,80810,,
520,1612,CHEYENNE WELLS HIGH SCHOOL,CHEYENNE WELLS,CO,80810,,
540,1660,CLEAR CREEK MIDDLE SCHOOL,EVERGREEN,CO,80439,,
540,3385,GEORGETOWN COMMUNITY SCHOOL,GEORGETOWN,CO,80444,,
540,4212,CARLSON ELEMENTARY SCHOOL,IDAHO SPRINGS,CO,80452,,
540,4216,CLEAR CREEK HIGH SCHOOL,EVERGREEN,CO,80439,,
540,4700,KING-MURPHY ELEMENTARY SCHOOL,EVERGREEN,CO,80439,,
550,1276,CENTAURI MIDDLE SCHOOL,LA JARA,CO,81140,,
550,1378,CENTAURI HIGH SCHOOL,LA JARA,CO,81140,,
550,4836,LA JARA ELEMENTARY SCHOOL,LA JARA,CO,81140,,
550,4837,LA JARA SECOND CHANCE SCHOOL,LA JARA,CO,81140,,
550,5422,MANASSA ELEMENTARY SCHOOL,MANASSA,CO,81141,,
560,7612,SANFORD ELEMENTARY SCHOOL,SANFORD,CO,81151,,
560,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,SANFORD,CO,81151,,
580,248,GUADALUPE ELEMENTARY SCHOOL,ANTONITO,CO,81120,,
580,250,ANTONITO JUNIOR HIGH SCHOOL,ANTONITO,CO,81120,,
580,252,ANTONITO HIGH SCHOOL,ANTONITO,CO,81120,,
640,1396,CENTENNIAL JUNIOR HIGH SCHOOL,SAN LUIS,CO,81152,,
640,1398,CENTENNIAL HIGH SCHOOL,SAN LUIS,CO,81152,,
640,7588,CENTENNIAL ELEMENTARY SCHOOL,SAN LUIS,CO,81152,,
740,7876,SIERRA GRANDE ELEMENTARY SCHOOL,BLANCA,CO,81123,,
740,7878,SIERRA GRANDE MIDDLE SCHOOL,BLANCA,CO,81123,,
740,7880,SIERRA GRANDE SENIOR HIGH SCHOOL,BLANCA,CO,81123,,
770,2050,CROWLEY COUNTY ELEMENTARY SCHOOL,ORDWAY,CO,81063,,
770,2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,ORDWAY,CO,81063,,
770,2058,CROWLEY COUNTY HIGH SCHOOL,ORDWAY,CO,81063,,
860,2088,CUSTER COUNTY ELEMENTARY SCHOOL,WESTCLIFFE,CO,81252,,
860,2091,CUSTER MIDDLE SCHOOL,WESTCLIFFE,CO,81252,,
860,2092,CUSTER COUNTY HIGH SCHOOL,WESTCLIFFE,CO,81252,,
870,489,BACKPACK EARLY LEARNING ACADEMY,DELTA,CO,81416,,
870,1372,CEDAREDGE HIGH SCHOOL,CEDAREDGE,CO,81413,,
870,1375,CEDAREDGE MIDDLE SCHOOL,CEDAREDGE,CO,81413,,
870,1952,CRAWFORD ELEMENTARY SCHOOL,CRAWFORD,CO,81415,,
870,2152,DELTA ACADEMY OF APPLIED LEARNING,DELTA,CO,81416,,
870,2155,DELTA COUNTY OPPORTUNITY SCHOOL,DELTA,CO,81416,,
870,2160,DELTA MIDDLE SCHOOL,DELTA,CO,81416,,
870,2164,DELTA HIGH SCHOOL,DELTA,CO,81416,,
870,2166,DELTA VISION SCHOOL,DELTA,CO,81416,,
870,2293,DELTA COUNTY VIRTUAL ACADEMY,DELTA,CO,81416,,
870,3330,GARNET MESA ELEMENTARY SCHOOL,DELTA,CO,81416,,
870,4124,HOTCHKISS ELEMENTARY SCHOOL,HOTCHKISS,CO,81419,,
870,4128,HOTCHKISS HIGH SCHOOL,HOTCHKISS,CO,81419,,
870,4182,CEDAREDGE ELEMENTARY SCHOOL,CEDAREDGE,CO,81413,,
870,5154,LINCOLN ELEMENTARY SCHOOL,DELTA,CO,81416,,
870,6298,NORTH FORK MONTESSORI SCHOOL,HOTCHKISS,CO,81419,,
870,6700,PAONIA ELEMENTARY SCHOOL,PAONIA,CO,81428,,
870,6708,PAONIA HIGH SCHOOL,PAONIA,CO,81428,,
870,8419,SURFACE CREEK VISION SCHOOL,CEDAREDGE,CO,81413,,
870,9146,NORTH FORK VISION SCHOOL,DELTA,CO,81416,,
880,10,ABRAHAM LINCOLN HIGH SCHOOL,DENVER,CO,80219,,
880,40,RIDGE VIEW ACADEMY CHARTER SCHOOL,WATKINS,CO,80137,,
880,67,ACADEMY OF URBAN LEARNING,DENVER,CO,80218,,
880,220,AMESSE ELEMENTARY SCHOOL,DENVER,CO,80239,,
880,388,ASBURY ELEMENTARY SCHOOL,DENVER,CO,80210,,
880,408,VALDEZ ELEMENTARY SCHOOL,DENVER,CO,80211,,
880,418,ASHLEY ELEMENTARY SCHOOL,DENVER,CO,80220,,
880,520,BARNUM ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,540,BARRETT ELEMENTARY SCHOOL,DENVER,CO,80205,,
880,650,BEACH COURT ELEMENTARY SCHOOL,DENVER,CO,80221,,
880,964,BRADLEY ELEMENTARY SCHOOL,DENVER,CO,80222,,
880,1056,BROMWELL ELEMENTARY SCHOOL,DENVER,CO,80206,,
880,1076,BROWN ELEMENTARY SCHOOL,DENVER,CO,80211,,
880,1106,BRYANT WEBSTER K-8 SCHOOL,DENVER,CO,80211,,
880,1295,COLLEGIATE PREPARATORY ACADEMY,DENVER,CO,80239,,
880,1319,FRED N THOMAS CAREER EDUCATION CENTER,DENVER,CO,80211,,
880,1324,CARSON ELEMENTARY SCHOOL,DENVER,CO,80220,,
880,1345,CESAR CHAVEZ ACADEMY DENVER,DENVER,CO,80212,,
880,1400,CENTENNIAL K-8 SCHOOL,DENVER,CO,80212,,
880,1528,CHELTENHAM ELEMENTARY SCHOOL,DENVER,CO,80204,,
880,1748,COLORADO HIGH SCHOOL,DENVER,CO,80204,,
880,1774,COLFAX ELEMENTARY SCHOOL,DENVER,CO,80204,,
880,1785,COLE ARTS AND SCIENCE ACADEMY,DENVER,CO,80205,,
880,1788,COLLEGE VIEW ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,1816,COLUMBIAN ELEMENTARY SCHOOL,DENVER,CO,80211,,
880,1846,COLUMBINE ELEMENTARY SCHOOL,DENVER,CO,80205,,
880,1866,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,DENVER,CO,80204,,
880,1908,CORY ELEMENTARY SCHOOL,DENVER,CO,80210,,
880,1928,COWELL ELEMENTARY SCHOOL,DENVER,CO,80204,,
880,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,DENVER,CO,80205,,
880,2125,DENVER GREEN SCHOOL,DENVER,CO,80224,,
880,2127,DENVER LANGUAGE SCHOOL,DENVER,CO,80220,,
880,2145,DSST: GREEN VALLEY RANCH,DENVER,CO,80249,,
880,2174,DENISON MONTESSORI SCHOOL,DENVER,CO,80219,,
880,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,DENVER,CO,80204,,
880,2184,DENVER SCHOOL OF THE ARTS,DENVER,CO,80220,,
880,2185,DSST: STAPLETON,DENVER,CO,80235,,
880,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,DENVER,CO,80218,,
880,2205,DCIS AT FORD,DENVER,CO,80239,,
880,2209,DCIS AT MONTBELLO,DENVER,CO,80239,,
880,2223,DSST: COLE,DENVER,CO,80205,,
880,2258,DOULL ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,2349,ESCALANTE-BIGGS ACADEMY,DENVER,CO,80239,,
880,2364,EAGLETON ELEMENTARY SCHOOL,DENVER,CO,80204,,
880,2398,EAST HIGH SCHOOL,DENVER,CO,80206,,
880,2506,EDISON ELEMENTARY SCHOOL,DENVER,CO,80212,,
880,2652,ELLIS ELEMENTARY SCHOOL,DENVER,CO,80222,,
880,2726,EMILY GRIFFITH TECHNICAL COLLEGE,DENVER,CO,80204,,
880,2755,VENTURE PREP,DENVER,CO,80207,,
880,2757,HIGH TECH EARLY COLLEGE,DENVER,CO,80239,,
880,2789,ESCUELA TLATELOLCO SCHOOL,DENVER,CO,80211,,
880,2856,FAIRMONT K-8 SCHOOL,DENVER,CO,80223,,
880,2880,FAIRVIEW ELEMENTARY SCHOOL,DENVER,CO,80204,,
880,3000,FLORENCE CRITTENTON HIGH SCHOOL,DENVER,CO,80223,,
880,3032,FORCE ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,3038,FORD ELEMENTARY SCHOOL,DENVER,CO,80239,,
880,3296,GARDEN PLACE ELEMENTARY SCHOOL,DENVER,CO,80216,,
880,3340,ARCHULETA ELEMENTARY SCHOOL,DENVER,CO,80239,,
880,3378,GEORGE WASHINGTON HIGH SCHOOL,DENVER,CO,80224,,
880,3426,GILPIN ELEMENTARY SCHOOL,DENVER,CO,80205,,
880,3478,GODSMAN ELEMENTARY SCHOOL,DENVER,CO,80223,,
880,3512,GOLDRICK ELEMENTARY SCHOOL,DENVER,CO,80223,,
880,3600,GRANT MIDDLE SCHOOL,DENVER,CO,80210,,
880,3605,GRANT RANCH K-8 SCHOOL,DENVER,CO,80123,,
880,3639,GIRLS ATHLETIC LEADERSHIP SCHOOL,DENVER,CO,80209,,
880,3641,GREEN VALLEY ELEMENTARY SCHOOL,DENVER,CO,80249,,
880,3647,GREENWOOD ECE-8,DENVER,CO,80239,,
880,3655,GREENLEE ELEMENTARY SCHOOL,DENVER,CO,80204,,
880,3704,GUST ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,3746,HAMILTON MIDDLE SCHOOL,DENVER,CO,80231,,
880,3778,HARRINGTON ELEMENTARY SCHOOL,DENVER,CO,80205,,
880,3987,HIGHLINE ACADEMY CHARTER SCHOOL,DENVER,CO,80231,,
880,3990,HILL CAMPUS OF ARTS AND SCIENCES,DENVER,CO,80220,,
880,4074,HOLM ELEMENTARY SCHOOL,DENVER,CO,80231,,
880,4140,HOWELL K-8 SCHOOL,DENVER,CO,80239,,
880,4444,JOHN F KENNEDY HIGH SCHOOL,DENVER,CO,80227,,
880,4450,JOHNSON ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,4494,JUSTICE HIGH SCHOOL DENVER,DENVER,CO,80211,,
880,4498,KAISER ELEMENTARY SCHOOL,DENVER,CO,80236,,
880,4507,KIPP MONTBELLO COLLEGE PREP,DENVER,CO,80239,,
880,4656,KEPNER MIDDLE SCHOOL,DENVER,CO,80219,,
880,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,DENVER,CO,80223,,
880,4732,KIPP SUNSHINE PEAK ACADEMY,DENVER,CO,80223,,
880,4762,KNAPP ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,4782,HALLETT FUNDAMENTAL ACADEMY,DENVER,CO,80207,,
880,4795,KUNSMILLER CREATIVE ARTS ACADEMY,DENVER,CO,80219,,
880,4910,LAKE MIDDLE SCHOOL,DENVER,CO,80204,,
880,5129,LIFE SKILLS CENTER OF DENVER,DENVER,CO,80204,,
880,5158,LINCOLN ELEMENTARY SCHOOL,DENVER,CO,80209,,
880,5255,LAKE INTERNATIONAL SCHOOL,DENVER,CO,80204,,
880,5342,LOWRY ELEMENTARY SCHOOL,DENVER,CO,80230,,
880,5430,MANNY MARTINEZ MIDDLE SCHOOL,DENVER,CO,80204,,
880,5448,MANUAL HIGH SCHOOL,DENVER,CO,80205,,
880,5578,MARRAMA ELEMENTARY SCHOOL,DENVER,CO,80249,,
880,5605,MARTIN LUTHER KING JR. EARLY COLLEGE,DENVER,CO,80249,,
880,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,DENVER,CO,80223,,
880,5644,MAXWELL ELEMENTARY SCHOOL,DENVER,CO,80239,,
880,5685,MCGLONE ELEMENTARY SCHOOL,DENVER,CO,80239,,
880,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,DENVER,CO,80210,,
880,5716,MC MEEN ELEMENTARY SCHOOL,DENVER,CO,80222,,
880,5826,MERRILL MIDDLE SCHOOL,DENVER,CO,80210,,
880,5844,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,DENVER,CO,80211,,
880,5995,MONTBELLO HIGH SCHOOL,DENVER,CO,80239,,
880,5998,OAKLAND ELEMENTARY SCHOOL,DENVER,CO,80239,,
880,6002,MONTCLAIR ELEMENTARY SCHOOL,DENVER,CO,80220,,
880,6088,MOORE K-8 SCHOOL,DENVER,CO,80218,,
880,6098,MOREY MIDDLE SCHOOL,DENVER,CO,80218,,
880,6188,MUNROE ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,6239,NOEL COMMUNITY ARTS SCHOOL,DENVER,CO,80239,,
880,6254,NEWLON ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,6314,NORTH HIGH SCHOOL,DENVER,CO,80211,,
880,6350,BRUCE RANDOLPH SCHOOL,DENVER,CO,80205,,
880,6394,NORTHEAST ACADEMY CHARTER SCHOOL,DENVER,CO,80239,,
880,6397,ACADEMIA ANA MARIE SANDOVAL,DENVER,CO,80211,,
880,6479,ODYSSEY CHARTER ELEMENTARY SCHOOL,DENVER,CO,80207,,
880,6508,OMAR D BLAIR CHARTER SCHOOL,DENVER,CO,80249,,
880,6509,ONLINE HIGH SCHOOL,DENVER,CO,80203,,
880,6676,PALMER ELEMENTARY SCHOOL,DENVER,CO,80220,,
880,6754,PARK HILL SCHOOL,DENVER,CO,80220,,
880,6784,NOEL MIDDLE SCHOOL,DENVER,CO,80239,,
880,6957,PIONEER CHARTER SCHOOL,DENVER,CO,80205,,
880,6970,PITT-WALLER K-8 SCHOOL,DENVER,CO,80249,,
880,7045,PLACE BRIDGE ACADEMY,DENVER,CO,80224,,
880,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),DENVER,CO,80205,,
880,7554,SABIN WORLD SCHOOL,DENVER,CO,80236,,
880,7578,SAMUELS ELEMENTARY SCHOOL,DENVER,CO,80237,,
880,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,DENVER,CO,80219,,
880,7698,SCHMITT ELEMENTARY SCHOOL,DENVER,CO,80223,,
880,7942,SKINNER MIDDLE SCHOOL,DENVER,CO,80211,,
880,7972,SLAVENS K-8 SCHOOL,DENVER,CO,80210,,
880,7992,SMILEY MIDDLE SCHOOL,DENVER,CO,80207,,
880,8006,SMITH ELEMENTARY SCHOOL,DENVER,CO,80207,,
880,8053,SOAR GREEN VALLEY RANCH,DENVER,CO,80239,,
880,8054,HENRY WORLD SCHOOL GRADES 6-8,DENVER,CO,80227,,
880,8085,WEST DENVER PREP:  FEDERAL CAMPUS,DENVER,CO,80219,,
880,8086,SOUTH HIGH SCHOOL,DENVER,CO,80210,,
880,8131,SOAR AT OAKLAND,DENVER,CO,80239,,
880,8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,DENVER,CO,80236,,
880,8138,SOUTHMOOR ELEMENTARY SCHOOL,DENVER,CO,80237,,
880,8145,SUMMIT ACADEMY,DENVER,CO,80219,,
880,8149,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,DENVER,CO,80209,,
880,8222,STECK ELEMENTARY SCHOOL,DENVER,CO,80220,,
880,8232,STEDMAN ELEMENTARY SCHOOL,DENVER,CO,80207,,
880,8242,STEELE ELEMENTARY SCHOOL,DENVER,CO,80209,,
880,8422,SWANSEA ELEMENTARY SCHOOL,DENVER,CO,80216,,
880,8453,SWIGERT-MCAULIFFE INTERNATIONAL ECE-8,DENVER,CO,80207,,
880,8776,TELLER ELEMENTARY SCHOOL,DENVER,CO,80206,,
880,8822,THOMAS JEFFERSON HIGH SCHOOL,DENVER,CO,80237,,
880,8888,TRAYLOR ELEMENTARY SCHOOL,DENVER,CO,80227,,
880,8909,TREVISTA ECE-8 AT HORACE MANN,DENVER,CO,80211,,
880,8945,UNIVERSITY PREP,DENVER,CO,80205,,
880,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,DENVER,CO,80210,,
880,8995,VISTA ACADEMY,DENVER,CO,80249,,
880,9050,VALVERDE ELEMENTARY SCHOOL,DENVER,CO,80223,,
880,9336,WEST DENVER PREP - HIGHLAND CAMPUS,DENVER,CO,80211,,
880,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,DENVER,CO,80219,,
880,9390,WEST DENVER PREP - LAKE CAMPUS,DENVER,CO,80204,,
880,9408,WEST HIGH SCHOOL,DENVER,CO,80204,,
880,9425,WESTERLY CREEK ELEMENTARY,DENVER,CO,80238,,
880,9496,CASTRO ELEMENTARY SCHOOL,DENVER,CO,80219,,
880,9548,WHITTIER K-8 SCHOOL,DENVER,CO,80205,,
880,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,DENVER,CO,80238,,
880,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,DENVER,CO,80205,,
890,50,RICO ELEMENTARY SCHOOL,RICO,CO,81332,,
890,2216,DOVE CREEK HIGH SCHOOL,DOVE CREEK,CO,81324,,
890,7764,SEVENTH STREET ELEMENTARY SCHOOL,DOVE CREEK,CO,81324,,
900,11,ACADEMY CHARTER SCHOOL,CASTLE ROCK,CO,80104,,
900,12,ACRES GREEN ELEMENTARY SCHOOL,LITTLETON,CO,80124,,
900,135,BEN FRANKLIN ACADEMY,LITTLETON,CO,80000,,
900,201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,CASTLE ROCK,CO,80104,,
900,215,AMERICAN ACADEMY AT CASTLE PINES CHARTER,LONE TREE,CO,80124,,
900,264,CIMARRON MIDDLE,PARKER,CO,80134,,
900,265,CLEAR SKY ELEMENTARY,CASTLE ROCK,CO,80109,,
900,266,GOLD RUSH ELEMENTARY,PARKER,CO,80134,,
900,267,MESA MIDDLE SCHOOL,CASTLE ROCK,CO,80104,,
900,354,ARROWWOOD ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80130,,
900,651,BEAR CANYON ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80126,,
900,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,CASTLE ROCK,CO,80108,,
900,1270,EARLY CHILDHOOD CENTER,CASTLE ROCK,CO,80104,,
900,1362,CASTLE ROCK ELEMENTARY SCHOOL,CASTLE ROCK,CO,80104,,
900,1367,CASTLE VIEW HIGH SCHOOL,CASTLE ROCK,CO,80109,,
900,1503,CHAPARRAL HIGH SCHOOL,PARKER,CO,80134,,
900,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,PARKER,CO,80134,,
900,1555,CLOVERLEAF HOME EDUCATION,CASTLE ROCK,CO,80104,,
900,1578,CHERRY VALLEY ELEMENTARY SCHOOL,FRANKTOWN,CO,80116,,
900,1579,NORTH STAR ACADEMY,PARKER,CO,80134,,
900,1873,CORE KNOWLEDGE CHARTER SCHOOL,PARKER,CO,80138,,
900,1899,COPPER MESA ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80126,,
900,1925,COUGAR RUN ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80126,,
900,1934,COYOTE CREEK ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80129,,
900,2012,CRESTHILL MIDDLE SCHOOL,HIGHLANDS RANCH,CO,80130,,
900,2226,CASTLE ROCK MIDDLE SCHOOL,CASTLE ROCK,CO,80109,,
