district_id,school_id,school,city,state,zipcode
130,2428,Eastridge Community Elementary School,Aurora,CO,80014
2690,2438,Eva R Baca Elementary School,Pueblo,CO,81001
3085,2448,Eaton Elementary School,Eaton,CO,80615
3085,2452,Eaton Middle School,Eaton,CO,80615
3085,2456,Eaton High School,Eaton,CO,80615
1580,2481,Eckhart Elementary School,Trinidad,CO,81082
1420,2496,Edgewater Elementary School,Edgewater,CO,80214
1120,2504,Edison Academy,Yoder,CO,80864
880,2506,Edison Elementary School,Denver,CO,80212
1010,2510,Edison Elementary School,Colorado Springs,CO,80907
1120,2514,Edison Elementary School,Yoder,CO,80864
2760,2522,Hayden Valley Elementary School,Hayden,CO,81639
1040,2524,Edith Wolford Elementary School,Colorado Springs,CO,80908
1120,2526,Edison Junior-Senior High School,Yoder,CO,80864
1010,2528,Nikola Tesla Education Opportunity Center,Colorado Springs,CO,80910
910,2530,Edwards Elementary School,Edwards,CO,81632
1420,2550,Eiber Elementary School,Lakewood,CO,80215
480,2552,Eisenhower Elementary School,Boulder,CO,80303
950,2570,Elbert Elementary School,Elbert,CO,80106
920,2572,Legacy Academy,Elizabeth,CO,80107
1195,2573,Elk Creek Elementary,New Castle,CO,81647
950,2574,Elbert Junior-Senior High School,Elbert,CO,80106
20,2576,Cherry Drive Elementary School,Thornton,CO,80233
20,2578,Skyview Elementary School,Thornton,CO,80241
20,2580,Hunters Glen Elementary School,Thornton,CO,80241
20,2582,Rocky Mountain Elementary School,Westminster,CO,80030
20,2584,Riverdale Elementary School,Thornton,CO,80233
480,2589,Eldorado K-8 School,Superior,CO,80027
920,2604,Elizabeth Middle School,Elizabeth,CO,80107
920,2608,Elizabeth High School,Elizabeth,CO,80107
1420,2616,Elk Creek Elementary School,Pine,CO,80470
180,2618,Elkhart Elementary School,Aurora,CO,80011
2690,2620,Fountain International Magnet School,Pueblo,CO,81001
1050,2638,Ellicott Elementary School,Ellicott,CO,80808
1050,2640,Ellicott Middle School,Ellicott,CO,80808
1050,2642,Ellicott Senior High School,Ellicott,CO,80808
880,2652,Ellis Elementary School,Denver,CO,80222
900,2656,Eldorado Elementary School,Highlands Ranch,CO,80126
480,2702,Emerald Elementary School,Broomfield,CO,80020
2000,2724,New Emerson School At Columbus,Grand Junction,CO,81503
880,2726,Emily Griffith Opportunity School,Denver,CO,80204
120,2746,Englewood High School,Englewood,CO,80113
120,2750,Englewood Leadership Academy,Englewood,CO,80113
120,2752,Englewood Middle School,Englewood,CO,80110
880,2755,Venture Prep,Denver,CO,80207
470,2758,Erie Elementary School,Erie,CO,80516
470,2760,Erie Middle School,Erie,CO,80516
470,2761,Erie High School,Erie,CO,80516
1570,2788,Estes Park Options School,Estes Park,CO,80157
880,2789,Escuela Tlatelolco School,Denver,CO,80211
1570,2790,Estes Park K-5 School,Estes Park,CO,80517
1570,2792,Estes Park Middle School,Estes Park,CO,80517
1570,2794,Estes Park High School,Estes Park,CO,80517
1420,2799,Excel Academy Charter School,Arvada,CO,80005
1040,2800,Explorer Elementary School,Colorado Springs,CO,80920
140,2804,Euclid Middle School,Littleton,CO,80120
100,2818,Evans Elementary School,Alamosa,CO,81101
1420,2820,Everitt Middle School,Wheat Ridge,CO,80033
1420,2832,Evergreen Middle School,Evergreen,CO,80439
1420,2836,Evergreen High School,Evergreen,CO,80439
8001,2837,Early College High School At Arvada,Arvada,CO,80003
9130,2840,Expeditionary Learning School,Denver,CO,80222
3120,2850,University Schools,Greeley,CO,80634
880,2856,Fairmont K-8 School,Denver,CO,80223
1420,2866,Fairmount Elementary School,Golden,CO,80403
70,2876,Fairview Elementary School,Denver,CO,80221
1110,2877,Falcon Virtual Academy,Falcon,CO,80831
880,2880,Fairview Elementary School,Denver,CO,80204
480,2892,Fairview High School,Boulder,CO,80305
130,2897,Falcon Creek Middle School,Aurora,CO,80016
1110,2902,Falcon Elementary School,Falcon,CO,80831
1110,2906,Falcon Middle School,Peyton,CO,80831
1110,2908,Falcon High School,Peyton,CO,80831
470,2912,Fall River Elementary School,Longmont,CO,80501
20,2918,Federal Heights Elementary School,Denver,CO,80221
140,2926,Field Elementary School,Littleton,CO,80121
480,2940,Fireside Elementary School,Louisville,CO,80027
2180,2942,Early Childhood Center,Montrose,CO,81403
1580,2944,Fisher's Peak Elementary School,Trinidad,CO,81082
40,2945,Foundations Academy,Brighton,CO,80601
1420,2946,Fitzmorris Elementary School,Arvada,CO,80004
180,2951,Aurora Public Schools Child Development Center,Aurora,CO,80011
900,2952,Mammoth Heights Elementary,Parker,CO,80134
900,2953,Stone Mountain Elementary,Highlands Ranch,CO,80129
900,2954,Roxborough Intermediate,Littleton,CO,80125
1450,2956,Flagler Elementary School,Flagler,CO,80815
1450,2958,Flagler Middle School,Flagler,CO,80815
1450,2960,Flagler Senior High School,Flagler,CO,80815
1150,2961,Focus Academy,Florence,CO,81226
1420,2963,Falcon Bluffs Middle School,Littleton,CO,80128
470,2964,Flagstaff Charter Academy,Longmont,CO,80501
900,2965,Flagstone Elementary School,Castle Rock,CO,80104
480,2970,Flatirons Elementary School,Boulder,CO,80302
1850,2980,Fleming Elementary School,Fleming,CO,80728
1850,2988,Fleming High School,Fleming,CO,80728
180,2995,Fletcher Intermediate Science & Technology School,Aurora,CO,80010
180,2998,Fletcher Primary School,Aurora,CO,80010
880,3000,Florence Crittenton High School,Denver,CO,80223
1150,3002,Florence High School,Florence,CO,81226
1520,3012,Florida Mesa Elementary School,Durango,CO,81301
480,3022,Foothill Elementary School,Boulder,CO,80304
1420,3025,Foothills Elementary School,Lakewood,CO,80228
1000,3027,Eagleside Elementary School,Fountain,CO,80817
130,3030,Fox Ridge Middle School,Aurora,CO,80016
880,3032,Force Elementary School,Denver,CO,80219
880,3038,Ford Elementary School,Denver,CO,80239
1550,3046,Fort Collins High School,Fort Collins,CO,80525
1520,3050,Fort Lewis Mesa Elementary School,Hesperus,CO,81326
123,3054,Fort Logan Elementary School,Englewood,CO,80150
3140,3066,Fort Lupton Middle School,Fort Lupton,CO,80621
3140,3070,Fort Lupton High School,Fort Lupton,CO,80621
2405,3074,Fort Morgan Middle School,Fort Morgan,CO,80701
2405,3078,Fort Morgan High School,Fort Morgan,CO,80701
1420,3088,Foster Elementary School,Arvada,CO,80002
3090,3090,Lochbuie Elementary School,Lochbuie,CO,80603
1000,3102,Aragon Elementary School,Fountain,CO,80817
1040,3104,Foothills Elementary School,Colorado Springs,CO,80919
1550,3105,Fossil Ridge High School,Fort Collins,CO,80528
1000,3106,Fountain Middle School,Fountain,CO,80817
1000,3108,Mesa Elementary School,Fountain,CO,80817
1000,3110,Fountain-Fort Carson High School,Fountain,CO,80817
2540,3130,Fowler Junior High School,Fowler,CO,81039
2540,3134,Fowler High School,Fowler,CO,81039
900,3138,Fox Creek Elementary School,Highlands Ranch,CO,80130
70,3144,Francis M. Day Elementary School,Denver,CO,80221
3120,3162,Franklin Middle School,Greeley,CO,80634
900,3172,Franktown Elementary School,Franktown,CO,80116
1010,3175,Freedom Elementary School,Colorado Springs,CO,80923
1350,3182,Fraser Valley Elementary School,Fraser,CO,80442
470,3192,Frederick Elementary School,Frederick,CO,80530
470,3194,Coal Ridge Middle School,Firestone,CO,80504
470,3196,Frederick Senior High School,Frederick,CO,80530
1420,3201,Free Horizon Montessori Charter School,Golden,CO,80401
2690,3206,Freed Middle School,Pueblo,CO,81003
1140,3211,Garden Park High School,Canon City,CO,81212
1420,3216,Fremont Elementary School,Arvada,CO,80004
1010,3218,Fremont Elementary School,Colorado Springs,CO,80918
1160,3220,Cotopaxi Elementary School,Cotopaxi,CO,81223
1150,3224,Fremont Elementary School,Florence,CO,81226
1150,3226,Fremont Middle School,Florence,CO,81226
1160,3228,Cotopaxi Junior-Senior High School,Cotopaxi,CO,81223
990,3234,French Elementary School,Colorado Springs,CO,80911
920,3236,Frontier High School,Elizabeth,CO,80107
1040,3238,Frontier Elementary School,Colorado Springs,CO,80920
900,3241,Frontier Valley Elementary School,Parker,CO,80138
2000,3244,Fruita Middle School,Fruita,CO,81521
1420,3250,Norma Anderson Preschool,Wheat Ridge,CO,80033
2000,3262,Fruitvale Elementary School,Grand Junction,CO,81504
180,3272,Fulton Elementary School,Aurora,CO,80010
2700,3279,Futures Academy,Pueblo,CO,81001
1195,3281,Graham Mesa Elementary School,Rifle,CO,81650
3085,3286,Galeton Elementary School,Galeton,CO,80622
880,3296,Garden Place Elementary School,Denver,CO,80216
1390,3306,Gardner Elementary School,Gardner,CO,81040
1560,3320,Garfield Elementary School,Loveland,CO,80537
1195,3325,Kaplan Academy Of Colorado,Rifle,CO,81650
870,3330,Garnet Mesa Elementary School,Delta,CO,81416
880,3340,Archuleta Elementary School,Denver,CO,80239
2000,3350,Gateway School,Gateway,CO,81522
180,3354,Gateway High School,Aurora,CO,80012
1010,3360,Galileo School Of Math And Science,Colorado Springs,CO,80909
880,3378,George Washington High School,Denver,CO,80224
540,3385,Georgetown Community School,Georgetown,CO,80444
8001,3387,Goal Ged Prep,Westminster,CO,80030
980,3392,Giberson Elementary School,Colorado Springs,CO,80916
3080,3398,Gilcrest Elementary School,Gilcrest,CO,80623
880,3426,Gilpin Elementary School,Denver,CO,80205
1420,3450,Glennon Heights Elementary School,Lakewood,CO,80226
1180,3460,Glenwood Springs Elementary School,Glenwood Springs,CO,81602
1180,3464,Glenwood Springs Middle School,Glenwood Springs,CO,81601
1180,3468,Glenwood Springs High School,Glenwood Springs,CO,81601
2000,3469,Glade Park Community School,Glade Park,CO,81523
1010,3470,Globe Charter School,Colorado Springs,CO,80909
180,3471,Global Village Academy,Aurora,CO,80017
140,3472,Goddard Middle School,Littleton,CO,80123
8001,3475,Goal Academy,Westminster,CO,80300
880,3478,Godsman Elementary School,Denver,CO,80223
1020,3482,Gold Camp Elementary School,Colorado Springs,CO,80906
480,3488,Gold Hill Elementary School,Gold Hill,CO,80302
480,3499,Halcyon School (Special Education),Boulder,CO,80303
1420,3502,Golden High School,Golden,CO,80401
880,3512,Goldrick Elementary School,Denver,CO,80223
980,3522,Fox Meadow Middle School,Colorado Springs,CO,80906
1420,3536,Governor's Ranch Elementary School,Littleton,CO,80123
1080,3539,Bear Creek Elementary School,Monument,CO,80132
2650,3542,Granada Elementary School,Granada,CO,81041
2650,3546,Granada Undivided High School,Granada,CO,81041
1350,3556,Granby Elementary School,Granby,CO,80446
2000,3570,Grand Junction High School,Grand Junction,CO,81501
1350,3572,Grand Lake Elementary School,Grand Lake,CO,80447
1220,3578,Bea Underwood Elementary School,Parachute,CO,81635
1990,3582,Grand Mesa High School,Collbran,CO,81624
2000,3584,Grand Mesa Middle School,Grand Junction,CO,81504
1220,3585,Grand Valley Center For Family Learning,Parachute,CO,81635
1220,3586,Grand Valley High School,Parachute,CO,81635
130,3589,Grandview High School,Aurora,CO,80016
1010,3592,Grant Elementary School,Colorado Springs,CO,80918
880,3600,Grant Middle School,Denver,CO,80210
1220,3603,L.W. St. John Elementary School,Parachute,CO,81635
880,3605,Grant Ranch K-8 School,Denver,CO,80123
3120,3610,Greeley Central High School,Greeley,CO,80631
3120,3614,Greeley West High School,Greeley,CO,80634
2405,3620,Green Acres Elementary School,Fort Morgan,CO,80701
1420,3622,Green Gables Elementary School,Lakewood,CO,80227
1420,3624,Green Mountain Elementary School,Lakewood,CO,80228
1420,3628,Green Mountain High School,Lakewood,CO,80228
880,3639,Girls Athletic Leadership School,Denver,CO,80209
880,3641,Green Valley Elementary School,Denver,CO,80249
880,3647,Greenwood Elementary School,Denver,CO,80239
130,3648,Greenwood Elementary School,Greenwood Village,CO,80111
70,3649,Gregory Hill Preschool,Westminster,CO,80030
880,3655,Greenlee Elementary School,Denver,CO,80204
3148,3672,Pawnee Elementary School,Grover,CO,80729
2610,3681,Guffey Charter School,Guffey,CO,80820
1360,3690,Gunnison Elementary School,Gunnison,CO,81230
1360,3694,Gunnison High School,Gunnison,CO,81230
1360,3697,Gunnison Middle School,Gunnison,CO,81230
1360,3701,Gunnison Valley School,Gunnison,CO,81230
1360,3702,Lake School,Gunnison,CO,81230
880,3704,Gust Elementary School,Denver,CO,80219
910,3710,Gypsum Elementary School,Gypsum,CO,81637
2690,3724,Haaff Elementary School,Pueblo,CO,81001
1420,3726,Hackberry Hill Elementary School,Arvada,CO,80003
1828,3729,Hagen Early Education Center,Sterling,CO,80751
880,3746,Hamilton Middle School,Denver,CO,80231
1070,3758,Hanover Junior-Senior High School,Colorado Springs,CO,80928
1550,3760,Centennial High School,Fort Collins,CO,80524
880,3778,Harrington Elementary School,Denver,CO,80205
1550,3787,Harris Bilingual Elementary School,Fort Collins,CO,80524
1550,3791,Lab Elementary School For Creative Learning,Fort Collins,CO,80521
70,3792,Harris Park Elementary School,Westminster,CO,80030
1140,3802,Harrison School,Canon City,CO,81212
980,3806,Harrison High School,Colorado Springs,CO,80906
2630,3846,Haxtun Elementary School,Haxtun,CO,80731
2630,3850,Haxtun High School,Haxtun,CO,80731
2760,3860,Hayden Middle School,Hayden,CO,81639
2760,3862,Hayden High School,Hayden,CO,81639
3120,3880,Heath Middle School,Greeley,CO,80631
480,3882,Heatherwood Elementary School,Boulder,CO,80301
1010,3890,Hunt Elementary School,Colorado Springs,CO,80903
40,3900,Henderson Elementary School,Henderson,CO,80640
1010,3920,Henry Elementary School,Colorado Springs,CO,80915
2690,3924,Heritage Elementary School,Pueblo,CO,81004
130,3926,Heritage Elementary School,Centennial,CO,80111
900,3928,Heritage Elementary School,Highlands Ranch,CO,80126
140,3930,Heritage High School,Littleton,CO,80120
70,3931,Hidden Lake High School,Westminster,CO,80030
480,3940,High Peaks Elementary School,Boulder,CO,80303
140,3950,Highland Elementary School,Centennial,CO,80121
3145,3958,Highland Elementary School,Pierce,CO,80650
3145,3961,Highland Middle School,Ault,CO,80610
3145,3962,Highland High School,Ault,CO,80610
1195,3967,Highland Elementary School,Rifle,CO,81650
2690,3976,Highland Park Elementary School,Pueblo,CO,81005
900,3980,Highlands Ranch High School,Highlands Ranch,CO,80130
1040,3985,High Plains Elementary School,Colorado Springs,CO,80920
880,3987,Highline Academy Charter School,Denver,CO,80231
130,3988,Highline Community Elementary School,Aurora,CO,80012
880,3990,Hill Campus Of Arts And Sciences,Denver,CO,80220
900,3995,Hope On-Line,Englewood,CO,80112
20,4000,Hillcrest Elementary School,Northglenn,CO,80221
180,4024,Hinkley High School,Aurora,CO,80011
1600,4044,Hoehne Elementary School,Hoehne,CO,81046
1600,4045,Hoehne Junior High School,Trinidad,CO,81082
1600,4048,Hoehne High School,Trinidad,CO,81082
2670,4058,Holly High School,Holly,CO,81047
130,4062,Holly Hills Elementary School,Denver,CO,80222
2670,4069,Holly Junior High School,Holly,CO,81047
1010,4070,Holmes Middle School,Colorado Springs,CO,80904
880,4074,Holm Elementary School,Denver,CO,80231
2620,4076,Holyoke Elementary School,Holyoke,CO,80734
130,4078,Homestead Elementary School,Centennial,CO,80112
2620,4079,Holyoke Junior High School,Holyoke,CO,80734
2620,4080,Holyoke Senior High School,Holyoke,CO,80734
2000,4084,Lincoln Park Preschool,Grand Junction,CO,81501
500,4085,Horizons Exploratory Academy,Salida,CO,81201
1010,4090,Mann Middle School,Colorado Springs,CO,80907
130,4100,Horizon Middle School,Aurora,CO,80013
1110,4102,Horizon Middle School,Colorado Springs,CO,80915
20,4108,Horizon High School,Brighton,CO,80601
870,4124,Hotchkiss Elementary School,Hotchkiss,CO,81419
870,4128,Hotchkiss High School,Hotchkiss,CO,81419
1010,4138,Howbert Elementary School,Colorado Springs,CO,80904
880,4140,Howell K-8 School,Denver,CO,80239
3090,4148,Hudson Elementary School,Hudson,CO,80642
1780,4158,Genoa-Hugo Elementary School,Hugo,CO,80821
1780,4160,Genoa-Hugo Middle School,Hugo,CO,80821
1390,4161,Huerfano County Opportunity And Enrichment School,Walsenburg,CO,81089
1780,4162,Genoa-Hugo Senior High School,Hugo,CO,80821
20,4172,Hulstrom Options K-8 School,Northglenn,CO,80233
1540,4179,Ignacio Academy,Ignacio,CO,81137
870,4182,Cedaredge Elementary School,Cedaredge,CO,81413
20,4187,Silver Hills Middle School,Northglenn,CO,80234
1420,4190,Hutchinson Elementary School,Lakewood,CO,80228
470,4202,Hygiene Elementary School,Longmont,CO,80503
540,4212,Carlson Elementary School,Idaho Springs,CO,80452
540,4216,Clear Creek High School,Evergreen,CO,80439
3220,4227,Idalia Elementary School,Idalia,CO,80735
3220,4231,Idalia Junior-Senior High School,Idalia,CO,80735
1540,4250,Ignacio Elementary School,Ignacio,CO,81137
1110,4251,The Imagine Classical Academy At Indigo Ranch,Colorado Springs,CO,80923
1540,4252,Ignacio Intermediate School,Ignacio,CO,81137
1540,4254,Ignacio Junior High School,Ignacio,CO,81137
1540,4258,Ignacio High School,Ignacio,CO,81137
180,4270,Iowa Elementary School,Aurora,CO,80017
900,4271,Legend High School,Parker,CO,80134
130,4276,Independence Elementary School,Aurora,CO,80015
1350,4277,Indian Peaks Charter School,Granby,CO,80446
470,4278,Indian Peaks Elementary School,Longmont,CO,80501
130,4280,Indian Ridge Elementary School,Aurora,CO,80015
1550,4282,Irish Elementary School,Fort Collins,CO,80521
900,4292,Iron Horse Elementary School,Parker,CO,80138
2690,4302,Irving Elementary School,Pueblo,CO,81003
490,4306,Avery/Parsons Elementary School,Buena Vista,CO,81211
140,4316,Newton Middle School,Centennial,CO,80122
1560,4332,Ivy Stockwell Elementary School,Berthoud,CO,80513
470,4333,Imagine Charter,Firestone,CO,80504
990,4346,Talbott Elementary School,Colorado Springs,CO,80911
3120,4356,Jackson Elementary School,Greeley,CO,80631
1010,4358,Jackson Elementary School,Colorado Springs,CO,80907
2862,4369,Insight School Of Colorado At Julesburg,Julesburg,CO,80737
2690,4376,James H Risley Middle School,Pueblo,CO,81001
980,4378,James Irwin Charter High School,Colorado Springs,CO,80916
980,4379,James Irwin Charter Middle School,Colorado Springs,CO,80916
980,4380,James Irwin Charter Elementary School,Colorado Springs,CO,80916
180,4385,Jamaica Child Development Center,Aurora,CO,80011
480,4386,Jamestown Elementary School,Jamestown,CO,80455
990,4394,Janitell Junior High School,Fountain,CO,80817
1420,4402,Jefferson Academy Charter School,Broomfield,CO,80021
1420,4404,Jefferson Charter Academy Junior High School,Broomfield,CO,80020
1420,4408,Jeffco's 21st Century Virtual Academy,Golden,CO,80401
1420,4410,Jefferson Charter Academy Senior High School,Broomfield,CO,80021
1420,4422,Jefferson High School,Edgewater,CO,80214
1010,4424,Jenkins Middle School,Colorado Springs,CO,80918
3120,4425,Jefferson High School,Greeley,CO,80631
180,4426,Jewell Elementary School,Aurora,CO,80012
3120,4438,John Evans Middle School,Greeley,CO,80631
880,4444,John F Kennedy High School,Denver,CO,80227
140,4447,John Wesley Powell Middle School,Littleton,CO,80122
880,4450,Johnson Elementary School,Denver,CO,80219
1550,4456,Johnson Elementary School,Fort Collins,CO,80526
2180,4458,Johnson Elementary School,Montrose,CO,81401
70,4465,Josephine Hodgkins Elementary School,Denver,CO,80221
1000,4474,Jordahl Elementary School,Fountain,CO,80817
1420,4478,Sheridan Green Elementary School,Westminster,CO,80020
2862,4488,Julesburg Elementary School,Julesburg,CO,80737
2862,4492,Julesburg High School,Julesburg,CO,80737
880,4494,Justice High School Denver,Denver,CO,80211
290,4495,Jump Start Learning Center,Las Animas,CO,81054
480,4496,Justice High Charter School,Lafayette,CO,80026
880,4498,Kaiser Elementary School,Denver,CO,80236
1810,4502,Karval Elementary School,Karval,CO,80823
1810,4504,Karval Online Education,Karval,CO,80823
1810,4506,Karval Junior-Senior High School,Karval,CO,80823
1195,4510,Kathryn Senor Elementary School,New Castle,CO,81647
30,4516,Kearney Middle School,Commerce City,CO,80022
3090,4526,Hoff Elementary School,Keenesburg,CO,80643
1010,4530,Keller Elementary School,Colorado Springs,CO,80918
30,4536,Kemp Elementary School,Commerce City,CO,80022
2035,4546,Kemper Elementary School,Cortez,CO,81321
1420,4548,Ken Caryl Middle School,Littleton,CO,80123
1420,4549,Kendallvue Elementary School,Morrison,CO,80465
1420,4550,Kendrick Lakes Elementary School,Lakewood,CO,80232
180,4646,Kenton Elementary School,Aurora,CO,80010
880,4656,Kepner Middle School,Denver,CO,80219
3130,4670,Platte Valley High School,Kersey,CO,80644
500,4680,Salida Middle School,Salida,CO,81201
1080,4686,Ray E Kilmer Elementary School,Colorado Springs,CO,80908
1760,4690,Kim Elementary School,Kim,CO,81049
1760,4694,Kim Undivided High School,Kim,CO,81049
1550,4698,Kinard Core Knowledge Middle School,Fort Collins,CO,80528
10,4699,The New America School,Denver,CO,80229
540,4700,King-Murphy Elementary School,Evergreen,CO,80439
930,4724,Kiowa Elementary School,Kiowa,CO,80117
930,4726,Kiowa Middle School,Kiowa,CO,80117
930,4728,Kiowa High School,Kiowa,CO,80117
880,4730,Kipp Denver Collegiate High School,Denver,CO,80223
880,4732,Kipp Sunshine Peak Academy,Denver,CO,80223
510,4738,Kit Carson Elementary School,Kit Carson,CO,80825
510,4742,Kit Carson Junior-Senior High School,Kit Carson,CO,80825
880,4762,Knapp Elementary School,Denver,CO,80219
880,4782,Hallett Fundamental Academy,Denver,CO,80207
3110,4785,Knowledge Quest Academy,Milliken,CO,80543
480,4792,Kohl Elementary School,Broomfield,CO,80020
1550,4793,Kruse Elementary School,Fort Collins,CO,80525
880,4795,Kunsmiller Creative Arts Academy,Denver,CO,80219
1420,4798,Connections Learning Center On The Earle Johnson Campus,Golden,CO,80401
1420,4802,Kullerstrand Elementary School,Wheat Ridge,CO,80033
1420,4830,Kyffin Elementary School,Golden,CO,80401
550,4836,La Jara Elementary School,La Jara,CO,81140
550,4837,La Jara Second Chance School,La Jara,CO,81140
910,4838,June Creek Elementary School,Edwards,CO,81632
2520,4841,La Junta Intermediate School,La Junta,CO,81050
2520,4843,La Junta Primary School,La Junta,CO,81050
3080,4852,Pete Mirich Elementary School,La Salle,CO,80645
3080,4854,North Valley Middle School,La Salle,CO,80645
1400,4860,La Veta Elementary School,La Veta,CO,81055
1400,4864,La Veta Junior-Senior High School,La Veta,CO,81055
480,4874,Lafayette Elementary School,Lafayette,CO,80026
480,4878,Angevine Middle School,Lafayette,CO,80026
1380,4899,Lake City Community School,Lake City,CO,81235
1510,4901,Lake County Middle School,Leadville,CO,80461
1510,4904,Lake County High School,Leadville,CO,80461
2610,4908,Lake George Charter School,Lake George,CO,80827
880,4910,Lake Middle School,Denver,CO,80204
1420,4942,Lakewood High School,Lakewood,CO,80215
40,4950,Landmark Academy At Reunion,Commerce City,CO,80022
2660,4956,Lamar Middle School,Lamar,CO,81052
2660,4960,Lamar High School,Lamar,CO,81052
180,4970,Lansing Elementary School,Aurora,CO,80010
180,4973,Laredo Elementary School,Aurora,CO,80011
130,4975,Laredo Middle School,Aurora,CO,80015
900,4980,Larkspur Elementary School,Larkspur,CO,80118
290,4986,Las Animas Middle School,Las Animas,CO,81054
290,4990,Las Animas High School,Las Animas,CO,81054
1420,5004,Lasley Elementary School,Lakewood,CO,80226
1550,5014,Laurel Elementary School,Fort Collins,CO,80524
2520,5015,La Junta Jr/Sr High School,La Junta,CO,81050
1560,5018,Laurene Edmondson Elementary School,Loveland,CO,80538
1420,5024,Lawrence Elementary School,Arvada,CO,80002
990,5033,James Madison Charter Academy School,Colorado Springs,CO,80911
1420,5036,Leawood Elementary School,Littleton,CO,80123
20,5043,Legacy High School,Broomfield,CO,80020
900,5045,Legacy Point Elementary School,Parker,CO,80134
2690,5048,Lemuel Pitts Middle School,Pueblo,CO,81005
3140,5050,Leo William Butler Elementary School,Fort Lupton,CO,80621
20,5058,Leroy Drive Elementary School,Northglenn,CO,80233
1550,5068,Lesher Middle School,Fort Collins,CO,80524
3110,5078,Letford Elementary School,Johnstown,CO,80534
2035,5090,Lewis-Arriola Elementary School,Cortez,CO,81321
1080,5093,Monument Charter Academy,Monument,CO,80132
1080,5096,Lewis-Palmer Elementary School,Monument,CO,80132
1080,5098,Lewis-Palmer Middle School,Monument,CO,80132
1080,5100,Lewis-Palmer High School,Monument,CO,80132
2530,5114,Jefferson Intermediate School,Rocky Ford,CO,81067
3230,5119,Liberty Elementary School,Joes,CO,80822
1550,5120,Liberty Common Charter School,Fort Collins,CO,80525
3230,5123,Liberty Junior-Senior High School,Joes,CO,80822
1040,5126,Liberty High School,Colorado Springs,CO,80920
880,5129,Life Skills Center Of Denver,Denver,CO,80204
1790,5132,Limon Elementary School,Limon,CO,80828
1790,5136,Limon Junior-Senior High School,Limon,CO,80828
1420,5145,Lincoln Charter Academy,Arvada,CO,80003
1010,5146,Life Skills Center Of Colorado Springs,Colorado Springs,CO,80910
870,5154,Lincoln Elementary School,Delta,CO,81416
880,5158,Lincoln Elementary School,Denver,CO,80209
1010,5162,Lincoln Elementary School,Colorado Springs,CO,80907
1140,5166,Lincoln Elementary School,Canon City,CO,81212
1550,5168,Lincoln Middle School,Fort Collins,CO,80521
1560,5170,Lincoln Elementary School,Loveland,CO,80538
2405,5180,Lincoln High School,Fort Morgan,CO,80701
2660,5190,Lincoln Elementary School,Lamar,CO,81052
1550,5196,Linton Elementary School,Fort Collins,CO,80525
2000,5210,Lincoln Orchard Mesa Elementary School,Grand Junction,CO,81503
3200,5221,Little Indians Preschool,Yuma,CO,80759
1420,5222,Little Elementary School,Arvada,CO,80003
140,5224,Littleton High School,Littleton,CO,80121
140,5229,Littleton Academy,Littleton,CO,80120
140,5233,Littleton Prep Charter School,Littleton,CO,80123
1550,5234,Livermore Elementary School,Livermore,CO,80536
140,5236,Lois Lenski Elementary School,Centennial,CO,80121
3060,5238,Lone Star Middle School,Otis,CO,80743
2000,5244,Loma Elementary School,Loma,CO,81524
470,5246,Loma Linda Elementary School,Longmont,CO,80501
3060,5254,Lone Star Elementary School,Otis,CO,80743
880,5255,Lake International School,Denver,CO,80204
3060,5258,Lone Star Undivided High School,Otis,CO,80743
500,5268,Longfellow Elementary School,Salida,CO,81201
470,5282,Longmont High School,Longmont,CO,80501
470,5284,Longmont Estates Elementary School,Longmont,CO,80503
470,5286,Sunset Middle School,Longmont,CO,80501
470,5288,Longs Peak Middle School,Longmont,CO,80501
1550,5292,Lopez Elementary School,Fort Collins,CO,80526
180,5298,Lotus School For Excellence,Aurora,CO,80012
480,5302,Louisville Elementary School,Louisville,CO,80027
480,5306,Louisville Middle School,Louisville,CO,80027
1560,5312,Bill Reed Middle School,Loveland,CO,80537
1560,5316,Loveland High School,Loveland,CO,80538
120,5318,Englewood Early Childhood Education Center At Maddox,Englewood,CO,80110
1560,5335,Lucile Erwin Middle School,Loveland,CO,80538
880,5342,Lowry Elementary School,Denver,CO,80230
1420,5350,Lukas Elementary School,Westminster,CO,80021
1420,5354,Lumberg Elementary School,Edgewater,CO,80214
180,5361,Lyn Knoll Elementary School,Aurora,CO,80011
470,5364,Lyons Elementary School,Lyons,CO,80540
470,5368,Lyons Middle/Senior High School,Lyons,CO,80540
70,5388,M. Scott Carpenter Middle School,Denver,CO,80221
1560,5393,Thompson Integrated Early Childhood,Loveland,CO,80537
1010,5404,Madison Elementary School,Colorado Springs,CO,80909
900,5405,Edcsd: Colorado Cyber School,Castle Rock,CO,80104
3120,5412,Madison Elementary School,Greeley,CO,80634
1140,5414,Madison Exploratory School,Canon City,CO,81212
1420,5415,Rocky Mountain Deaf School,Golden,CO,80401
20,5418,Malley Drive Elementary School,Northglenn,CO,80233
550,5422,Manassa Elementary School,Manassa,CO,81141
880,5430,Manny Martinez Middle School,Denver,CO,80204
2035,5436,Manaugh Elementary School,Cortez,CO,81321
2070,5446,Mancos Elementary School,Mancos,CO,81328
880,5448,Manual High School,Denver,CO,80205
2070,5450,Mancos Middle School,Mancos,CO,81328
2070,5452,Mancos High School,Mancos,CO,81328
1420,5454,Mandalay Middle School,Westminster,CO,80021
