school_id,school,city,state,zipcode,LowestGrade,Unnamed: 8,School Type,district_id,district_name,District Size,District Setting
2234,EAGLE RIDGE ELEMENTARY SCHOOL,LONE TREE,CO,80124,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2240,DOUGLASS ELEMENTARY SCHOOL,BOULDER,CO,80303,Kindergarten,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,USAF ACADEMY,CO,80840,Kindergarten,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
2258,DOULL ELEMENTARY SCHOOL,DENVER,CO,80219,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2288,DRAKE JUNIOR HIGH SCHOOL,ARVADA,CO,80002,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2292,DRY CREEK ELEMENTARY SCHOOL,ENGLEWOOD,CO,80112,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2297,DUAL IMMERSION ACADEMY SCHOOL,GRAND JUNCTION,CO,81501,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
2298,DUNN ELEMENTARY SCHOOL,FORT COLLINS,CO,80521,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
2300,DUNSTAN MIDDLE SCHOOL,LAKEWOOD,CO,80228,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2308,DUPONT ELEMENTARY SCHOOL,COMMERCE CITY,CO,80022,Preschool,5th Grade,Elementary,30,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro
2318,DURANGO HIGH SCHOOL,DURANGO,CO,81301,9th Grade,12th Grade,Senior,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
2322,DUTCH CREEK ELEMENTARY SCHOOL,LITTLETON,CO,80128,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2328,EADS ELEMENTARY SCHOOL,EADS,CO,81036,Preschool,5th Grade,Elementary,1430,EADS RE-1,301 - 600,Rural
2332,EADS MIDDLE SCHOOL,EADS,CO,81036,6th Grade,8th Grade,Middle,1430,EADS RE-1,301 - 600,Rural
2336,EADS HIGH SCHOOL,EADS,CO,81036,9th Grade,12th Grade,Senior,1430,EADS RE-1,301 - 600,Rural
2338,EAGLE ACADEMY,HIGHLANDS RANCH,CO,80130,9th Grade,12th Grade,Senior,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2340,EAGLE COUNTY CHARTER ACADEMY,EDWARDS,CO,81632,Kindergarten,8th Grade,Elementary,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
2343,EAGLE CREST ELEMENTARY SCHOOL,LONGMONT,CO,80503,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2346,EAGLE VALLEY ELEMENTARY SCHOOL,EAGLE,CO,81631,Kindergarten,5th Grade,Elementary,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
2350,EAGLE VALLEY HIGH SCHOOL,GYPSUM,CO,81637,9th Grade,12th Grade,Senior,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
2355,EAGLE VALLEY MIDDLE SCHOOL,EAGLE,CO,81631,6th Grade,8th Grade,Middle,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
2357,EAGLECREST HIGH SCHOOL,CENTENNIAL,CO,80015,9th Grade,12th Grade,Senior,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2358,EAGLEVIEW MIDDLE SCHOOL,COLORADO SPRINGS,CO,80919,6th Grade,8th Grade,Middle,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
2361,EAGLEVIEW ELEMENTARY SCHOOL,THORNTON,CO,80241,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2364,EAGLETON ELEMENTARY SCHOOL,DENVER,CO,80204,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2373,EARLY CHILDHOOD CENTER,CRAIG,CO,81625,Preschool,Preschool,Elementary,2020,MOFFAT COUNTY RE:NO 1,"1,201 - 6,000",Outlying City
2374,EAST ELEMENTARY SCHOOL,CRAIG,CO,81625,Preschool,5th Grade,Elementary,2020,MOFFAT COUNTY RE:NO 1,"1,201 - 6,000",Outlying City
2376,EAST GRAND MIDDLE SCHOOL,GRANBY,CO,80446,6th Grade,8th Grade,Middle,1350,EAST GRAND 2,601 - 1.200,Outlying Town
2382,EAST ELEMENTARY SCHOOL,LITTLETON,CO,80120,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2384,EAST MIDDLE SCHOOL,AURORA,CO,80011,6th Grade,8th Grade,Middle,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
2392,EAST MIDDLE SCHOOL,GRAND JUNCTION,CO,81501,6th Grade,8th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
2394,EAST HIGH SCHOOL,PUEBLO,CO,81001,9th Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2398,EAST HIGH SCHOOL,DENVER,CO,80206,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2399,EAGLE RIDGE ACADEMY,BRIGHTON,CO,80601,9th Grade,12th Grade,Senior,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
2402,POLSTON ELEMENTARY SCHOOL,ALAMOSA,CO,81101,Kindergarten,1st Grade,Elementary,100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
2410,TARVER ELEMENTARY SCHOOL,THORNTON,CO,80241,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2414,EAST MEMORIAL ELEMENTARY SCHOOL,GREELEY,CO,80631,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,AURORA,CO,80014,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2438,EVA R BACA ELEMENTARY SCHOOL,PUEBLO,CO,81001,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2448,EATON ELEMENTARY SCHOOL,EATON,CO,80615,Preschool,2nd Grade,Elementary,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
2452,EATON MIDDLE SCHOOL,EATON,CO,80615,6th Grade,8th Grade,Middle,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
2456,EATON HIGH SCHOOL,EATON,CO,80615,9th Grade,12th Grade,Senior,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
2481,ECKHART ELEMENTARY SCHOOL,TRINIDAD,CO,81082,Kindergarten,1st Grade,Elementary,1580,TRINIDAD 1,"1,201 - 6,000",Outlying City
2496,EDGEWATER ELEMENTARY SCHOOL,EDGEWATER,CO,80214,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2504,EDISON ACADEMY,YODER,CO,80864,Kindergarten,12th Grade,Senior,1120,EDISON 54 JT,300 or less,Rural
2506,EDISON ELEMENTARY SCHOOL,DENVER,CO,80212,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2510,EDISON ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80907,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
2514,EDISON ELEMENTARY SCHOOL,YODER,CO,80864,Preschool,5th Grade,Elementary,1120,EDISON 54 JT,300 or less,Rural
2522,HAYDEN VALLEY ELEMENTARY SCHOOL,HAYDEN,CO,81639,Preschool,5th Grade,Elementary,2760,HAYDEN RE-1,301 - 600,Outlying Town
2524,EDITH WOLFORD ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80908,Preschool,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
2526,EDISON JUNIOR-SENIOR HIGH SCHOOL,YODER,CO,80864,6th Grade,12th Grade,Senior,1120,EDISON 54 JT,300 or less,Rural
2528,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,COLORADO SPRINGS,CO,80910,6th Grade,12th Grade,Senior,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
2530,EDWARDS ELEMENTARY SCHOOL,EDWARDS,CO,81632,Kindergarten,5th Grade,Elementary,910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
2550,EIBER ELEMENTARY SCHOOL,LAKEWOOD,CO,80215,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2552,EISENHOWER ELEMENTARY SCHOOL,BOULDER,CO,80303,Kindergarten,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2570,ELBERT ELEMENTARY SCHOOL,ELBERT,CO,80106,Preschool,6th Grade,Elementary,950,ELBERT 200,300 or less,Rural
2572,LEGACY ACADEMY,ELIZABETH,CO,80107,Kindergarten,8th Grade,Elementary,920,ELIZABETH C-1,"1,201 - 6,000",Rural
2573,ELK CREEK ELEMENTARY,NEW CASTLE,CO,81647,Preschool,4th Grade,Elementary,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,ELBERT,CO,80106,7th Grade,12th Grade,Senior,950,ELBERT 200,300 or less,Rural
2576,CHERRY DRIVE ELEMENTARY SCHOOL,THORNTON,CO,80233,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2578,SKYVIEW ELEMENTARY SCHOOL,THORNTON,CO,80241,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2580,HUNTERS GLEN ELEMENTARY SCHOOL,THORNTON,CO,80241,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,WESTMINSTER,CO,80030,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2584,RIVERDALE ELEMENTARY SCHOOL,THORNTON,CO,80233,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2589,ELDORADO K-8 SCHOOL,SUPERIOR,CO,80027,Kindergarten,8th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2604,ELIZABETH MIDDLE SCHOOL,ELIZABETH,CO,80107,6th Grade,8th Grade,Middle,920,ELIZABETH C-1,"1,201 - 6,000",Rural
2608,ELIZABETH HIGH SCHOOL,ELIZABETH,CO,80107,9th Grade,12th Grade,Senior,920,ELIZABETH C-1,"1,201 - 6,000",Rural
2616,ELK CREEK ELEMENTARY SCHOOL,PINE,CO,80470,Kindergarten,5th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2618,ELKHART ELEMENTARY SCHOOL,AURORA,CO,80011,Kindergarten,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,PUEBLO,CO,81001,Preschool,3rd Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2638,ELLICOTT ELEMENTARY SCHOOL,ELLICOTT,CO,80808,Preschool,5th Grade,Elementary,1050,ELLICOTT 22,601 - 1.200,Rural
2640,ELLICOTT MIDDLE SCHOOL,ELLICOTT,CO,80808,6th Grade,8th Grade,Middle,1050,ELLICOTT 22,601 - 1.200,Rural
2642,ELLICOTT SENIOR HIGH SCHOOL,ELLICOTT,CO,80808,9th Grade,12th Grade,Senior,1050,ELLICOTT 22,601 - 1.200,Rural
2652,ELLIS ELEMENTARY SCHOOL,DENVER,CO,80222,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2656,ELDORADO ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80126,Preschool,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2702,EMERALD ELEMENTARY SCHOOL,BROOMFIELD,CO,80020,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2724,NEW EMERSON SCHOOL AT COLUMBUS,GRAND JUNCTION,CO,81503,Kindergarten,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
2726,EMILY GRIFFITH OPPORTUNITY SCHOOL,DENVER,CO,80204,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2746,ENGLEWOOD HIGH SCHOOL,ENGLEWOOD,CO,80113,9th Grade,12th Grade,Senior,120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
2750,ENGLEWOOD LEADERSHIP ACADEMY,ENGLEWOOD,CO,80113,6th Grade,9th Grade,Middle,120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
2752,ENGLEWOOD MIDDLE SCHOOL,ENGLEWOOD,CO,80110,6th Grade,8th Grade,Middle,120,ENGLEWOOD 1,"1,201 - 6,000",Denver Metro
2755,VENTURE PREP,DENVER,CO,80207,6th Grade,11th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2758,ERIE ELEMENTARY SCHOOL,ERIE,CO,80516,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2760,ERIE MIDDLE SCHOOL,ERIE,CO,80516,6th Grade,8th Grade,Middle,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2761,ERIE HIGH SCHOOL,ERIE,CO,80516,9th Grade,12th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2788,ESTES PARK OPTIONS SCHOOL,ESTES PARK,CO,80157,Kindergarten,12th Grade,Senior,1570,PARK (ESTES PARK) R-3,"1,201 - 6,000",Outlying Town
2789,ESCUELA TLATELOLCO SCHOOL,DENVER,CO,80211,Kindergarten,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2790,ESTES PARK K-5 SCHOOL,ESTES PARK,CO,80517,Preschool,5th Grade,Elementary,1570,PARK (ESTES PARK) R-3,"1,201 - 6,000",Outlying Town
2792,ESTES PARK MIDDLE SCHOOL,ESTES PARK,CO,80517,6th Grade,8th Grade,Middle,1570,PARK (ESTES PARK) R-3,"1,201 - 6,000",Outlying Town
2794,ESTES PARK HIGH SCHOOL,ESTES PARK,CO,80517,9th Grade,12th Grade,Senior,1570,PARK (ESTES PARK) R-3,"1,201 - 6,000",Outlying Town
2799,EXCEL ACADEMY CHARTER SCHOOL,ARVADA,CO,80005,Kindergarten,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2800,EXPLORER ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80920,Preschool,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
2804,EUCLID MIDDLE SCHOOL,LITTLETON,CO,80120,6th Grade,8th Grade,Middle,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2818,EVANS ELEMENTARY SCHOOL,ALAMOSA,CO,81101,4th Grade,5th Grade,Elementary,100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
2820,EVERITT MIDDLE SCHOOL,WHEAT RIDGE,CO,80033,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2832,EVERGREEN MIDDLE SCHOOL,EVERGREEN,CO,80439,6th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2836,EVERGREEN HIGH SCHOOL,EVERGREEN,CO,80439,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA,ARVADA,CO,80003,6th Grade,12th Grade,Senior,8001,Charter School Institute,,
2840,EXPEDITIONARY LEARNING SCHOOL,DENVER,CO,80222,Kindergarten,12th Grade,Senior,9130,BOCES,,
2850,UNIVERSITY SCHOOLS,GREELEY,CO,80634,Kindergarten,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
2856,FAIRMONT K-8 SCHOOL,DENVER,CO,80223,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2866,FAIRMOUNT ELEMENTARY SCHOOL,GOLDEN,CO,80403,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2876,FAIRVIEW ELEMENTARY SCHOOL,DENVER,CO,80221,Preschool,5th Grade,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
2877,FALCON VIRTUAL ACADEMY,FALCON,CO,80831,Kindergarten,12th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
2880,FAIRVIEW ELEMENTARY SCHOOL,DENVER,CO,80204,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
2892,FAIRVIEW HIGH SCHOOL,BOULDER,CO,80305,9th Grade,12th Grade,Senior,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2897,FALCON CREEK MIDDLE SCHOOL,AURORA,CO,80016,6th Grade,8th Grade,Middle,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
2902,FALCON ELEMENTARY SCHOOL,FALCON,CO,80831,Preschool,5th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
2906,FALCON MIDDLE SCHOOL,PEYTON,CO,80831,6th Grade,8th Grade,Middle,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
2908,FALCON HIGH SCHOOL,PEYTON,CO,80831,9th Grade,12th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
2912,FALL RIVER ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,DENVER,CO,80221,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
2926,FIELD ELEMENTARY SCHOOL,LITTLETON,CO,80121,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
2940,FIRESIDE ELEMENTARY SCHOOL,LOUISVILLE,CO,80027,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2942,EARLY CHILDHOOD CENTER,MONTROSE,CO,81403,Preschool,Preschool,Elementary,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
2944,FISHER'S PEAK ELEMENTARY SCHOOL,TRINIDAD,CO,81082,2nd Grade,5th Grade,Elementary,1580,TRINIDAD 1,"1,201 - 6,000",Outlying City
2945,FOUNDATIONS ACADEMY,BRIGHTON,CO,80601,Kindergarten,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
2946,FITZMORRIS ELEMENTARY SCHOOL,ARVADA,CO,80004,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2951,AURORA PUBLIC SCHOOLS CHILD DEVELOPMENT CENTER,AURORA,CO,80011,Preschool,Preschool,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
2952,MAMMOTH HEIGHTS ELEMENTARY,PARKER,CO,80134,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2953,STONE MOUNTAIN ELEMENTARY,HIGHLANDS RANCH,CO,80129,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2954,ROXBOROUGH INTERMEDIATE,LITTLETON,CO,80125,3rd Grade,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2956,FLAGLER ELEMENTARY SCHOOL,FLAGLER,CO,80815,Preschool,6th Grade,Elementary,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
2958,FLAGLER MIDDLE SCHOOL,FLAGLER,CO,80815,7th Grade,8th Grade,Middle,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
2960,FLAGLER SENIOR HIGH SCHOOL,FLAGLER,CO,80815,9th Grade,12th Grade,Senior,1450,ARRIBA-FLAGLER C-20,300 or less,Rural
2961,FOCUS ACADEMY,FLORENCE,CO,81226,6th Grade,12th Grade,Senior,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
2963,FALCON BLUFFS MIDDLE SCHOOL,LITTLETON,CO,80128,6th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2964,FLAGSTAFF CHARTER ACADEMY,LONGMONT,CO,80501,Preschool,8th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
2965,FLAGSTONE ELEMENTARY SCHOOL,CASTLE ROCK,CO,80104,Preschool,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
2970,FLATIRONS ELEMENTARY SCHOOL,BOULDER,CO,80302,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
2980,FLEMING ELEMENTARY SCHOOL,FLEMING,CO,80728,Preschool,6th Grade,Elementary,1850,FRENCHMAN RE-3,300 or less,Rural
2988,FLEMING HIGH SCHOOL,FLEMING,CO,80728,7th Grade,12th Grade,Senior,1850,FRENCHMAN RE-3,300 or less,Rural
2995,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,AURORA,CO,80010,4th Grade,8th Grade,Middle,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
2998,FLETCHER PRIMARY SCHOOL,AURORA,CO,80010,Kindergarten,3rd Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
3000,FLORENCE CRITTENTON HIGH SCHOOL,DENVER,CO,80223,6th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3002,FLORENCE HIGH SCHOOL,FLORENCE,CO,81226,9th Grade,12th Grade,Senior,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3012,FLORIDA MESA ELEMENTARY SCHOOL,DURANGO,CO,81301,Preschool,5th Grade,Elementary,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3022,FOOTHILL ELEMENTARY SCHOOL,BOULDER,CO,80304,Kindergarten,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
3025,FOOTHILLS ELEMENTARY SCHOOL,LAKEWOOD,CO,80228,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3027,EAGLESIDE ELEMENTARY SCHOOL,FOUNTAIN,CO,80817,Preschool,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3030,FOX RIDGE MIDDLE SCHOOL,AURORA,CO,80016,6th Grade,8th Grade,Middle,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
3032,FORCE ELEMENTARY SCHOOL,DENVER,CO,80219,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3038,FORD ELEMENTARY SCHOOL,DENVER,CO,80239,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
3046,FORT COLLINS HIGH SCHOOL,FORT COLLINS,CO,80525,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3050,FORT LEWIS MESA ELEMENTARY SCHOOL,HESPERUS,CO,81326,Preschool,5th Grade,Elementary,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
3054,FORT LOGAN ELEMENTARY SCHOOL,ENGLEWOOD,CO,80150,3rd Grade,5th Grade,Elementary,123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
3066,FORT LUPTON MIDDLE SCHOOL,FORT LUPTON,CO,80621,6th Grade,8th Grade,Middle,3140,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town
3070,FORT LUPTON HIGH SCHOOL,FORT LUPTON,CO,80621,9th Grade,12th Grade,Senior,3140,WELD COUNTY S/D RE-8,"1,201 - 6,000",Outlying Town
3074,FORT MORGAN MIDDLE SCHOOL,FORT MORGAN,CO,80701,7th Grade,8th Grade,Middle,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3078,FORT MORGAN HIGH SCHOOL,FORT MORGAN,CO,80701,9th Grade,12th Grade,Senior,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3088,FOSTER ELEMENTARY SCHOOL,ARVADA,CO,80002,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3090,LOCHBUIE ELEMENTARY SCHOOL,LOCHBUIE,CO,80603,Preschool,6th Grade,Elementary,3090,KEENESBURG RE-3(J),"1,201 - 6,000",Rural
3102,ARAGON ELEMENTARY SCHOOL,FOUNTAIN,CO,80817,Preschool,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3104,FOOTHILLS ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80919,Kindergarten,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
3105,FOSSIL RIDGE HIGH SCHOOL,FORT COLLINS,CO,80528,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
3106,FOUNTAIN MIDDLE SCHOOL,FOUNTAIN,CO,80817,6th Grade,8th Grade,Middle,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3108,MESA ELEMENTARY SCHOOL,FOUNTAIN,CO,80817,Preschool,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3110,FOUNTAIN-FORT CARSON HIGH SCHOOL,FOUNTAIN,CO,80817,9th Grade,12th Grade,Senior,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
3130,FOWLER JUNIOR HIGH SCHOOL,FOWLER,CO,81039,7th Grade,8th Grade,Middle,2540,FOWLER R-4J,301 - 600,Outlying Town
3134,FOWLER HIGH SCHOOL,FOWLER,CO,81039,9th Grade,12th Grade,Senior,2540,FOWLER R-4J,301 - 600,Outlying Town
3138,FOX CREEK ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80130,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
3144,FRANCIS M. DAY ELEMENTARY SCHOOL,DENVER,CO,80221,Preschool,5th Grade,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
3162,FRANKLIN MIDDLE SCHOOL,GREELEY,CO,80634,6th Grade,8th Grade,Middle,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
