school,district_id,district_name,emh,emh_combined,school_id,achievement_dir,growth_dir,overall_dir
BRIDGES,1180,ROARING FORK RE-1,H,False,1006,-1.0,-1.0,-1.0
BRIGGSDALE ELEMENTARY SCHOOL,3146,BRIGGSDALE RE-10,E,False,1008,0.0,-1.0,1.0
BRIGGSDALE UNDIVIDED HIGH SCHOOL,3146,BRIGGSDALE RE-10,H,False,1012,-1.0,0.0,1.0
BRIGGSDALE UNDIVIDED HIGH SCHOOL,3146,BRIGGSDALE RE-10,M,False,1012,-1.0,0.0,0.0
BRIGHTON HERITAGE ACADEMY,40,BRIGHTON 27J,H,False,1021,-1.0,0.0,-1.0
BRIGHTON HERITAGE ACADEMY,40,BRIGHTON 27J,M,False,1021,,,
BRIGHTON HIGH SCHOOL,40,BRIGHTON 27J,H,False,1022,0.0,0.0,-1.0
BRIGHTON COLLEGIATE HIGH SCHOOL,40,BRIGHTON 27J,H,False,1027,,,
BRISTOL ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1032,1.0,0.0,0.0
BROADWAY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1046,0.0,0.0,0.0
BROMLEY EAST CHARTER SCHOOL,40,BRIGHTON 27J,E,False,1052,1.0,0.0,-1.0
BROMLEY EAST CHARTER SCHOOL,40,BRIGHTON 27J,M,False,1052,0.0,0.0,0.0
BROMWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1056,0.0,0.0,0.0
BROOMFIELD HEIGHTS MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,1066,0.0,0.0,-1.0
BROOMFIELD HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,1070,0.0,0.0,0.0
BROWN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1076,1.0,0.0,0.0
BRUSH MIDDLE SCHOOL,2395,BRUSH RE-2(J),M,False,1094,0.0,0.0,0.0
BRUSH HIGH SCHOOL,2395,BRUSH RE-2(J),H,False,1096,1.0,0.0,0.0
BRYANT WEBSTER K-8 SCHOOL,880,DENVER COUNTY 1,E,True,1106,-1.0,0.0,1.0
BRYANT WEBSTER K-8 SCHOOL,880,DENVER COUNTY 1,M,True,1106,0.0,0.0,1.0
BUENA VISTA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1126,1.0,0.0,1.0
BUENA VISTA HIGH SCHOOL,490,BUENA VISTA R-31,H,False,1130,1.0,1.0,1.0
BUFFALO RIDGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1131,0.0,0.0,1.0
HARRY L MC GINNIS MIDDLE SCHOOL,490,BUENA VISTA R-31,M,False,1132,0.0,0.0,0.0
MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,480,BOULDER VALLEY RE 2,M,False,1136,0.0,0.0,0.0
BURLINGTON ELEMENTARY SCHOOL,1500,BURLINGTON RE-6J,E,False,1144,-1.0,0.0,-1.0
BURLINGTON ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,1148,0.0,0.0,0.0
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,E,True,1150,1.0,0.0,1.0
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,M,True,1150,-1.0,1.0,1.0
BURLINGTON HIGH SCHOOL,1500,BURLINGTON RE-6J,H,False,1152,0.0,1.0,0.0
BUENA VISTA ONLINE ACADEMY,490,BUENA VISTA R-31,,False,1154,,,
BUFFALO TRAIL ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1155,0.0,0.0,0.0
BYERS ELEMENTARY SCHOOL,190,BYERS 32J,E,False,1168,1.0,0.0,1.0
BYERS JUNIOR-SENIOR HIGH SCHOOL,190,BYERS 32J,H,True,1176,1.0,1.0,1.0
BYERS JUNIOR-SENIOR HIGH SCHOOL,190,BYERS 32J,M,True,1176,0.0,1.0,1.0
CACHE LA POUDRE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,1186,0.0,0.0,1.0
CACHE LA POUDRE MIDDLE SCHOOL,1550,POUDRE R-1,M,False,1190,0.0,-1.0,-1.0
CALHAN ELEMENTARY SCHOOL,970,CALHAN RJ-1,E,False,1210,0.0,-1.0,-1.0
CALHAN MIDDLE SCHOOL,970,CALHAN RJ-1,M,False,1215,0.0,1.0,1.0
CALHAN HIGH SCHOOL,970,CALHAN RJ-1,H,False,1218,1.0,0.0,0.0
CALICHE ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,False,1220,0.0,0.0,0.0
CALICHE JUNIOR-SENIOR HIGH SCHOOL,1828,VALLEY RE-1,H,True,1224,-1.0,0.0,0.0
CALICHE JUNIOR-SENIOR HIGH SCHOOL,1828,VALLEY RE-1,M,True,1224,1.0,0.0,0.0
CAMERON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,1228,,,
CAMPBELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,1238,0.0,0.0,0.0
CENTENNIAL ELEMENTARY,470,ST VRAIN VALLEY RE 1J,E,False,1245,-1.0,0.0,0.0
CAMPO ELEMENTARY SCHOOL,270,CAMPO RE-6,E,False,1248,,,
CAMPO UNDIVIDED HIGH SCHOOL,270,CAMPO RE-6,H,False,1252,,,-1.0
CAMPO UNDIVIDED HIGH SCHOOL,270,CAMPO RE-6,M,False,1252,,,
CANON CITY MIDDLE SCHOOL,1140,CANON CITY RE-1,M,False,1262,0.0,0.0,0.0
CANON CITY HIGH SCHOOL,1140,CANON CITY RE-1,H,False,1266,0.0,0.0,0.0
CANYON CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1273,1.0,1.0,1.0
CENTAURI MIDDLE SCHOOL,550,NORTH CONEJOS RE-1J,M,False,1276,0.0,0.0,1.0
CAPROCK ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,True,1279,-1.0,0.0,-1.0
CAPROCK ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,True,1279,-1.0,-1.0,-1.0
CARBON VALLEY ACADEMY,470,ST VRAIN VALLEY RE 1J,E,True,1284,1.0,0.0,-1.0
CARBON VALLEY ACADEMY,470,ST VRAIN VALLEY RE 1J,H,True,1284,0.0,,-1.0
CARBON VALLEY ACADEMY,470,ST VRAIN VALLEY RE 1J,M,True,1284,-1.0,-1.0,-1.0
CARBONDALE MIDDLE SCHOOL,1180,ROARING FORK RE-1,E,True,1296,1.0,0.0,0.0
CARBONDALE MIDDLE SCHOOL,1180,ROARING FORK RE-1,M,True,1296,1.0,0.0,0.0
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090,KEENESBURG RE-3(J),E,False,1299,-1.0,-1.0,-1.0
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090,KEENESBURG RE-3(J),M,False,1299,1.0,1.0,1.0
CARLILE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,1304,-1.0,-1.0,-1.0
CARMEL MIDDLE SCHOOL,980,HARRISON 2,M,False,1306,1.0,0.0,1.0
CARMODY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,1318,0.0,0.0,-1.0
FRED N THOMAS CAREER EDUCATION CENTER,880,DENVER COUNTY 1,H,False,1319,1.0,0.0,0.0
CAMPBELL ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,False,1321,0.0,0.0,1.0
CARRIE MARTIN ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,1323,1.0,1.0,1.0
CARSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1324,0.0,0.0,0.0
CARSON MIDDLE SCHOOL,1000,FOUNTAIN 8,M,False,1332,0.0,1.0,0.0
ABRAMS ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,1334,0.0,0.0,0.0
CARVER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1340,0.0,0.0,0.0
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,E,True,1345,0.0,0.0,0.0
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,M,True,1345,0.0,0.0,0.0
CASEY MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,1352,1.0,0.0,0.0
CASTLE ROCK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1362,0.0,0.0,0.0
CASTLE VIEW HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,1367,0.0,0.0,0.0
CEDAREDGE HIGH SCHOOL,870,DELTA COUNTY 50(J),H,False,1372,1.0,1.0,1.0
CEDAREDGE MIDDLE SCHOOL,870,DELTA COUNTY 50(J),M,False,1375,1.0,0.0,0.0
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,True,1376,0.0,0.0,0.0
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,True,1376,-1.0,0.0,0.0
CEDAR RIDGE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,1377,-1.0,0.0,0.0
CENTAURI HIGH SCHOOL,550,NORTH CONEJOS RE-1J,H,False,1378,1.0,1.0,0.0
CENTAURUS HIGH SCHOOL,480,BOULDER VALLEY RE 2,H,False,1380,0.0,0.0,0.0
CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,140,LITTLETON 6,E,False,1382,1.0,0.0,1.0
CENTENNIAL ELEMENTARY SCHOOL,980,HARRISON 2,E,False,1383,0.0,0.0,-1.0
CENTENNIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,1384,-1.0,0.0,-1.0
CENTENNIAL ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,1385,0.0,0.0,1.0
TRINIDAD MIDDLE SCHOOL,1580,TRINIDAD 1,M,False,1386,0.0,0.0,0.0
CENTENNIAL ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1388,0.0,-1.0,-1.0
CENTENNIAL MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,1390,0.0,0.0,0.0
CENTENNIAL MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,False,1392,0.0,0.0,1.0
CENTENNIAL JUNIOR HIGH SCHOOL,640,CENTENNIAL R-1,M,False,1396,0.0,1.0,1.0
CENTENNIAL HIGH SCHOOL,640,CENTENNIAL R-1,H,False,1398,0.0,0.0,0.0
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,E,True,1400,0.0,0.0,0.0
CENTENNIAL K-8 SCHOOL,880,DENVER COUNTY 1,M,True,1400,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,2690,PUEBLO CITY 60,H,False,1402,1.0,1.0,1.0
HASKIN ELEMENTARY SCHOOL,2810,CENTER 26 JT,E,False,1412,0.0,1.0,1.0
SKOGLUND MIDDLE SCHOOL,2810,CENTER 26 JT,M,False,1416,-1.0,0.0,-1.0
CENTER HIGH SCHOOL,2810,CENTER 26 JT,H,False,1420,0.0,1.0,0.0
CENTRAL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,1426,-1.0,-1.0,-1.0
CENTRAL ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,1434,-1.0,0.0,-1.0
BEAVER VALLEY ELEMENTARY SCHOOL,2395,BRUSH RE-2(J),E,False,1438,0.0,0.0,0.0
WELD CENTRAL SENIOR HIGH SCHOOL,3090,KEENESBURG RE-3(J),H,False,1446,0.0,0.0,0.0
CENTRAL HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,False,1450,0.0,0.0,0.0
CENTRAL HIGH SCHOOL,2690,PUEBLO CITY 60,H,False,1454,1.0,1.0,0.0
AURORA CENTRAL HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,False,1458,-1.0,0.0,0.0
CENTURY ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,1470,0.0,0.0,1.0
CENTURY MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,1480,0.0,0.0,-1.0
CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,E,False,1488,-1.0,-1.0,-1.0
CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,M,False,1488,-1.0,-1.0,0.0
CHAMBERLIN ACADEMY,980,HARRISON 2,E,False,1490,1.0,-1.0,-1.0
CHAPPELOW K-8 MAGNET SCHOOL,3120,GREELEY 6,E,False,1500,0.0,0.0,0.0
CHAPPELOW K-8 MAGNET SCHOOL,3120,GREELEY 6,M,False,1500,1.0,0.0,0.0
CHAPARRAL HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,1503,0.0,0.0,0.0
GOODNIGHT ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,1504,0.0,0.0,-1.0
GOODNIGHT ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,M,False,1504,0.0,0.0,-1.0
CHAFFEE COUNTY HIGH SCHOOL,490,BUENA VISTA R-31,H,False,1508,-1.0,,-1.0
CHALLENGE SCHOOL,130,CHERRY CREEK 5,E,False,1510,0.0,0.0,0.0
CHALLENGE SCHOOL,130,CHERRY CREEK 5,M,False,1510,0.0,0.0,0.0
CHALLENGE TO EXCELLENCE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1512,1.0,0.0,0.0
CHALLENGE TO EXCELLENCE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,M,False,1512,0.0,1.0,0.0
CHARLES HAY WORLD SCHOOL,120,ENGLEWOOD 1,E,False,1514,0.0,0.0,0.0
STARGATE CHARTER SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1519,0.0,0.0,0.0
STARGATE CHARTER SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,1519,0.0,0.0,0.0
CHATFIELD ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1520,0.0,0.0,-1.0
CHATFIELD HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,1522,-1.0,0.0,0.0
CHELTENHAM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1528,1.0,0.0,1.0
CHERAW ELEMENTARY SCHOOL,2560,CHERAW 31,E,False,1538,-1.0,-1.0,-1.0
CHERAW HIGH SCHOOL,2560,CHERAW 31,H,False,1546,-1.0,1.0,1.0
CHERAW MIDDLE SCHOOL,2560,CHERAW 31,M,False,1548,0.0,0.0,-1.0
CHEROKEE TRAIL HIGH SCHOOL,130,CHERRY CREEK 5,H,False,1551,0.0,0.0,0.0
CHERRELYN ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,False,1556,0.0,1.0,1.0
CAMPUS MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,1566,0.0,0.0,0.0
WEST MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,1568,0.0,0.0,0.0
CHERRY CREEK HIGH SCHOOL,130,CHERRY CREEK 5,H,False,1570,0.0,0.0,0.0
CHERRY CREEK CHARTER ACADEMY,130,CHERRY CREEK 5,E,False,1571,0.0,0.0,0.0
CHERRY CREEK CHARTER ACADEMY,130,CHERRY CREEK 5,M,False,1571,0.0,1.0,0.0
HIGH PLAINS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1572,0.0,0.0,0.0
CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1574,0.0,0.0,0.0
CHERRY VALLEY ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1578,-1.0,0.0,0.0
NORTH STAR ACADEMY,900,DOUGLAS COUNTY RE 1,E,False,1579,1.0,1.0,1.0
NORTH STAR ACADEMY,900,DOUGLAS COUNTY RE 1,M,False,1579,0.0,0.0,0.0
CHEYENNE MOUNTAIN CHARTER ACADEMY,1020,CHEYENNE MOUNTAIN 12,E,False,1582,0.0,0.0,0.0
CHEYENNE MOUNTAIN ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,False,1586,0.0,-1.0,0.0
CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,1020,CHEYENNE MOUNTAIN 12,M,False,1588,0.0,0.0,0.0
CHEYENNE MOUNTAIN HIGH SCHOOL,1020,CHEYENNE MOUNTAIN 12,H,False,1590,0.0,0.0,0.0
BROADMOOR ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,False,1592,0.0,0.0,0.0
SKYWAY PARK ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,False,1604,0.0,0.0,0.0
CHEYENNE WELLS ELEMENTARY SCHOOL,520,CHEYENNE COUNTY RE-5,E,False,1608,0.0,0.0,1.0
CHEYENNE WELLS MIDDLE SCHOOL,520,CHEYENNE COUNTY RE-5,M,False,1610,0.0,1.0,1.0
CHEYENNE WELLS HIGH SCHOOL,520,CHEYENNE COUNTY RE-5,H,False,1612,-1.0,0.0,-1.0
CHIPETA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1613,0.0,-1.0,-1.0
CIMARRON ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1614,0.0,0.0,0.0
CHINOOK TRAIL ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,1615,1.0,0.0,0.0
CIVA CHARTER ACADEMY,1010,COLORADO SPRINGS 11,H,False,1616,1.0,0.0,1.0
EVANS INTERNATIONAL ELEMENTARY SCHOOL,1110,FALCON 49,E,False,1618,0.0,1.0,0.0
CHIPETA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1619,1.0,1.0,1.0
CLARA E. METZ ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,1622,0.0,0.0,0.0
MCAULIFFE ELEMENTARY,1010,COLORADO SPRINGS 11,E,False,1625,0.0,0.0,-1.0
THE CLASSICAL ACADEMY CHARTER,1040,ACADEMY 20,E,False,1627,0.0,0.0,0.0
THE CLASSICAL ACADEMY MIDDLE SCHOOL,1040,ACADEMY 20,M,False,1629,0.0,0.0,0.0
THE CLASSICAL ACADEMY HIGH SCHOOL,1040,ACADEMY 20,H,False,1630,0.0,0.0,0.0
GILPIN COUNTY ELEMENTARY SCHOOL,1330,GILPIN COUNTY RE-1,E,False,1632,0.0,0.0,0.0
GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330,GILPIN COUNTY RE-1,H,False,1634,1.0,1.0,0.0
GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330,GILPIN COUNTY RE-1,M,False,1634,-1.0,-1.0,-1.0
CLAYTON ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,False,1652,0.0,0.0,1.0
CLEAR CREEK MIDDLE SCHOOL,540,CLEAR CREEK RE-1,M,False,1660,1.0,0.0,0.0
CLEAR LAKE MIDDLE SCHOOL,70,WESTMINSTER 50,M,False,1666,,,
CLIFTON ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1686,1.0,1.0,1.0
CLYDE MILLER K-8,180,ADAMS-ARAPAHOE 28J,E,False,1720,1.0,1.0,1.0
COAL CREEK ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,1725,0.0,0.0,0.0
COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,True,1730,0.0,0.0,0.0
COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,M,True,1730,-1.0,1.0,0.0
COLORADO HIGH SCHOOL,880,DENVER COUNTY 1,H,False,1748,,,0.0
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1752,-1.0,-1.0,-1.0
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,H,False,1752,-1.0,0.0,-1.0
COLORADO VIRTUAL ACADEMY (COVA),20,ADAMS 12 FIVE STAR SCHOOLS,M,False,1752,-1.0,-1.0,-1.0
COLFAX ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1774,0.0,1.0,0.0
COLORADO HIGH SCHOOL OF GREELEY,3120,GREELEY 6,H,False,1780,,,
COLORADO ONLINE ACADEMY (COLA),260,VILAS RE-5,H,False,1781,,,
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,E,True,1785,1.0,0.0,0.0
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,M,True,1785,0.0,0.0,0.0
COLLEGE VIEW ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1788,-1.0,0.0,-1.0
COLOROW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,1790,1.0,1.0,0.0
COLORADO SPRINGS CHARTER ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,True,1791,0.0,0.0,0.0
COLORADO SPRINGS CHARTER ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,True,1791,-1.0,0.0,0.0
COLORADO SPRINGS EARLY COLLEGES,8001,CHARTER SCHOOL INSTITUTE,H,False,1795,0.0,1.0,0.0
COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,,False,1796,,,
COLUMBIA ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1798,1.0,1.0,1.0
COLUMBIA MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,False,1800,0.0,0.0,1.0
LAS ANIMAS ELEMENTARY SCHOOL,290,LAS ANIMAS RE-1,E,False,1812,1.0,1.0,1.0
COLUMBIAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1816,0.0,0.0,-1.0
COLUMBIAN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,1828,0.0,0.0,1.0
COLUMBINE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,1842,1.0,0.0,0.0
COLUMBINE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,1844,1.0,1.0,1.0
COLUMBINE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1846,1.0,0.0,0.0
COLUMBINE ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,False,1850,0.0,0.0,0.0
COLUMBINE HILLS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,1861,1.0,0.0,0.0
COLUMBINE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,1864,0.0,0.0,0.0
ACE COMMUNITY CHALLENGE CHARTER SCHOOL,880,DENVER COUNTY 1,H,False,1866,-1.0,0.0,-1.0
ACE COMMUNITY CHALLENGE CHARTER SCHOOL,880,DENVER COUNTY 1,M,False,1866,1.0,-1.0,0.0
COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,True,1869,0.0,1.0,0.0
COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,H,True,1869,,,
COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,True,1869,-1.0,1.0,0.0
CORONADO HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,False,1870,0.0,0.0,0.0
COMMUNITY TRANSITION HOUSE,2690,PUEBLO CITY 60,H,False,1872,,,0.0
CORE KNOWLEDGE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1873,0.0,0.0,0.0
CORE KNOWLEDGE CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,M,False,1873,0.0,1.0,0.0
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,E,False,1875,0.0,0.0,0.0
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,H,False,1875,1.0,1.0,0.0
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,M,False,1875,0.0,0.0,-1.0
CORONADO ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,1876,1.0,1.0,1.0
COLORADO PROVOST ACADEMY,8001,CHARTER SCHOOL INSTITUTE,,False,1877,,,
CORONADO HILLS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1878,1.0,0.0,-1.0
COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,True,1880,0.0,-1.0,0.0
COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,H,True,1880,0.0,0.0,0.0
COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,True,1880,0.0,0.0,0.0
COMMUNITY LEADERSHIP ACADEMY,30,ADAMS COUNTY 14,E,False,1882,1.0,1.0,1.0
COMMUNITY LEADERSHIP ACADEMY,30,ADAMS COUNTY 14,M,False,1882,1.0,1.0,1.0
COMMUNITY MONTESSORI SCHOOL,480,BOULDER VALLEY RE 2,E,False,1883,0.0,0.0,0.0
COMMUNITY PREP CHARTER SCHOOL,1010,COLORADO SPRINGS 11,H,False,1885,1.0,1.0,1.0
CONIFER SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,1886,-1.0,0.0,-1.0
CONNECTIONS ACADEMY,880,DENVER COUNTY 1,E,False,1887,,,
CONNECTIONS ACADEMY,880,DENVER COUNTY 1,H,False,1887,,,
CONNECTIONS ACADEMY,880,DENVER COUNTY 1,M,False,1887,,,
CORTEZ MIDDLE SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,M,False,1888,0.0,1.0,1.0
CORRIDOR COMMUNITY ACADEMY,50,BENNETT 29J,E,True,1889,-1.0,-1.0,-1.0
CORRIDOR COMMUNITY ACADEMY,50,BENNETT 29J,M,True,1889,,,-1.0
COPPER MESA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1899,0.0,0.0,0.0
COLORADO CALVERT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,,False,1901,,,
CORY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1908,0.0,1.0,0.0
COTTON CREEK ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1914,0.0,0.0,0.0
COTTONWOOD ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,False,1915,0.0,0.0,0.0
COTTONWOOD CREEK ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1916,0.0,0.0,0.0
COTTONWOOD PLAINS ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,1920,0.0,0.0,-1.0
COUGAR RUN ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1925,0.0,1.0,0.0
COWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1928,1.0,0.0,0.0
COYOTE CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,1934,0.0,0.0,0.0
SANDROCK ELEMENTARY,2020,MOFFAT COUNTY RE:NO 1,E,False,1936,-1.0,-1.0,-1.0
COYOTE RIDGE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,1937,0.0,0.0,-1.0
CRAIG MIDDLE SCHOOL SCHOOL,2020,MOFFAT COUNTY RE:NO 1,M,False,1938,0.0,1.0,0.0
CRAWFORD ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,1948,1.0,1.0,1.0
CRAWFORD ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,1952,0.0,0.0,0.0
CRAWFORD ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,True,1952,1.0,0.0,0.0
