district_id,school_id,school,city,state,zipcode,year,lowestgrade,unnamed: 8,school type,district_name,district size,district setting,developed: 11-5-12
990,4346,Talbott Elementary School,Colorado Springs,CO,80911,2010,,,,,,,
3120,4356,Jackson Elementary School,Greeley,CO,80631,2010,,,,,,,
1010,4358,Jackson Elementary School,Colorado Springs,CO,80907,2010,,,,,,,
2862,4369,Insight School Of Colorado At Julesburg,Julesburg,CO,80737,2010,,,,,,,
2690,4376,James H Risley Middle School,Pueblo,CO,81001,2010,,,,,,,
980,4378,James Irwin Charter High School,Colorado Springs,CO,80916,2010,,,,,,,
980,4379,James Irwin Charter Middle School,Colorado Springs,CO,80916,2010,,,,,,,
980,4380,James Irwin Charter Elementary School,Colorado Springs,CO,80916,2010,,,,,,,
180,4385,Jamaica Child Development Center,Aurora,CO,80011,2010,,,,,,,
480,4386,Jamestown Elementary School,Jamestown,CO,80455,2010,,,,,,,
990,4394,Janitell Junior High School,Fountain,CO,80817,2010,,,,,,,
1420,4402,Jefferson Academy Charter School,Broomfield,CO,80021,2010,,,,,,,
1420,4404,Jefferson Charter Academy Junior High School,Broomfield,CO,80020,2010,,,,,,,
1420,4408,Jeffco's 21st Century Virtual Academy,Golden,CO,80401,2010,,,,,,,
1420,4410,Jefferson Charter Academy Senior High School,Broomfield,CO,80021,2010,,,,,,,
1420,4422,Jefferson High School,Edgewater,CO,80214,2010,,,,,,,
1010,4424,Jenkins Middle School,Colorado Springs,CO,80918,2010,,,,,,,
3120,4425,Jefferson High School,Greeley,CO,80631,2010,,,,,,,
180,4426,Jewell Elementary School,Aurora,CO,80012,2010,,,,,,,
3120,4438,John Evans Middle School,Greeley,CO,80631,2010,,,,,,,
880,4444,John F Kennedy High School,Denver,CO,80227,2010,,,,,,,
140,4447,John Wesley Powell Middle School,Littleton,CO,80122,2010,,,,,,,
880,4450,Johnson Elementary School,Denver,CO,80219,2010,,,,,,,
1550,4456,Johnson Elementary School,Fort Collins,CO,80526,2010,,,,,,,
2180,4458,Johnson Elementary School,Montrose,CO,81401,2010,,,,,,,
70,4465,Josephine Hodgkins Elementary School,Denver,CO,80221,2010,,,,,,,
1000,4474,Jordahl Elementary School,Fountain,CO,80817,2010,,,,,,,
1420,4478,Sheridan Green Elementary School,Westminster,CO,80020,2010,,,,,,,
2862,4488,Julesburg Elementary School,Julesburg,CO,80737,2010,,,,,,,
2862,4492,Julesburg High School,Julesburg,CO,80737,2010,,,,,,,
880,4494,Justice High School Denver,Denver,CO,80211,2010,,,,,,,
290,4495,Jump Start Learning Center,Las Animas,CO,81054,2010,,,,,,,
480,4496,Justice High Charter School,Lafayette,CO,80026,2010,,,,,,,
880,4498,Kaiser Elementary School,Denver,CO,80236,2010,,,,,,,
1810,4502,Karval Elementary School,Karval,CO,80823,2010,,,,,,,
1810,4504,Karval Online Education,Karval,CO,80823,2010,,,,,,,
1810,4506,Karval Junior-Senior High School,Karval,CO,80823,2010,,,,,,,
1195,4510,Kathryn Senor Elementary School,New Castle,CO,81647,2010,,,,,,,
30,4516,Kearney Middle School,Commerce City,CO,80022,2010,,,,,,,
3090,4526,Hoff Elementary School,Keenesburg,CO,80643,2010,,,,,,,
1010,4530,Keller Elementary School,Colorado Springs,CO,80918,2010,,,,,,,
30,4536,Kemp Elementary School,Commerce City,CO,80022,2010,,,,,,,
2035,4546,Kemper Elementary School,Cortez,CO,81321,2010,,,,,,,
1420,4548,Ken Caryl Middle School,Littleton,CO,80123,2010,,,,,,,
1420,4549,Kendallvue Elementary School,Morrison,CO,80465,2010,,,,,,,
1420,4550,Kendrick Lakes Elementary School,Lakewood,CO,80232,2010,,,,,,,
180,4646,Kenton Elementary School,Aurora,CO,80010,2010,,,,,,,
880,4656,Kepner Middle School,Denver,CO,80219,2010,,,,,,,
3130,4670,Platte Valley High School,Kersey,CO,80644,2010,,,,,,,
500,4680,Salida Middle School,Salida,CO,81201,2010,,,,,,,
1080,4686,Ray E Kilmer Elementary School,Colorado Springs,CO,80908,2010,,,,,,,
1760,4690,Kim Elementary School,Kim,CO,81049,2010,,,,,,,
1760,4694,Kim Undivided High School,Kim,CO,81049,2010,,,,,,,
1550,4698,Kinard Core Knowledge Middle School,Fort Collins,CO,80528,2010,,,,,,,
10,4699,The New America School,Denver,CO,80229,2010,,,,,,,
540,4700,King-Murphy Elementary School,Evergreen,CO,80439,2010,,,,,,,
930,4724,Kiowa Elementary School,Kiowa,CO,80117,2010,,,,,,,
930,4726,Kiowa Middle School,Kiowa,CO,80117,2010,,,,,,,
930,4728,Kiowa High School,Kiowa,CO,80117,2010,,,,,,,
880,4730,Kipp Denver Collegiate High School,Denver,CO,80223,2010,,,,,,,
880,4732,Kipp Sunshine Peak Academy,Denver,CO,80223,2010,,,,,,,
510,4738,Kit Carson Elementary School,Kit Carson,CO,80825,2010,,,,,,,
510,4742,Kit Carson Junior-Senior High School,Kit Carson,CO,80825,2010,,,,,,,
880,4762,Knapp Elementary School,Denver,CO,80219,2010,,,,,,,
880,4782,Hallett Fundamental Academy,Denver,CO,80207,2010,,,,,,,
3110,4785,Knowledge Quest Academy,Milliken,CO,80543,2010,,,,,,,
480,4792,Kohl Elementary School,Broomfield,CO,80020,2010,,,,,,,
1550,4793,Kruse Elementary School,Fort Collins,CO,80525,2010,,,,,,,
880,4795,Kunsmiller Creative Arts Academy,Denver,CO,80219,2010,,,,,,,
1420,4798,Connections Learning Center On The Earle Johnson Campus,Golden,CO,80401,2010,,,,,,,
1420,4802,Kullerstrand Elementary School,Wheat Ridge,CO,80033,2010,,,,,,,
1420,4830,Kyffin Elementary School,Golden,CO,80401,2010,,,,,,,
550,4836,La Jara Elementary School,La Jara,CO,81140,2010,,,,,,,
550,4837,La Jara Second Chance School,La Jara,CO,81140,2010,,,,,,,
910,4838,June Creek Elementary School,Edwards,CO,81632,2010,,,,,,,
2520,4841,La Junta Intermediate School,La Junta,CO,81050,2010,,,,,,,
2520,4843,La Junta Primary School,La Junta,CO,81050,2010,,,,,,,
3080,4852,Pete Mirich Elementary School,La Salle,CO,80645,2010,,,,,,,
3080,4854,North Valley Middle School,La Salle,CO,80645,2010,,,,,,,
1400,4860,La Veta Elementary School,La Veta,CO,81055,2010,,,,,,,
1400,4864,La Veta Junior-Senior High School,La Veta,CO,81055,2010,,,,,,,
480,4874,Lafayette Elementary School,Lafayette,CO,80026,2010,,,,,,,
480,4878,Angevine Middle School,Lafayette,CO,80026,2010,,,,,,,
1380,4899,Lake City Community School,Lake City,CO,81235,2010,,,,,,,
1510,4901,Lake County Middle School,Leadville,CO,80461,2010,,,,,,,
1510,4904,Lake County High School,Leadville,CO,80461,2010,,,,,,,
2610,4908,Lake George Charter School,Lake George,CO,80827,2010,,,,,,,
880,4910,Lake Middle School,Denver,CO,80204,2010,,,,,,,
1420,4942,Lakewood High School,Lakewood,CO,80215,2010,,,,,,,
40,4950,Landmark Academy At Reunion,Commerce City,CO,80022,2010,,,,,,,
2660,4956,Lamar Middle School,Lamar,CO,81052,2010,,,,,,,
2660,4960,Lamar High School,Lamar,CO,81052,2010,,,,,,,
180,4970,Lansing Elementary School,Aurora,CO,80010,2010,,,,,,,
180,4973,Laredo Elementary School,Aurora,CO,80011,2010,,,,,,,
130,4975,Laredo Middle School,Aurora,CO,80015,2010,,,,,,,
900,4980,Larkspur Elementary School,Larkspur,CO,80118,2010,,,,,,,
290,4986,Las Animas Middle School,Las Animas,CO,81054,2010,,,,,,,
290,4990,Las Animas High School,Las Animas,CO,81054,2010,,,,,,,
1420,5004,Lasley Elementary School,Lakewood,CO,80226,2010,,,,,,,
1550,5014,Laurel Elementary School,Fort Collins,CO,80524,2010,,,,,,,
2520,5015,La Junta Jr/Sr High School,La Junta,CO,81050,2010,,,,,,,
1560,5018,Laurene Edmondson Elementary School,Loveland,CO,80538,2010,,,,,,,
1420,5024,Lawrence Elementary School,Arvada,CO,80002,2010,,,,,,,
990,5033,James Madison Charter Academy School,Colorado Springs,CO,80911,2010,,,,,,,
1420,5036,Leawood Elementary School,Littleton,CO,80123,2010,,,,,,,
20,5043,Legacy High School,Broomfield,CO,80020,2010,,,,,,,
900,5045,Legacy Point Elementary School,Parker,CO,80134,2010,,,,,,,
2690,5048,Lemuel Pitts Middle School,Pueblo,CO,81005,2010,,,,,,,
3140,5050,Leo William Butler Elementary School,Fort Lupton,CO,80621,2010,,,,,,,
20,5058,Leroy Drive Elementary School,Northglenn,CO,80233,2010,,,,,,,
1550,5068,Lesher Middle School,Fort Collins,CO,80524,2010,,,,,,,
3110,5078,Letford Elementary School,Johnstown,CO,80534,2010,,,,,,,
2035,5090,Lewis-Arriola Elementary School,Cortez,CO,81321,2010,,,,,,,
1080,5093,Monument Charter Academy,Monument,CO,80132,2010,,,,,,,
1080,5096,Lewis-Palmer Elementary School,Monument,CO,80132,2010,,,,,,,
1080,5098,Lewis-Palmer Middle School,Monument,CO,80132,2010,,,,,,,
1080,5100,Lewis-Palmer High School,Monument,CO,80132,2010,,,,,,,
2530,5114,Jefferson Intermediate School,Rocky Ford,CO,81067,2010,,,,,,,
3230,5119,Liberty Elementary School,Joes,CO,80822,2010,,,,,,,
1550,5120,Liberty Common Charter School,Fort Collins,CO,80525,2010,,,,,,,
3230,5123,Liberty Junior-Senior High School,Joes,CO,80822,2010,,,,,,,
1040,5126,Liberty High School,Colorado Springs,CO,80920,2010,,,,,,,
880,5129,Life Skills Center Of Denver,Denver,CO,80204,2010,,,,,,,
1790,5132,Limon Elementary School,Limon,CO,80828,2010,,,,,,,
1790,5136,Limon Junior-Senior High School,Limon,CO,80828,2010,,,,,,,
1420,5145,Lincoln Charter Academy,Arvada,CO,80003,2010,,,,,,,
1010,5146,Life Skills Center Of Colorado Springs,Colorado Springs,CO,80910,2010,,,,,,,
870,5154,Lincoln Elementary School,Delta,CO,81416,2010,,,,,,,
880,5158,Lincoln Elementary School,Denver,CO,80209,2010,,,,,,,
1010,5162,Lincoln Elementary School,Colorado Springs,CO,80907,2010,,,,,,,
1140,5166,Lincoln Elementary School,Canon City,CO,81212,2010,,,,,,,
1550,5168,Lincoln Middle School,Fort Collins,CO,80521,2010,,,,,,,
1560,5170,Lincoln Elementary School,Loveland,CO,80538,2010,,,,,,,
2405,5180,Lincoln High School,Fort Morgan,CO,80701,2010,,,,,,,
2660,5190,Lincoln Elementary School,Lamar,CO,81052,2010,,,,,,,
1550,5196,Linton Elementary School,Fort Collins,CO,80525,2010,,,,,,,
2000,5210,Lincoln Orchard Mesa Elementary School,Grand Junction,CO,81503,2010,,,,,,,
3200,5221,Little Indians Preschool,Yuma,CO,80759,2010,,,,,,,
1420,5222,Little Elementary School,Arvada,CO,80003,2010,,,,,,,
140,5224,Littleton High School,Littleton,CO,80121,2010,,,,,,,
140,5229,Littleton Academy,Littleton,CO,80120,2010,,,,,,,
140,5233,Littleton Prep Charter School,Littleton,CO,80123,2010,,,,,,,
1550,5234,Livermore Elementary School,Livermore,CO,80536,2010,,,,,,,
140,5236,Lois Lenski Elementary School,Centennial,CO,80121,2010,,,,,,,
3060,5238,Lone Star Middle School,Otis,CO,80743,2010,,,,,,,
2000,5244,Loma Elementary School,Loma,CO,81524,2010,,,,,,,
470,5246,Loma Linda Elementary School,Longmont,CO,80501,2010,,,,,,,
3060,5254,Lone Star Elementary School,Otis,CO,80743,2010,,,,,,,
880,5255,Lake International School,Denver,CO,80204,2010,,,,,,,
3060,5258,Lone Star Undivided High School,Otis,CO,80743,2010,,,,,,,
500,5268,Longfellow Elementary School,Salida,CO,81201,2010,,,,,,,
470,5282,Longmont High School,Longmont,CO,80501,2010,,,,,,,
470,5284,Longmont Estates Elementary School,Longmont,CO,80503,2010,,,,,,,
470,5286,Sunset Middle School,Longmont,CO,80501,2010,,,,,,,
470,5288,Longs Peak Middle School,Longmont,CO,80501,2010,,,,,,,
1550,5292,Lopez Elementary School,Fort Collins,CO,80526,2010,,,,,,,
180,5298,Lotus School For Excellence,Aurora,CO,80012,2010,,,,,,,
480,5302,Louisville Elementary School,Louisville,CO,80027,2010,,,,,,,
480,5306,Louisville Middle School,Louisville,CO,80027,2010,,,,,,,
1560,5312,Bill Reed Middle School,Loveland,CO,80537,2010,,,,,,,
1560,5316,Loveland High School,Loveland,CO,80538,2010,,,,,,,
120,5318,Englewood Early Childhood Education Center At Maddox,Englewood,CO,80110,2010,,,,,,,
1560,5335,Lucile Erwin Middle School,Loveland,CO,80538,2010,,,,,,,
880,5342,Lowry Elementary School,Denver,CO,80230,2010,,,,,,,
1420,5350,Lukas Elementary School,Westminster,CO,80021,2010,,,,,,,
1420,5354,Lumberg Elementary School,Edgewater,CO,80214,2010,,,,,,,
180,5361,Lyn Knoll Elementary School,Aurora,CO,80011,2010,,,,,,,
470,5364,Lyons Elementary School,Lyons,CO,80540,2010,,,,,,,
470,5368,Lyons Middle/Senior High School,Lyons,CO,80540,2010,,,,,,,
70,5388,M. Scott Carpenter Middle School,Denver,CO,80221,2010,,,,,,,
1560,5393,Thompson Integrated Early Childhood,Loveland,CO,80537,2010,,,,,,,
1010,5404,Madison Elementary School,Colorado Springs,CO,80909,2010,,,,,,,
900,5405,Edcsd: Colorado Cyber School,Castle Rock,CO,80104,2010,,,,,,,
3120,5412,Madison Elementary School,Greeley,CO,80634,2010,,,,,,,
1140,5414,Madison Exploratory School,Canon City,CO,81212,2010,,,,,,,
1420,5415,Rocky Mountain Deaf School,Golden,CO,80401,2010,,,,,,,
20,5418,Malley Drive Elementary School,Northglenn,CO,80233,2010,,,,,,,
550,5422,Manassa Elementary School,Manassa,CO,81141,2010,,,,,,,
880,5430,Manny Martinez Middle School,Denver,CO,80204,2010,,,,,,,
2035,5436,Manaugh Elementary School,Cortez,CO,81321,2010,,,,,,,
2070,5446,Mancos Elementary School,Mancos,CO,81328,2010,,,,,,,
880,5448,Manual High School,Denver,CO,80205,2010,,,,,,,
2070,5450,Mancos Middle School,Mancos,CO,81328,2010,,,,,,,
2070,5452,Mancos High School,Mancos,CO,81328,2010,,,,,,,
1420,5454,Mandalay Middle School,Westminster,CO,80021,2010,,,,,,,
1030,5460,Manitou Springs Elementary School,Manitou Springs,CO,80829,2010,,,,,,,
1030,5464,Manitou Springs Middle School,Manitou Springs,CO,80829,2010,,,,,,,
1030,5468,Manitou Springs High School,Manitou Springs,CO,80829,2010,,,,,,,
1420,5472,Manning Options School,Lakewood,CO,80401,2010,,,,,,,
2535,5498,Manzanola Elementary School,Manzanola,CO,81058,2010,,,,,,,
2535,5506,Manzanola Junior-Senior High School,Manzanola,CO,81058,2010,,,,,,,
1420,5524,Maple Grove Elementary School,Golden,CO,80401,2010,,,,,,,
10,5539,Mapleton Early Learning Center,Denver,CO,80229,2010,,,,,,,
140,5572,Hopkins Elementary School,Centennial,CO,80122,2010,,,,,,,
140,5574,Twain Elementary School,Centennial,CO,80122,2010,,,,,,,
1010,5576,Twain Elementary School,Colorado Springs,CO,80909,2010,,,,,,,
1360,5577,Marble Charter School,Marble,CO,81623,2010,,,,,,,
880,5578,Marrama Elementary School,Denver,CO,80249,2010,,,,,,,
2740,5579,Marsh Elementary School,Monte Vista,CO,81144,2010,,,,,,,
1420,5580,Marshdale Elementary School,Evergreen,CO,80439,2010,,,,,,,
1420,5596,Martensen Elementary School,Wheat Ridge,CO,80033,2010,,,,,,,
990,5602,Martin Luther King Jr Elementary School,Colorado Springs,CO,80911,2010,,,,,,,
1010,5604,King Elementary School,Colorado Springs,CO,80918,2010,,,,,,,
880,5605,Martin Luther King Middle College,Denver,CO,80249,2010,,,,,,,
480,5606,Creekside Elementary School At Martin Park,Boulder,CO,80305,2010,,,,,,,
900,5607,Sage Canyon Elementary,Castle Rock,CO,80104,2010,,,,,,,
880,5608,Mathematics And Science Leadership Academy,Denver,CO,80223,2010,,,,,,,
1010,5610,Martinez Elementary School,Colorado Springs,CO,80918,2010,,,,,,,
40,5615,Mary E Pennock Elementary School,Brighton,CO,80601,2010,,,,,,,
3120,5620,Maplewood Elementary School,Greeley,CO,80631,2010,,,,,,,
1420,5623,Longview High School,Lakewood,CO,80228,2010,,,,,,,
880,5644,Maxwell Elementary School,Denver,CO,80239,2010,,,,,,,
2020,5656,Maybell Elementary School,Maybell,CO,81640,2010,,,,,,,
3120,5660,Mcauliffe Elementary School,Greeley,CO,80634,2010,,,,,,,
310,5666,Mc Clave Elementary School,Mc Clave,CO,81057,2010,,,,,,,
310,5670,Mc Clave Undivided High School,Mc Clave,CO,81057,2010,,,,,,,
880,5685,Mc Glone Elementary School,Denver,CO,80239,2010,,,,,,,
1550,5688,Mcgraw Elementary School,Fort Collins,CO,80526,2010,,,,,,,
880,5702,Mc Kinley-Thatcher Elementary School,Denver,CO,80210,2010,,,,,,,
1140,5704,Mckinley Elementary School,Canon City,CO,81212,2010,,,,,,,
20,5706,Mc Elwain Elementary School,Thornton,CO,80229,2010,,,,,,,
880,5716,Mc Meen Elementary School,Denver,CO,80222,2010,,,,,,,
470,5722,Mead High School,Longmont,CO,80504,2010,,,,,,,
470,5726,Mead Elementary School,Mead,CO,80542,2010,,,,,,,
470,5730,Mead Middle School,Mead,CO,80542,2010,,,,,,,
910,5742,Meadow Mountain Elementary School,Avon,CO,81620,2010,,,,,,,
130,5744,Meadow Point Elementary School,Aurora,CO,80015,2010,,,,,,,
900,5745,Meadow View Elementary School,Castle Rock,CO,80109,2010,,,,,,,
2710,5750,Meeker Elementary School,Meeker,CO,81641,2010,,,,,,,
3120,5752,Meeker Elementary School,Greeley,CO,80634,2010,,,,,,,
2710,5754,Barone Middle School,Meeker,CO,81641,2010,,,,,,,
1420,5758,Meiklejohn Elementary,Arvada,CO,80005,2010,,,,,,,
2710,5762,Meeker High School,Meeker,CO,81641,2010,,,,,,,
2660,5777,Melvin Hendrickson Development Center,Lamar,CO,81052,2010,,,,,,,
1110,5779,Meridian Ranch International School,Falcon,CO,80831,2010,,,,,,,
1860,5802,Merino Elementary School,Merino,CO,80741,2010,,,,,,,
1860,5806,Merino Junior Senior High School,Merino,CO,80741,2010,,,,,,,
20,5814,Thornton Middle School,Thornton,CO,80229,2010,,,,,,,
20,5816,Thornton High School,Thornton,CO,80229,2010,,,,,,,
880,5826,Merrill Middle School,Denver,CO,80210,2010,,,,,,,
2000,5828,Mesa Valley Vision Home And Community Program,Grand Junction,CO,81501,2010,,,,,,,
70,5834,Mesa Elementary School,Westminster,CO,80030,2010,,,,,,,
2035,5836,Mesa Elementary School,Cortez,CO,81321,2010,,,,,,,
480,5838,Mesa Elementary School,Boulder,CO,80305,2010,,,,,,,
2730,5840,Mesa Elementary School,Del Norte,CO,81132,2010,,,,,,,
990,5841,Mesa Ridge High School,Colorado Springs,CO,80911,2010,,,,,,,
2000,5842,Mesa View Elementary School,Grand Junction,CO,81503,2010,,,,,,,
900,5843,Lone Tree Elementary,Lone Tree,CO,80124,2010,,,,,,,
880,5844,Contemporary Learning Academy High School,Denver,CO,80211,2010,,,,,,,
1130,5850,Miami/Yoder Elementary School,Rush,CO,80833,2010,,,,,,,
1130,5854,Miami-Yoder Senior High School,Rush,CO,80833,2010,,,,,,,
1350,5864,Middle Park High School,Granby,CO,80446,2010,,,,,,,
1130,5870,Miami-Yoder Junior High School,Rush,CO,80833,2010,,,,,,,
1010,5878,Midland Elementary School,Colorado Springs,CO,80904,2010,,,,,,,
30,5880,Mildred L Sanville Preschool,Commerce City,CO,80022,2010,,,,,,,
1520,5888,Miller Middle School,Durango,CO,81301,2010,,,,,,,
1420,5892,Miller Special Education,Lakewood,CO,80226,2010,,,,,,,
3110,5896,Milliken Elementary School,Milliken,CO,80543,2010,,,,,,,
3110,5902,Milliken Middle School,Milliken,CO,80543,2010,,,,,,,
2690,5916,Minnequa Elementary School,Pueblo,CO,81004,2010,,,,,,,
910,5930,Minturn Middle School,Minturn,CO,81645,2010,,,,,,,
130,5934,Mission Viejo Elementary School,Aurora,CO,80013,2010,,,,,,,
1420,5944,Mitchell Elementary School,Golden,CO,80403,2010,,,,,,,
1010,5948,Mitchell High School,Colorado Springs,CO,80909,2010,,,,,,,
2800,5954,Moffat Elementary School,Moffat,CO,81143,2010,,,,,,,
2800,5956,Moffat Middle School,Moffat,CO,81143,2010,,,,,,,
2800,5958,Moffat Senior High School,Moffat,CO,81143,2010,,,,,,,
2020,5962,Moffat County High School,Craig,CO,81625,2010,,,,,,,
1420,5972,Molholm Elementary School,Lakewood,CO,80214,2010,,,,,,,
30,5982,Monaco Elementary School,Commerce City,CO,80022,2010,,,,,,,
3120,5985,Monfort Elementary School,Greeley,CO,80634,2010,,,,,,,
1010,5988,Monroe Elementary School,Colorado Springs,CO,80910,2010,,,,,,,
1560,5992,Monroe Elementary School,Loveland,CO,80538,2010,,,,,,,
1420,5994,Montessori Peaks Charter Academy,Littleton,CO,80123,2010,,,,,,,
880,5995,Montbello High School,Denver,CO,80239,2010,,,,,,,
900,5997,D C S Montessori Charter School,Castle Rock,CO,80108,2010,,,,,,,
880,5998,Oakland Elementary School,Denver,CO,80239,2010,,,,,,,
480,5999,Monarch High School,Louisville,CO,80027,2010,,,,,,,
480,6000,Monarch K-8 School,Louisville,CO,80027,2010,,,,,,,
880,6002,Montclair Elementary School,Denver,CO,80220,2010,,,,,,,
980,6018,Monterey Elementary School,Colorado Springs,CO,80910,2010,,,,,,,
2035,6026,Montezuma-Cortez High School,Cortez,CO,81321,2010,,,,,,,
2740,6030,Byron Syring Delta Center,Monte Vista,CO,81144,2010,,,,,,,
2740,6036,Bill Metz Elementary School,Monte Vista,CO,81144,2010,,,,,,,
2740,6044,Monte Vista Middle School,Monte Vista,CO,81144,2010,,,,,,,
2740,6046,Monte Vista Senior High School,Monte Vista,CO,81144,2010,,,,,,,
2180,6054,Columbine Middle School,Montrose,CO,81401,2010,,,,,,,
2000,6055,Career Center Preschool,Grand Junction,CO,81504,2010,,,,,,,
2180,6058,Montrose High School,Montrose,CO,81401,2010,,,,,,,
20,6060,Mountain Range High School,Westminster,CO,80234,2010,,,,,,,
180,6068,Montview Math & Health Sciences Elementary School,Aurora,CO,80010,2010,,,,,,,
2000,6070,Fruita Monument High School,Fruita,CO,81521,2010,,,,,,,
880,6088,Moore K-8 School,Denver,CO,80218,2010,,,,,,,
1420,6090,Moore Middle School,Arvada,CO,80005,2010,,,,,,,
880,6098,Morey Middle School,Denver,CO,80218,2010,,,,,,,
2690,6132,Morton Elementary School,Pueblo,CO,81003,2010,,,,,,,
1420,6133,Mortensen Elementary School,Littleton,CO,80128,2010,,,,,,,
9030,6134,Yampah Mountain School,Glenwood Springs,CO,81601,2010,,,,,,,
1420,6135,Mount Carbon Elementary School,Littleton,CO,80127,2010,,,,,,,
9030,6136,Mountain Boces Day Treatment Center,Glenwood Springs,CO,81601,2010,,,,,,,
1000,6138,Mountainside Elementary School,Fort Carson,CO,80902,2010,,,,,,,
1420,6139,Mountain Phoenix Community School,Golden,CO,80403,2010,,,,,,,
1040,6140,Mountain Ridge Middle School,Colorado Springs,CO,80920,2010,,,,,,,
2790,6142,Mountain Valley Elementary School,Saguache,CO,81149,2010,,,,,,,
2790,6144,Mountain Valley Middle School,Saguache,CO,81149,2010,,,,,,,
2790,6146,Mountain Valley Senior High School,Saguache,CO,81149,2010,,,,,,,
20,6150,Mountain View Elementary School,Broomfield,CO,80020,2010,,,,,,,
900,6152,Mountain View Elementary School,Parker,CO,80134,2010,,,,,,,
470,6156,Mountain View Elementary School,Longmont,CO,80501,2010,,,,,,,
1040,6158,Mountain View Elementary School,Colorado Springs,CO,80920,2010,,,,,,,
180,6160,Mrachek Middle School,Aurora,CO,80013,2010,,,,,,,
980,6162,Mountain Vista Community School,Colorado Springs,CO,80910,2010,,,,,,,
1560,6163,Mountain View High School,Loveland,CO,80537,2010,,,,,,,
900,6164,Mountain Ridge Middle School,Highlands Ranch,CO,80126,2010,,,,,,,
900,6165,Mountain Vista High School,Highlands Ranch,CO,80126,2010,,,,,,,
2000,6166,Mount Garfield Middle School,Clifton,CO,81520,2010,,,,,,,
880,6188,Munroe Elementary School,Denver,CO,80219,2010,,,,,,,
180,6189,Murphy Creek K-8 School,Aurora,CO,80018,2010,,,,,,,
1560,6194,Namaqua Elementary School,Loveland,CO,80537,2010,,,,,,,
480,6195,New Vista High School,Boulder,CO,80302,2010,,,,,,,
2190,6196,Naturita Elementary School,Naturita,CO,81422,2010,,,,,,,
480,6208,Nederland Elementary School,Nederland,CO,80466,2010,,,,,,,
480,6212,Nederland Middle-Senior High School,Nederland,CO,80466,2010,,,,,,,
180,6219,New America School,Denver,CO,80230,2010,,,,,,,
1560,6220,New Vision Charter School,Loveland,CO,80538,2010,,,,,,,
1520,6222,Needham Elementary School,Durango,CO,81301,2010,,,,,,,
480,6224,Nevin Platt Middle School,Boulder,CO,80303,2010,,,,,,,
1420,6237,New America School,Lakewood,CO,80214,2010,,,,,,,
910,6238,New America Charter School,Gypsum,CO,81637,2010,,,,,,,
980,6244,New Horizons Day School,Colorado Springs,CO,80906,2010,,,,,,,
880,6254,Newlon Elementary School,Denver,CO,80219,2010,,,,,,,
2000,6264,Nisley Elementary School,Grand Junction,CO,81501,2010,,,,,,,
470,6274,Niwot Elementary School,Niwot,CO,80503,2010,,,,,,,
470,6276,Niwot High School,Niwot,CO,80503,2010,,,,,,,
1420,6286,Normandy Elementary School,Littleton,CO,80128,2010,,,,,,,
140,6292,Village At North,Littleton,CO,80120,2010,,,,,,,
40,6294,North Elementary School,Brighton,CO,80601,2010,,,,,,,
870,6298,North Fork Montessori School,Hotchkiss,CO,81419,2010,,,,,,,
1010,6306,North Middle School,Colorado Springs,CO,80903,2010,,,,,,,
180,6310,North Middle School Health Sciences And Technology Campus,Aurora,CO,80010,2010,,,,,,,
880,6314,North High School,Denver,CO,80211,2010,,,,,,,
10,6315,North Valley School For Young Adults,Thornton,CO,80229,2010,,,,,,,
1420,6330,North Arvada Middle School,Arvada,CO,80003,2010,,,,,,,
1000,6338,Patriot Elementary School,Fort Carson,CO,80902,2010,,,,,,,
20,6342,Shadow Ridge Middle School,Thornton,CO,80602,2010,,,,,,,
470,6344,Heritage Middle School,Longmont,CO,80501,2010,,,,,,,
880,6350,Bruce Randolph School,Denver,CO,80205,2010,,,,,,,
2700,6354,North Mesa Elementary School,Pueblo,CO,81006,2010,,,,,,,
20,6355,North Mor Elementary School,Northglenn,CO,80221,2010,,,,,,,
1410,6358,North Park Junior-Senior High School,Walden,CO,80480,2010,,,,,,,
990,6362,North Elementary School,Colorado Springs,CO,80911,2010,,,,,,,
2770,6363,North Routt Charter School,Clark,CO,80428,2010,,,,,,,
3120,6364,Northridge High School,Greeley,CO,80634,2010,,,,,,,
900,6365,Skyview Academy,Highlands Ranch,CO,80124,2010,,,,,,,
2180,6366,Northside Elementary School,Montrose,CO,81401,2010,,,,,,,
20,6376,North Star Elementary School,Denver,CO,80221,2010,,,,,,,
880,6394,Northeast Academy Charter School,Denver,CO,80239,2010,,,,,,,
40,6395,Northeast Elementary School,Brighton,CO,80601,2010,,,,,,,
900,6396,Northeast Elementary School,Parker,CO,80134,2010,,,,,,,
880,6397,Academia Ana Marie Sandoval,Denver,CO,80211,2010,,,,,,,
20,6398,Northglenn Middle School,Northglenn,CO,80233,2010,,,,,,,
20,6402,Northglenn High School,Northglenn,CO,80221,2010,,,,,,,
470,6404,Northridge Elementary School,Longmont,CO,80501,2010,,,,,,,
900,6406,Northridge Elementary School,Highlands Ranch,CO,80126,2010,,,,,,,
2840,6418,Norwood Elementary School,Norwood,CO,81423,2010,,,,,,,
2840,6422,Norwood High School,Norwood,CO,81423,2010,,,,,,,
2190,6436,Nucla Junior/Senior High School,Nucla,CO,81424,2010,,,,,,,
980,6460,Oak Creek Elementary School,Colorado Springs,CO,80906,2010,,,,,,,
